{Par}マジックナイト,{Par}魔法骑士
{Par}鉢植えがおいてある…。{/n}{/n},{Par}放着盆栽…。{/n}{/n}
{Par}観葉植物だわ。もしかしたら、{/n}この村に残された 最後の緑…。{/n},{Par}观叶植物。{/n}说不定是{/n}这村子仅存的绿意…
{Par}観葉植物がおいてありますわ…。{/n}{/n},{Par}放着观叶植物…。{/n}
{Par}台所だ…。{/n}{/n},{Par}厨房…。{/n}{/n}
{Par}きれいなキッチンだわ…。{/n}{/n},{Par}漂亮的厨房…。。{/n}{/n}
{Par}お手入れの行き届いた{/n}キッチンですわ…。{/n},{Par}打理得当的{/n}厨房呢。{/n}
{Par}机の上は本の山だ…。{/n}{/n},{Par}桌上堆满了书。{/n}{/n}
{Par}本が いっぱいね…。{/n}{/n},{Par}好多书啊…。{/n}{/n}
{Par}村長さんは 実は 読書好きのよう{/n}ですわね。せめて 村のみなさんも{/n}本を読んで 気が晴れれば…。,{Par}村长先生其实{/n}很喜欢读书呢。{/n}要是村民们也能读书转换心情…
{Par}地下にも鉢植えがあるよ。{/n}こんなときこそ{/n}外に出してあげたいな…。,{Par}地下室也有盆栽呢。{/n}这种时候更应该{/n}拿出去晒晒太阳啊…。
{Par}観葉植物が ここにも…。{/n}{/n},{Par}这里也有观叶植物…。{/n}{/n}
{Par}この緑を大事にしなければ…。{/n}{/n},{Par}果然绿色很重要呢…。{/n}{/n}
{Par}これは ごみ箱かな。{/n}{/n},{Par}这是垃圾桶吧。{/n}{/n}
{Par}ごみ箱をのぞくなんて{/n}趣味じゃないわ。{/n}やめましょ。,{Par}翻垃圾桶可不是{/n}我的兴趣。{/n}算了吧。
{Par}こうなると、いったい{/n}何がごみで何がごみでないのか…。,{Par}这样一来、到底{/n}什么是垃圾什么不是垃圾呢…。{/n}
{Par}わっ、今にも本が倒れそう…。{/n}{/n},{Par}哇、书要倒了…。{/n}{/n}
{Par}絶妙なバランスを保って{/n}本が積まれているわ…。{/n},{Par}书本保持着{/n}绝妙的平衡。{/n}
{Par}台の上に 本が{/n}うず高く積まれていますわ…。{/n},{Par}架子上的书本{/n}堆成一座小山…。{/n}。
{Par}机の上にナゾのビンがある…。{/n}{/n},{Par}台子上有谜之瓶子…。{/n}{/n}
{Par}正体不明の液体の入ったビンだわ。あんまり さわりたくはないわね。{/n},{Par}装着不明液体的瓶子。{/n}不太想碰呢。{/n}
{Par}このビンの中身は いったい…？{/n}{/n},{Par}这瓶子里到底是什么…？{/n}{/n}
{Par}ヘンな形の本だなだ…。{/n}{/n},{Par}形状奇怪的书架。{/n}{/n}
{Par}妙ちくりんなカタチの{/n}本だなだわ…。{/n},{Par}造型相当诡异的{/n}书架呢…。{/n}
{Par}奇妙奇天烈マカふしぎな形の{/n}本だなですわ…。{/n},{Par}奇形怪状的{/n}书架呢…。{/n}
{Par}本が いっぱいだ…。{/n}{/n},{Par}好多书…。{/n}{/n}
{Par}魔法の本かしらね。{/n}わたしには読めないけど…。{/n},{Par}是魔法书吗？{/n}虽然我看不懂…。{/n}
{Par}ルキノさんの 勉強の成果は…。{/n}{/n},{Par}卢基诺先生的学习成果…。{/n}{/n}
{Par}丸太が立てかけてあるよ。{/n}火を起こすのに使うのかな？{/n},{Par}竖着原木。{/n}用来生火吗？{/n}
{Par}太い丸太だわ。{/n}でも、そうとう古いモノみたい。{/n},{Par}粗原木。{/n}但好像很老旧了。{/n}
{Par}ほこりをかぶった丸太ですわ。{/n}ずいぶんと{/n}手をふれられてないような…。,{Par}积满灰尘的圆木。{/n}很久很久没被{/n}碰过的样子…
{Par}大きなツボだ。{/n}使われてるのかな？{/n},{Par}大坛子。{/n}还在使用吗？{/n}
{Par}つぼ…{/n}中身の想像をするのはやめましょ？,{Par}坛子…{/n}别想象里面装了什么。
{Par}ひどく古めかしいつぼですわ。{/n}骨とう品としての{/n}価値すら感じさせますわね。,{Par}非常古老的坛子。{/n}甚至让人感觉{/n}有古董一样的价值呢。
{Par}机の上は本の山だ。{/n}これは…水泳の本？{/n},{Par}桌上堆满了书。{/n}这是…游泳的书？{/n}
{Par}字は読めないけど、{/n}水泳の絵が描いてあるわ。{/n}一応、勉強してるんじゃない。,{Par}虽然看不懂文字、{/n}但画着游泳的图呢。{/n}姑且算是在学习吧。
{Par}机の上に開いたままなのは…{/n}図から察するに、{/n}水泳に関する本のようですわ。,{Par}桌上摊开的书…{/n}从插图看来{/n}似乎是关于游泳的书呢。
{Par}これまた きれいとは{/n}いえないタンスだなぁ。{/n},{Par}这衣柜实在是{/n}说不上漂亮。{/n}
{Par}うわ、危なっかしいたんす！{/n}さわったら倒れてきそうだわ。{/n},{Par}哇、危险的衣柜！{/n}一碰就会倒的样子。{/n}
{Par}すごいホコリですわ。{/n}いったい、いつから お掃除を{/n}してらっしゃらないのかしら？,{Par}积满了灰尘。{/n}到底有多久没打扫了啊？{/n}
{Par}うわー。{/n}この台所はすごいなぁ。{/n},{Par}哇。{/n}这厨房太夸张了。{/n}
{Par}ち、近づきたくない…。{/n}{/n},{Par}完、完全不想靠近…{/n}{/n}
{Par}この台所の荒れ様は…{/n}いったい 何日{/n}放っておいてあるのでしょう…,{Par}厨房的脏乱程度…{/n}到底被放任不管{/n}多少天了啊…
{Par}白いビンが三本おいてある。{/n}{/n},{Par}摆着三个白色瓶子。{/n}{/n}
{Par}化粧水に見えるけれど…{/n}違うのかしら？{/n},{Par}看着像化妆水…{/n}不是吗？{/n}
{Par}なにか ビン入りの{/n}三点セットですわ。{/n},{Par}摆着三个瓶子{/n}是某种套装呢。{/n}
{Par}机の上に さりげなく{/n}ノートがおいてあるよ。{/n},{Par}桌上随意放着笔记本。{/n}{/n}
{Par}これは、この家の人の日記かしら？不用心ねぇ、こんなとこに{/n}おきっぱなしなんて。,{Par}这是屋主的日记吗？{/n}真是大意啊、{/n}就这么随便放着。
{Par}なにげに おきっぱなしにしている{/n}ノートは、そんなに重要なモノではないに違いありません。,{Par}随意摆放的笔记本{/n}应该不会是重要的物品吧。{/n}
{Par}引き出しは{/n}ぴったり しまってる。{/n},{Par}抽屉{/n}关得很严实。{/n}
{Par}机の右側はスカッとしてるわね。{/n}{/n},{Par}桌子右侧空荡荡的。{/n}{/n}
{Par}窓からの光が{/n}机に降り注いでいますわ。{/n}明るくて勉強にぴったりですわね。,{Par}窗外明亮的阳光{/n}洒在书桌上。{/n}很适合学习呢。
{Par}お皿やカップが入っているね。{/n}{/n},{Par}摆放着碗盘杯子。{/n}{/n}
{Par}食器棚だわ。{/n}かわいらしい感じで{/n}そろえているわね。,{Par}碗橱呀。{/n}餐具很可爱呢。{/n}
{Par}食器の入っているたなですわ。{/n}きちんと整理されています。{/n},{Par}餐具架。{/n}收拾得很整齐。{/n}
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}侧面看不出什么。{/n}{/n}
{Par}横から見ても{/n}板しか見えないわ…。{/n},{Par}侧面只能看到木板。{/n}{/n}
{Par}ここをながめていても{/n}何もいいことはありませんわ…。{/n},{Par}这样盯着看{/n}毫无意义呢。{/n}
{Par}大きいツボだ。{/n}今にも くずれおちそうだ。{/n},{Par}大坛子。{/n}眼看就要散架了。{/n}
{Par}ツボが もう ボロボロだわ。{/n}{/n},{Par}坛子已经破破烂烂了。{/n}{/n}
{Par}ツボがありますわ。{/n}ほとんど 原形を{/n}とどめていないようですが…。,{Par}有个坛子。{/n}几乎看不出{/n}原本的形状了…。
{Par}道しるべが立っているけど、{/n}横からじゃ 読めないよ。{/n},{Par}有路标、{/n}但从侧面看不到文字。{/n}
{Par}横から見ても、{/n}板の断面が見えるだけだわ。{/n},{Par}从侧面看、{/n}只能看到木板的断面。{/n}
{Par}道標は 横から見るものでは{/n}ありませんわ。{/n},{Par}路标可不是{/n}从侧面看的。{/n}
{Par}「この先 七色おじさんの店」{/n}  …と書いてある。{/n},{Par}「前方 七彩大叔的店」{/n}  …这么写着。{/n}
{Par}「この先 七色おじさんの店」{/n}  …らしいわよ。{/n},{Par}「前方 七彩大叔的店」{/n}  …好像是呢。{/n}
{Par}「この先 七色おじさんの店」{/n}  …だそうですわ。{/n},{Par}「前方 七彩大叔的店」{/n}  …如此标示。{/n}
{Par}虹のアミュレット（だいだい）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（橙）！{/n}{/n}
{Par}虹のアミュレット（だいだい）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（橙）！{/n}{/n}
{Par}虹のアミュレット（だいだい）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（橙）！{/n}{/n}
{Par}もう 何もないよ…。{/n}{/n},{Par}已经什么都没有了。{/n}{/n}
{Par}もう 何も見あたらないわね…。{/n}{/n},{Par}已经空无一物了呢。{/n}{/n}
{Par}残念ながら、{/n}もう 何もありませんわ…。{/n},{Par}很遗憾、{/n}已经什么都没有了。{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（青）！{/n}{/n}
