{Par}マジックナイト,{Par}魔法骑士
…あら、わたしったら{/n}今 何か はしたないこと{/n}言っちゃったかしら？,…哎呀、我刚才{/n}是不是说了{/n}什么粗俗的话？
{Par}「重衝粉砕弾」で この岩を{/n}こわせば、先の村に続くという{/n}火山の地下道に入れますわね。,{Par}用「重冲粉碎弹」破坏岩石、{/n}就能进入通往邻村的{/n}火山地道了呢。
{Par}こんなところに 大きな台が！{/n}{/n},{Par}这种地方居然有大型舞台！{/n}{/n}
{Par}うわ、なぁに このステージ。{/n}ハデねぇ。{/n},{Par}哇、这是什么舞台{/n}也太华丽了吧。{/n}
{Par}ステージがありますわ。台としては大きいし、ステージというと{/n}小さいし、表現が難しいですわね。,{Par}确实有舞台呢。作为平台太大、{/n}作为舞台又太小、难以形容呢。
{Par}カルディナの踊っていた{/n}ステージだ。{/n},{Par}卡尔汀娜曾在此{/n}跳舞用的舞台。{/n}
{Par}カルディナが 村人をだますために{/n}踊っていたステージよ。まだここにおかれたままになっているのね。,{Par}卡尔汀娜为欺骗村民{/n}而使用过的舞台。{/n}还留在这里啊。
{Par}もともと ここに{/n}あったものなんでしょうか、{/n}このステージ…？,{Par}原本就放在这里的吗、{/n}这个舞台…？{/n}
{Par}この家のとびら、{/n}氷でふさがっちゃってるよ。{/n},{Par}这扇门被冰{/n}封住了。{/n}
{Par}この家、とびらが氷でできて…ってそんなわけないわね。どうして{/n}こんなになっちゃったのかしら？,{Par}这房子的门居然是{/n}用冰做…怎么可能嘛。{/n}为什么会变成这样呢？
{Par}ふきすさぶ雪やひょうが{/n}とびらにこびりついた{/n}結果なのでしょうか？,{Par}是暴风雪中的冰雹{/n}附着在门上{/n}的结果吗？
{Par}わぁ、何これ？{/n}この家、氷づけだよ。{/n},{Par}哇、这是什么？{/n}这房子被冰封了。{/n}
まるで 空き家ね。{/n}{/n},简直是空屋嘛。{/n}{/n}
でも、村の方は ここに{/n}ラファーガという人が{/n}住んでいるって…,可是村民说这里住着{/n}名叫拉法格的人…{/n}
さわがしいな。{/n}わたしに なにか用か？{/n},好吵啊。{/n}找我有事吗？{/n}
{Par}ラファーガの家だ。{/n}ラファーガは この氷の扉を{/n}突き破って出入りしているんだ。,{Par}拉法格的家。{/n}拉法格是破开这冰门{/n}出入屋子的。
{Par}この氷を破壊して出入りするなんて信じられないわよね！{/n},{Par}居然能破坏冰门出入{/n}真是难以置信！{/n}
でも、わたしたちも できるように{/n}なっちゃってるのよね♨{/n},不过现在我们也{/n}能做到了呢♨{/n}
{Par}「重衝粉砕弾」を得ていますから、今では わたくしたちも この氷を{/n}突き破ることができますわ。,{Par}既然获得了「重冲粉碎弹」、{/n}如今我们也能破开这冰门了。{/n}
{Par}ラファーガは もう{/n}ここにはいない…。{/n},{Par}拉法格{/n}已经不在这里了…。{/n}
{Par}ラファーガが住んでいた家だわ…。今は もう 主のいない…{/n},{Par}拉法格住过的家…。{/n}如今已是人去楼空…{/n}
{Par}ラファーガさんの家ですわ。{/n}いえ、「だった」と{/n}いうべきでしょうか…。,{Par}是拉法格先生的家呢。{/n}或者应该说「曾经是」…{/n}
{Par}窓には 氷がびっちりだ。{/n}{/n},{Par}窗户结满厚冰。{/n}{/n}
{Par}窓には雪や氷がこびりついてるわ。{/n}かろうじて 外の景色が判別できる{/n}…って感じね。,{Par}窗上积满冰雪。{/n}勉强能辨认{/n}外面的景色…吧。
{Par}寒い地方では、部屋の熱が{/n}逃げないように、ふつう{/n}窓を二重構造にするものですが…,{Par}寒冷地区本应该{/n}把窗户做成双层结构{/n}来防止热量流失…
突然の異常気象ということ{/n}なのでしょうか？{/n},难道是{/n}突发的异常气候吗？{/n}
{Par}タオルとスコップだ。{/n}スコップは雪かき用かな？{/n},{Par}毛巾和铲子。{/n}铲子是除雪用的吧？{/n}
{Par}スコップがあるわ。{/n}その上にはタオルがかかってる。{/n}スコップは年期が入ってるわねー！,{Par}有把铲子。{/n}上面搭着毛巾。{/n}铲子很有年头呢！
{Par}スコップの立てかけられた壁には{/n}タオルがかかっていますわ。{/n},{Par}铲子靠着的墙上{/n}挂着毛巾。{/n}
{Par}ラファーガ…。{/n}{/n},{Par}拉法格…。{/n}{/n}
{Par}ラファーガの使っていた{/n}タオルとスコップが{/n}まだ そのままだわ…。,{Par}拉法格用过的{/n}毛巾和铲子{/n}还保持着原样…。
{Par}ラファーガさんの…{/n}遺品、ということに{/n}なりますわね…。,{Par}拉法格先生的…{/n}遗物呢…。{/n}
{Par}ものすごい大きさのベッドだ。{/n}さすが ラファーガ！{/n},{Par}超巨大的床。{/n}不愧是拉法格！{/n}
{Par}想像を絶する大きさのベッドね。{/n}ラファーガほどの体格だと、{/n}確かに このくらいは必要かもね。,{Par}超乎想象的巨床。{/n}以拉法格的体格、{/n}确实需要这么大的呢。
…実は ものすごく{/n}寝相が悪いだけだったりして。{/n},…说不定只是{/n}睡相很差而已吧？{/n}
{Par}ラファーガさんのベッドですわ。{/n}ふつうの倍以上の大きさは{/n}ありますわね。,{Par}拉法格先生的床呢。{/n}比普通的大了不止一倍啊。{/n}
{Par}ラファーガの寝ていたベッドだ…。{/n},{Par}拉法格睡过的床…。{/n}
{Par}ラファーガのベッドだわ。{/n}一晩だけ 寝かせてもらったことが{/n}あったわよね…。,{Par}拉法格的床。{/n}曾经借宿过一晚呢…。{/n}
{Par}ラファーガさんのベッドですわ。{/n}わたくしたち三人が寝ても{/n}余裕がありましたっけ…。,{Par}拉法格先生的床。{/n}我们三人一起睡{/n}都绰绰有余呢…。
{Par}暖炉を横からみたところだ。{/n}{/n},{Par}暖炉的侧面。{/n}{/n}
{Par}横から暖炉を見ると、{/n}変な表がはってあるわ。{/n}何かしら、これ。,{Par}从暖炉侧面看、{/n}贴着奇怪的表格。{/n}这是什么？
{Par}ラファーガさんの 一日の{/n}トレーニング予定表らしきものが{/n}はってありますわ。,{Par}像是拉法格先生{/n}每日训练计划表{/n}的东西贴在墙上呢。
{Par}暖炉だ。{/n}こんな寒さじゃ{/n}暖炉はかかせないよね。,{Par}暖炉。{/n}这种寒冷天气{/n}少不了暖炉呢。
{Par}暖炉だわ。ヒーターなんかより{/n}趣（おもむき）があって{/n}ロマンチックよね。,{Par}暖炉啊。{/n}比起暖风机更有情调{/n}很浪漫呢。
{Par}暖炉ですわ。{/n}でも よく見ると、ここ最近{/n}使った様子がありませんわね…。,{Par}暖炉呢。{/n}但仔细看最近{/n}都没使用过的样子…。
{Par}暖炉のたきぎだ。{/n}{/n},{Par}暖炉的柴火。{/n}{/n}
{Par}暖炉で燃やすためのまきね。{/n}あんまり たくさんはないわね。{/n},{Par}暖炉用的柴薪。{/n}存量不多呢。{/n}
{Par}たきぎがありますわ。{/n}かなり古いもののようですわね。{/n},{Par}有柴火呢。{/n}似乎很陈旧了。{/n}
{Par}大きなツボがあるよ。{/n}{/n},{Par}巨大的坛子。{/n}{/n}
{Par}恐ろしく古いかめね。{/n}…何が入ってるのかしら？{/n},{Par}古老得吓人的坛子。{/n}…里面装着什么？{/n}
{Par}かめですわ。{/n}かなり古いもののようです。{/n}ぴったりフタがしてありますわね。,{Par}是坛子呢。{/n}相当古老的样子。{/n}盖子盖得严严实实。
{Par}ホコリのつもった小箱だ。{/n}{/n},{Par}积满灰尘的小盒。{/n}{/n}
{Par}恐ろしく古いハコだわ。{/n}…何が入ってるのかしら？{/n},{Par}极其古老的盒子。{/n}…里面有什么呢？{/n}
{Par}年代物の木製の箱ですわ。{/n}何か大事なものが{/n}入っているのでしょうか？,{Par}年代久远的木盒。{/n}难道装着什么{/n}重要的东西吗？
{Par}たき火が ほそぼそと燃えている。{/n}{/n},{Par}篝火在微弱地燃烧着。{/n}{/n}
{Par}こんなところに{/n}火が おこしてあるわ。{/n},{Par}这种地方{/n}居然生着火。{/n}
{Par}この火は ずっと{/n}絶やされた様子がありません。{/n}何かの儀式なのでしょうか？,{Par}这火似乎{/n}从未熄灭过。{/n}是某种仪式吗？
{Par}ものすごいヨロイだ。{/n}{/n},{Par}超威武的铠甲。{/n}{/n}
{Par}立派な防具がおいてあるわ。{/n}これまた ピカピカ！{/n},{Par}气派的防具摆在这里。{/n}还闪闪发亮！{/n}
{Par}重厚な防具があります。{/n}これも 手入れが行き届いていて、{/n}すぐにも使えそうですわ。,{Par}厚重的防具。{/n}保养得很好、{/n}随时可以使用呢。
{Par}以前 何か重いものが{/n}おいてあったような跡があるよ。{/n},{Par}以前好像放过重物、{/n}留下了痕迹。{/n}
{Par}ここだけ 地面が{/n}丸くくぼんでいるわ。{/n}何か おいてあったのかしら？{/n},{Par}这里的地面{/n}有圆形的凹陷呢。{/n}之前摆放过什么吗？
{Par}ここだけ地面が新しいですわね。{/n}長らく ここにおいてあったものを{/n}最近 運び出したと思われますわ。,{Par}这里的地面很新呢。{/n}应该是最近才把{/n}长期摆放的东西搬走了。
{Par}ここにあったヨロイが{/n}なくなっている！{/n},{Par}原本在这里的铠甲{/n}不见了！{/n}
{Par}ピカピカの防具が{/n}どこかにいっちゃってるわ。{/n}どうしたのかしら？,{Par}闪亮的防具{/n}不翼而飞。{/n}怎么回事？
{Par}防具がなくなっていますわ。{/n}大事にお手入れしていたものを、{/n}ついに使うときが…？,{Par}防具消失了。{/n}精心保养的东西{/n}终于派上用场了…？
{Par}剣だ。{/n}ものすごい力強さを感じる…！{/n},{Par}宝剑。{/n}能感受到惊人力量…！{/n}
{Par}立派な剣がおいてあるわ。{/n}しかも ピカピカ！{/n},{Par}精美的剑摆在这里。{/n}还闪闪发亮！{/n}
{Par}大きく、重そうな剣ですわ。{/n}他はホコリだらけですのに、{/n}この剣は手入れされていますわね。,{Par}巨大沉重的剑。{/n}其他东西都满是灰尘、{/n}唯独这把剑保养得很好呢。
{Par}目の前には 何もないよ。{/n},{Par}眼前空无一物。{/n}
{Par}べつに 何もないわよ？{/n}{/n},{Par}什么都没有哦？{/n}{/n}
{Par}ここには 何もありませんわよ。{/n}{/n},{Par}此处空无一物。{/n}{/n}
{Par}ここにあった剣が{/n}なくなっている！{/n},{Par}原本在此的剑{/n}消失了！{/n}
{Par}ここにあったはずの剣が{/n}なくなっちゃってるわ。{/n}だれが、いつ持ってったんだろう？,{Par}本应在这里的剑{/n}不翼而飞。{/n}是谁什么时候拿走的？
{Par}剣がなくなってしまっていますわ。確かにここにおいてあった{/n}はずなのにのに…？,{Par}剑消失了。{/n}明明该在这里的{/n}怎么会…？
{Par}ランプがある。{/n}{/n},{Par}油灯。{/n}{/n}
{Par}ランプだわ。{/n}灯は入ってないわよ。{/n},{Par}油灯。{/n}没有点亮呢。{/n}
{Par}ランプですわ。{/n}油に火をつける{/n}タイプのものですわね。,{Par}油灯。{/n}需要点火油的{/n}类型呢。
{Par}洗面台だ。{/n}外から入ってきたら{/n}うがいをしよう！,{Par}洗手台。{/n}从外面回来后{/n}记得漱口哦！
{Par}うん！ いい感じ。{/n}{/n},{Par}嗯！ 感觉不错。{/n}{/n}
{Par}洗面台がありますわ。{/n}さすがに きれいに{/n}お掃除されていますわね。,{Par}有洗手台。{/n}打扫得{/n}很干净呢。
{Par}お風呂だ！{/n}{/n},{Par}浴室！{/n}{/n}
{Par}わぁ、おしゃれなお風呂！{/n}{/n},{Par}哇、好时尚的浴室！{/n}{/n}
{Par}湯船に お湯が張ってありますわ。{/n}{/n},{Par}浴缸里放好了热水。{/n}{/n}
{Par}宿屋さんの受付だね。{/n}{/n},{Par}旅店柜台。{/n}{/n}
{Par}フロントだわ。{/n}…と言いたくなるくらい{/n}立派よね。,{Par}气派得{/n}说是酒店前台{/n}都不为过呢。
{Par}石造りのカウンターが{/n}高級感をかもしだしていますわ。{/n},{Par}石砌柜台{/n}充满高级感。{/n}
{Par}宿屋さんの裏口かな？{/n}入るのはやめておこう。{/n},{Par}旅店后门？{/n}别进去了吧。{/n}
{Par}ここから先は{/n}プライベートね。{/n}入っちゃいけないわ。,{Par}前面是私人区域。{/n}不能进去哦。{/n}
{Par}お客のマナーとして、{/n}この先に行っては{/n}いけませんわね。,{Par}作为客人的礼仪、{/n}不能继续往前了。{/n}
{Par}何これ？{/n}大きい おわんに{/n}水が なみなみと入っているよ。,{Par}这是什么？{/n}大碗里{/n}盛满清水。
{Par}まわり中 噴水だらけだし、{/n}これも もしかしたら{/n}噴水なのかも？,{Par}周围都是喷泉、{/n}这个说不定{/n}也是某种喷泉？
{Par}そんなに 水が豊かな土地にも{/n}見えませんが…。この水は{/n}どうしていらっしゃるのでしょう？,{Par}这里看起来不像{/n}水源丰沛的地方…。{/n}这水从何而来呢？
{Par}きれいな台所だなー！{/n}{/n},{Par}好漂亮的厨房！{/n}{/n}
{Par}信じられないくらい 美しい{/n}キッチンね。こんなところで{/n}ケーキが作ってみたいなぁ。,{Par}真是美得不可思议的{/n}厨房呢。好想{/n}在这里做蛋糕啊。
{Par}清潔なシステムキッチンですわ。{/n}お手入れが行き届いていますわね。,{Par}洁净的大厨房。{/n}保养得很周到呢。{/n}
{Par}うわー、タンスや たなが{/n}壁にうまってるよ。{/n},{Par}哇——衣柜和橱柜{/n}嵌在墙里。{/n}
{Par}壁うめこみ式の家具ね。{/n}おしゃれで かっこいいわ。{/n},{Par}是嵌入式家具呢。{/n}时尚又帅气。{/n}
{Par}家具は 壁に組み込んだ形に{/n}なっています。部屋が広く{/n}使えて、機能的ですわね。,{Par}家具与墙壁融为一体。{/n}既节省空间{/n}又很实用呢。
{Par}暖炉に赤々と火がともっている。{/n}あたたかいね。{/n},{Par}暖炉燃着熊熊火焰。{/n}好温暖。{/n}
{Par}暖炉だわ。{/n}こう寒いと やっぱり{/n}暖房が恋しいわよね。,{Par}暖炉啊。{/n}这么寒冷果然{/n}需要取暖啊。
{Par}暖炉の炎が ゆるやかに{/n}ぬくもりを 部屋に{/n}もたらしていますわ。,{Par}暖炉的火焰{/n}温柔地为房间{/n}带来暖意呢。
{Par}テーブルの上には{/n}ポットとティーカップだ。{/n},{Par}桌上有茶壶与茶杯。{/n}{/n}
{Par}おしゃれなティーセットだわ。{/n}優雅ねぇ。{/n},{Par}很典雅的茶具呢。{/n}真优雅。{/n}
{Par}お茶のお時間なのでしょうか。{/n}豊かな よい香りがしますわね。{/n},{Par}是下午茶时间吗。{/n}传来馥郁茶香呢。{/n}
{Par}な、なんで こんなところに{/n}盆栽が…？？{/n},{Par}为、为什么这种地方{/n}会有盆栽…？？{/n}
{Par}およそ信じられないことだけど、{/n}目の前には 確かに{/n}盆栽があるわ…。,{Par}虽然难以置信、{/n}但眼前确实{/n}有盆栽…。
{Par}セフィーロの文化というものは{/n}わたくしたちと そんなに{/n}変わらないのでしょうか？,{Par}锡菲罗的文化{/n}和我们差异不大吗？{/n}
この盆栽らしきものを見ると、{/n}そんなことを{/n}考えてしまいますわね…。,看到这类似盆栽的东西、{/n}不禁会这么想呢…。{/n}
{Par}ひとの机の引き出しは{/n}勝手に開けちゃいけない。{/n},{Par}不能随便打开{/n}别人的抽屉。{/n}
{Par}机の上にはランプが乗ってるわ。{/n}ロマンチックね。{/n},{Par}桌上摆着油灯。{/n}好浪漫。{/n}
{Par}これも採光のいい机ですわね。{/n}ランプがおいてあるのは、天気が{/n}よろしくないからでしょうか？,{Par}采光良好的书桌。{/n}放油灯是因为{/n}天气不太好吗？
{Par}読み差しの本があるよ。{/n}{/n},{Par}有读到一半的书。{/n}{/n}
{Par}机の上は本が開きっぱなしだわ。{/n}おぎょうぎが悪いわねぇ！{/n},{Par}桌上书本摊开着。{/n}真没规矩！{/n}
{Par}左から 光が入るようにしてあると{/n}いうことは、この机の持ち主は{/n}右利きに違いありませんわ。,{Par}左侧采光的设计{/n}说明主人肯定是{/n}右撇子呢。
{Par}ステンドグラスだ。{/n}きれいだなー！{/n},{Par}彩色玻璃。{/n}好漂亮！{/n}
{Par}うわぁ、{/n}きれいなステンドグラス！{/n},{Par}哇啊、{/n}美丽的彩色玻璃！{/n}
{Par}とても美しい{/n}ステンドグラスですわね。{/n}心が洗われますわ。,{Par}非常漂亮的{/n}彩色玻璃呢。{/n}心灵都被净化了。
{Par}「この先 七色おじさんの店」{/n}  …と書いてある。{/n},{Par}「前方 七彩大叔的店」{/n}  …写着这样的字。{/n}
{Par}「この先 七色おじさんの店」{/n}  …らしいわよ。{/n},{Par}「前方 七彩大叔的店」{/n}  …的样子哦。{/n}
{Par}「この先 七色おじさんの店」{/n}  …だそうですわ。{/n},{Par}「前方 七彩大叔的店」{/n}  …这么写着呢。{/n}
{Par}「アイアイの村への地下通路」{/n}  …と書かれた立て看がある。{/n},{Par}「通往艾艾村的地下通道」{/n}  …立着这样的告示牌。{/n}
{Par}「アイアイの村への地下通路」{/n}  …と書かれているわ。{/n},{Par}「通往艾艾村的地下通道」{/n}  …这样写着呢。{/n}
{Par}「アイアイの村への地下通路」…{/n}という看板が立てられていますわ。,{Par}「通往艾艾村的地下通道」…{/n}的告示牌立在这。{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！,{Par}获得了彩虹护身符（青）！{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！,{Par}获得了彩虹护身符（青）！{/n}
{Par}虹のアミュレット（青）を{/n}手に入れた！,{Par}获得了彩虹护身符（青）！{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}什么都没有了。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经空无一物了。{/n}{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了。{/n}
{Par}暖炉に赤々と火がともっている。{/n}あたたかいね。{/n},{Par}暖炉燃着熊熊火焰。{/n}好温暖。{/n}
{Par}暖炉だわ。{/n}こう寒いと やっぱり{/n}暖房が恋しいわよね。,{Par}是暖炉呢。{/n}这么寒冷{/n}果然需要取暖啊。
{Par}暖炉の炎が ゆるやかに{/n}ぬくもりを 部屋に{/n}もたらしていますわ。,{Par}暖炉的火焰温柔地{/n}为房间带来暖意呢。{/n}
{Par}虹のアミュレット（赤）を{/n}手に入れた！,{Par}获得了彩虹护身符（赤）！{/n}
