{Par}マジックナイト,{Par}魔法骑士
{Par}タンスの上の玉も{/n}変わったところはないなぁ。{/n},{Par}衣柜上的珠子{/n}也没什么特别之处啊。{/n}
{Par}タンスの上の玉も 調べたいけど、{/n}それにはタンスが高すぎて{/n}手が届かないわ。,{Par}虽然想检查衣柜上的珠子、{/n}但是衣柜太高够不到。{/n}
ちなみに わたしの脚が短すぎる{/n}…というわけじゃないのよ？{/n},顺便说一下{/n}绝对不是因为我的腿太短！{/n}
{Par}三色の宝玉の発する光に反応して{/n}通風口から まだらの蛇が{/n}たらーりと…,{Par}三色宝珠发光时{/n}通风口会掉下来{/n}斑纹蛇什么的…
…なんてこと ありませんわよね♨{/n}{/n},…才不会有这种事的啦♨{/n}{/n}
{Par}タンスの上に{/n}三つの玉がおいてある。{/n},{Par}衣柜上放着{/n}三个珠子。{/n}
{Par}カラフルな玉が{/n}タンスの上にのっているわ。{/n},{Par}彩色珠子{/n}放在衣柜顶上。{/n}
{Par}タンスの上に 三つ、色違いの{/n}宝玉がおいてありますわ。{/n},{Par}衣柜上摆放着{/n}三个不同颜色的宝珠。{/n}
{Par}テーブルの上には、{/n}トランプみたいなものが{/n}おいてあるよ。,{Par}桌子上放着{/n}类似扑克牌的东西。{/n}
{Par}カードが三枚、おいてある…{/n}というか、{/n}出しっぱなしというか…♨,{Par}摆放着三张卡片…{/n}或者说{/n}就这么随便放着…♨
{Par}何らかのカードがありますわ。{/n}タロット…とも違うようですわね。何か 意味があるんでしょうか？,{Par}某种卡片。{/n}不像是塔罗牌…{/n}有什么含义吗？
{Par}トランプみたいなカードがある。{/n}でも、別にあやしいところはない。,{Par}类似扑克牌的卡片。{/n}不过没什么可疑的地方。
{Par}カードが三枚、おいてある…{/n}何か 秘密があるようにも{/n}見えないわね。,{Par}三张卡片摊开着…{/n}看起来不像{/n}有什么秘密。
{Par}このカード三枚の 微妙な配置が{/n}手がかりに…！,{Par}这三张卡片的微妙摆放{/n}可能会成为线索…！
なりそうも ありませんわね…♨{/n}{/n},好像也不是呢…♨{/n}{/n}
{Par}テーブルの上のカードは{/n}いったい 何なんだろ？{/n},{Par}桌上的卡片{/n}到底是什么呢？{/n}
{Par}このカード、いったい{/n}何のために ここにあるのかしら？{/n},{Par}这些卡片究竟{/n}为什么放在这里呢？{/n}
{Par}このカード、{/n}ただ 出しっぱなしなだけ{/n}なのでしょうか…？,{Par}这些卡片{/n}只是随便放着{/n}而已吗…？
{Par}小さいタンスの上に{/n}大きいランプがおいてある。{/n},{Par}小衣柜上{/n}放着大台灯。{/n}
{Par}ものすごく大きい照明ね。{/n}インテリアとしては{/n}なかなかのものだわ。,{Par}好大的照明灯。{/n}作为装饰品来说{/n}相当不错呢。
{Par}球形のランプが こうこうと{/n}光を放っていますわ。{/n},{Par}球形台灯正散发着{/n}明亮的光芒。{/n}
{Par}ランプもタンスも{/n}変わったところはなさそうだけど…,{Par}台灯和衣柜{/n}都没什么特别之处…
{Par}この インテリア性の強い照明も、{/n}あやしいところはないみたい。{/n},{Par}这个装饰性很强的照明灯{/n}也没什么可疑的地方。{/n}
{Par}実は カギが盗まれたというのは{/n}いつわりで、この照明の台座の下にひそかに かくされて…,{Par}其实钥匙被盗是谎言、{/n}实际藏在这个灯座下面…
…いるわけありませんわね♨{/n}{/n},当然不可能啦♨{/n}{/n}
{Par}大きいランプだ。{/n}{/n},{Par}大台灯。{/n}{/n}
{Par}ランプだわ。{/n}タンスに比べると、不釣り合いに{/n}大きい感じがするわね。,{Par}大台灯。{/n}和衣柜比起来{/n}显得很不协调呢。
{Par}球形のランプが こうこうと{/n}光を放っていますわ。{/n},{Par}球形台灯正散发着{/n}明亮的光芒。{/n}
{Par}大きなソファーだ。{/n}すわったら気持ちよさそうだね。{/n},{Par}大沙发。{/n}坐上去应该很舒服。{/n}
{Par}大きいソファーねぇ！{/n}寝っころがりたくなっちゃうわね！,{Par}好大的沙发！{/n}好想躺上去！
{Par}ゆったりしたソファーですわ。{/n}すわり心地がよさそうですわね。{/n},{Par}宽敞的沙发。{/n}感觉坐上去会很舒服。{/n}
{Par}ただのソファーだ。{/n}ヘンなところはないよ。{/n},{Par}普通的沙发。{/n}没什么异常。{/n}
{Par}背もたれが倒れて{/n}ソファーベッドに…{/n},{Par}靠背放倒{/n}就变成沙发床…{/n}
…ならないみたいね♨{/n}{/n},…看来不行呢♨{/n}{/n}
{Par}このソファーを ぐいっと{/n}横にずらすと、その下には{/n}秘密の部屋に通ずる階段が…,{Par}要是用力推开这个沙发{/n}下面就会出现通往密室的楼梯…{/n}
うーん、うーん。,嗯、嗯。
びくとも動きませんわね…♨{/n}{/n},纹丝不动呢…♨{/n}{/n}
{Par}すわり心地のよさそうな{/n}ソファーだ。{/n},{Par}坐上去很舒服的{/n}沙发。{/n}
{Par}思わず飛び込んで{/n}横になりたくなっちゃうような{/n}ソファーね。,{Par}让人忍不住想扑上去{/n}在沙发上躺着呢。{/n}
{Par}ゆったり ふかふかの{/n}ソファーですわ。{/n},{Par}柔软又宽敞的{/n}沙发。{/n}
{Par}本が 広げっぱなしだ。{/n}{/n},{Par}摊开着的书。{/n}{/n}
{Par}ソファーの上に{/n}本が開いたままになってるわ。{/n}だらしないわね。,{Par}沙发上摊开一本书。{/n}真邋遢啊。{/n}
{Par}何かの本が開いています。{/n}たった今まで 読んでいらした{/n}ものなのでしょうか？,{Par}有本书摊开着。{/n}是刚刚看完{/n}还没收拾吗？
{Par}本が開いている。{/n}読めない字で書かれているけど、{/n}それ以外はヘンなところはないよ。,{Par}摊开的书。{/n}虽然文字看不懂、{/n}但没什么特别之处。
{Par}これ見よがしに 本が{/n}開いているけど、別に{/n}変わったところはなさそうね。,{Par}刻意摊开的书{/n}也没什么特别之处。{/n}
{Par}この本は実は中がくり抜かれていてカギを そこにかくした真犯人が{/n}後で取りにくるのでは…,{Par}其实这本书中间被挖空了{/n}里面藏着钥匙、{/n}真凶准备之后来取…
…ということもありませんわね♨{/n}本を めくってみても{/n}何もありませんわ。,…当然不会有这种事呢♨{/n}翻动书本{/n}也没发现什么。
{Par}広げっぱなしの本だ。{/n}{/n},{Par}摊开的书。{/n}{/n}
{Par}ソファーの上には{/n}本が開いたままだわ。{/n},{Par}沙发上{/n}摊开着书。{/n}
{Par}本が開いていますわ。{/n}この本、いつまで{/n}このままなのでしょうか？,{Par}书本摊开着。{/n}这本书要这样子{/n}放多久啊？
{Par}食器だなを 横から見たところだ。{/n}{/n},{Par}餐具柜的侧面。{/n}{/n}
{Par}食器だなの横には{/n}フォークの引っかき傷も{/n}背比べの跡もないわ。,{Par}餐具柜侧面既没有{/n}叉子的划痕{/n}也没有身高标记。
{Par}食器だなですわ。{/n}横から見ていますから、{/n}これは側板ですわね。,{Par}是餐具柜。{/n}这里看到的是侧面、{/n}这是侧板呢。
{Par}食器だなを 横から見ても、{/n}あやしいところはないよ…。{/n},{Par}餐具柜的侧面{/n}也没有可疑之处…{/n}
{Par}じっと 目をこらしてみても{/n}やっぱり ただの食器だなだわ。{/n},{Par}瞪大眼睛看{/n}也只是普通的餐具柜。{/n}
{Par}真犯人の犯行宣言が{/n}側板にナイフで止められて…{/n},{Par}真凶的犯罪声明{/n}用小刀钉在侧板上…{/n}
…は いませんわね♨{/n}{/n},…才没有呢♨{/n}{/n}
{Par}食器だなを 横から見たところだ。{/n}{/n},{Par}餐具柜的侧面。{/n}{/n}
{Par}フォークの引っかき傷も{/n}背比べの跡もない 食器だなだわ。{/n},{Par}既没有叉子的划痕{/n}也没有身高标记的餐具柜。{/n}
{Par}別に 何も記されていない{/n}食器だなの側面ですわ。{/n},{Par}普通餐具柜的侧面。{/n}什么都没写。{/n}
{Par}大きな食器だなだ。{/n}{/n},{Par}大型餐具柜。{/n}{/n}
{Par}かなり背の高い食器だなだわ。{/n}高いところにあるカップとかを{/n}取るのが こわいくらいだわね。,{Par}很高的餐具柜。{/n}要拿高处杯子的话{/n}都会提心吊胆呢。
{Par}食器だなですわ。{/n}かなり古いもののようですが、{/n}清潔にしていらっしゃるようです。,{Par}餐具柜。{/n}虽然很旧了、{/n}但保持得很干净。
{Par}大きい食器だなだ。{/n}うーん…別に あやしいところは{/n}ないけどなぁ…。,{Par}大型餐具柜。{/n}嗯…没发现{/n}可疑的地方…。
{Par}背の高い食器だなだわ。{/n}変わったところはないように{/n}見えるわね…。,{Par}很高的餐具柜。{/n}看起来没什么{/n}特别之处…。
{Par}火事ですわ！,{Par}着火啦！
…と叫ぶと、{/n}たなの裏の かくし部屋から{/n}真犯人さんが飛び出して…,…这么一喊的话、{/n}柜子后面的密室里{/n}就会冲出来真凶…
…きませんわね、やっぱり♨{/n}{/n},…当然不会啦♨{/n}{/n}
{Par}大きな食器だなだ。{/n}{/n},{Par}大型餐具柜。{/n}{/n}
{Par}かなり背の高い食器だなだわ。{/n}{/n},{Par}很高的餐具柜。{/n}{/n}
{Par}食器だなですわ。{/n}かなり古いもののようですが、{/n}美しい食器が並んでいます。,{Par}餐具柜。{/n}虽然很旧了、{/n}但摆放着漂亮的餐具。
{Par}花びんがおいてあるよ。{/n}この花、{/n}ちょっと元気がないみたい。,{Par}花瓶。{/n}这花好像{/n}有点没精神。
{Par}お花が花びんにさしてあるわ。{/n}少し しおれているのかしら？。{/n},{Par}花瓶里插着花。{/n}稍微有点枯萎了吗？{/n}
{Par}お花がかざってありますわ。{/n}{/n},{Par}装饰着鲜花。{/n}{/n}
{Par}花も、少し元気がない他は{/n}おかしいところはないなぁ。{/n},{Par}除了花有点没精神{/n}其他没什么异常。{/n}
{Par}特に変わったところはないわ。{/n}ふつうの花だけど？{/n},{Par}没什么特别的。{/n}普通的花而已？{/n}
{Par}この花びんの位置を変えると、{/n}それに反応して{/n}この部屋そのものが裏返しに…,{Par}移动这个花瓶的话、{/n}整个房间就会翻转过来…{/n}
…なるわけありませんわね♨{/n}{/n},…怎么可能呢♨{/n}{/n}
{Par}ちょっと元気のなさそうな花だ。{/n}{/n},{Par}有点没精神的花。{/n}{/n}
{Par}お花だわ。{/n}も少し 元気を出してほしいわね。{/n},{Par}是花。{/n}希望能更有精神一点。{/n}
{Par}お花がかざってありますわ。{/n}{/n},{Par}装饰着鲜花。{/n}{/n}
{Par}カウンターになってるよ。{/n}{/n},{Par}柜台。{/n}{/n}
{Par}バーみたいになってるわね。{/n}ここで お酒を飲むのかしら？{/n},{Par}像酒吧的吧台一样。{/n}会在这里喝酒吗？{/n}
{Par}お酒やグラスがのっていますわ。{/n}このカウンターは、ごく最近も{/n}使った様子がありますわね。,{Par}摆放着酒杯和酒瓶。{/n}这个柜台最近{/n}好像有使用过呢。
{Par}グラスや お酒のビンらしいものが{/n}並んでいるけど、真犯人の手がかりらしきものは見あたらないなぁ。,{Par}虽然摆着酒杯和酒瓶{/n}但是没发现犯人的线索。
{Par}マスター、いつもの。{/n}{/n},{Par}老板、老样子。{/n}{/n}
…と言ってみたところで{/n}どうにもならないわね♨{/n},…就算这么说{/n}也无济于事呢♨{/n}
{Par}このカウンターは 実は{/n}ぱかっと開くようになっていて、{/n}今も中に 真犯人がかくれて…,{Par}这个柜台其实可以打开{/n}犯人现在还藏在里面…{/n}
…いたとしても、かくれた後で{/n}カウンターの上に グラスやビンを{/n}おくことはできませんわね♨,要是真的藏在里面{/n}也就不可能{/n}在外面摆酒杯和酒瓶啦♨
{Par}カウンターだ。{/n}男の人って、こういうところで{/n}お酒を飲むのが好きなのかな？,{Par}柜台。{/n}男人们都喜欢{/n}在这种地方喝酒吗？
{Par}カウンターには{/n}いろいろと物がのっているわ。{/n},{Par}柜台上{/n}摆着各种物品。{/n}
{Par}カウンターですわ。{/n}きれいに みがいてありますわね。{/n},{Par}柜台。{/n}擦得很干净呢。{/n}
{Par}何が描いてあるのか{/n}よく わからない絵だ。{/n},{Par}看不懂画的是什么。{/n}{/n}
{Par}抽象画がかかってるわね。{/n}{/n},{Par}抽象画。{/n}{/n}
{Par}抽象画ですわね。{/n}モノトーンで描かれていますわ。{/n},{Par}抽象画。{/n}是用单色调绘制的。{/n}
{Par}絵が落ちてる。{/n}ここにカギが…？{/n},{Par}画掉下来了。{/n}钥匙在这里…？{/n}
{Par}抽象画が下ろされているわ…。{/n}ここからカギが…？{/n},{Par}抽象画被取下来了…{/n}钥匙在…？{/n}
{Par}抽象画のがくぶちが…。{/n}カギは 抽象画のがくぶちの{/n}裏にあったんですのね…。,{Par}抽象画的画框…{/n}钥匙就藏在{/n}画框的背面…
{Par}ものすごく大きい暖炉だ。{/n}火が入ったら{/n}とても 暖かいだろうな。,{Par}巨大的壁炉。{/n}要是生了火{/n}一定很暖和。
{Par}大きい暖炉ねぇ！{/n}使う燃料も{/n}並大抵の量じゃないでしょうね。,{Par}好大的壁炉！{/n}燃料消耗量{/n}也不一般吧。
{Par}とても大きい暖炉ですわね。{/n}この広い部屋も、{/n}十分 暖まりそうですわ。,{Par}非常大的壁炉。{/n}这么大的房间{/n}也能温暖起来呢。
{Par}暖炉も、別に 変わったところは{/n}ないみたいだけど？{/n},{Par}壁炉也没什么{/n}特别之处吗？{/n}
{Par}大きい暖炉だわ。{/n}…あやしいところはないように{/n}見えるけどなぁ。,{Par}大壁炉。{/n}…看不出有什么异常。{/n}
{Par}暖炉ですわ。{/n}とくに 変わったところは…{/n},{Par}壁炉。{/n}特别之处在于…{/n}
あっ！{/n},啊！{/n}
{Par}とても大きい暖炉だ。{/n}{/n},{Par}巨大的壁炉。{/n}{/n}
{Par}大きくて おしゃれな暖炉だわ。{/n}{/n},{Par}又大又时髦的壁炉。{/n}{/n}
…でも、もう二度と{/n}煙突をのぼりたくはないわ。{/n},…不过再也不想{/n}爬烟囱了。{/n}
{Par}暖炉ですわ。{/n}足跡は もう 消えていますわね。{/n},{Par}壁炉。{/n}脚印已经消失了。{/n}
{Par}タンスを 横から見たところだ。{/n}{/n},{Par}衣柜的侧面。{/n}{/n}
{Par}タンスのサイドビューだわ。{/n}奥行きがあるのが{/n}よく わかるわね。,{Par}衣柜的侧面。{/n}能清楚看到{/n}它的深度。
{Par}タンスですわ。{/n}横から見ていますから、{/n}これは側板ですわね。,{Par}是衣柜。{/n}这里看到的是侧面、{/n}这是侧板呢。
{Par}タンスを 横から見ても、{/n}あやしいところはないよ…。{/n},{Par}衣柜的侧面{/n}也没可疑之处…{/n}
{Par}じっと 目をこらしてみても{/n}やっぱり ただのタンスだわ。{/n},{Par}瞪大眼睛看{/n}也只是普通衣柜。{/n}
{Par}この奥深いタンスは、実は 裏表{/n}反転できる 二重構造になっていて{/n}いざというときには ぐるーりと…,{Par}这个衣柜其实是{/n}正反翻转的双层结构、{/n}在关键时刻会旋转…
そんなわけ ありませんわね…♨{/n}{/n},当然不可能啦…♨{/n}{/n}
{Par}タンスを 横から見たところだ。{/n}{/n},{Par}衣柜的侧面。{/n}{/n}
{Par}奥行きの深ーいタンスだわ。{/n}{/n},{Par}非常深的衣柜。{/n}{/n}
{Par}何のへんてつもない{/n}タンスの側面ですわ。{/n},{Par}普通衣柜{/n}的侧面。{/n}
