このあと何をすべきかは{/n}おのずと知れていると思うが…{/n},接下来该做什么{/n}想必不言自明了吧…{/n}
{Par}確かに ローゼンの村はずれに住む{/n}ラファーガとかいう男、{/n}ふくみがあるようじゃな。,{Par}确实、在罗森村郊外居住的{/n}拉法格其人{/n}似乎有隐情。
あたってみてはどうかな？{/n}{/n},不妨前去接触看看？{/n}{/n}
{Par}もし なんじらが 新たな力を{/n}手に入れたならば…{/n},{Par}若尔等获得新的力量…{/n}{/n}
それを用い、{/n}あらゆる可能性を試すがいい。{/n},当善加运用{/n}尝试各种可能性。
{Par}炎に包まれた家の奥に{/n}策略のにおいがするのう。{/n},{Par}被火焰包围的房屋深处{/n}飘散着阴谋的气息。{/n}
心してかかるがよい。{/n}{/n},务必小心行事。{/n}{/n}
{Par}道を開くには{/n}新しい力が 必要なようじゃの。{/n},{Par}欲开辟道路{/n}需借助新的力量。{/n}
頼りになりそうな者は{/n}おらなんだか？{/n},值得信赖之人{/n}难道没有吗？{/n}
よく 心を落ちつけて{/n}判断するのじゃな。{/n},当静心凝神{/n}仔细思量。{/n}
{Par}今は迷うときではなかろう。{/n}{/n},{Par}此刻并非迷茫之时。{/n}{/n}
行くべきところはひとつ。{/n}その力、存分にふるうがよい。{/n},该去之处唯有一地。{/n}尽情施展那股力量吧。{/n}
{Par}大樹によからぬ者の動きが見ゆる。{/n},{Par}大树下有不轨之徒蠢动。{/n}
これを止めることさえ{/n}できればのぅ…。{/n},若能阻止此辈的话…{/n}{/n}
{Par}一事を成し得たならば{/n}新たな道を探るがよい。{/n},{Par}一事功毕{/n}当探索新的道路。{/n}
{Par}滝にかかりし橋の無き今、{/n}向こうの岸にいたるには{/n}どうするか。,{Par}如今瀑布飞泻 悬桥不存、{/n}欲达彼岸、何以为径？{/n}
可能性のあるところは{/n}探ってみることじゃな。{/n},凡有线索之处、{/n}皆需探查一番才是。{/n}
{Par}悲しみと怒りに{/n}心をとらわれた者あり。{/n},{Par}有被悲伤与愤怒{/n}囚禁心灵之人。{/n}
わかりあうことは{/n}できないものかのぅ。{/n},难道无法相互理解吗？{/n}{/n}
{Par}一つの終わりは{/n}次なるものの始まり。{/n}それが世の常よ。,{Par}一物之终结{/n}即是一物之开端。{/n}此乃世间常理。
なんじらの旅も例外ではない。{/n}{/n},尔等旅程亦不例外。{/n}{/n}
たとえ、つらく悲しい{/n}道行きであってもな。{/n},纵使前路充满{/n}辛酸与悲痛。{/n}
{Par}旅を続けて行けば{/n}出会い、そして別れを{/n}経験していくことじゃろ。,{Par}持续的旅途之中、{/n}必将经历邂逅与别离。{/n}
人と人とのふれあいは{/n}あだやおろそかに{/n}すべきではないぞ。,人与人之间的羁绊{/n}切不可{/n}等闲视之。
わかっておろうがの。{/n}{/n},想必尔等明白吧。{/n}{/n}
{Par}無鉄砲な子供がおったようじゃの。{/n},{Par}似乎有个鲁莽的孩子呢。{/n}
しかし、それも親を思う{/n}純粋な心を持つがゆえ。{/n}何とか助けてやりたいものよ。,但那也是出于{/n}牵挂父母的纯粹之心。{/n}望能设法相助。
しかし、ネロは いったい{/n}どこへいったのかのぅ。{/n},不过涅罗究竟{/n}去了何处呢？{/n}
{Par}巨大なものの姿が見える。{/n}{/n},{Par}窥见巨大身影。{/n}{/n}
何事か うったえようと{/n}しているようじゃが…{/n}はて？,似欲传达某些讯息…{/n}怪哉？{/n}
{Par}押してもダメなら{/n}引いてみてはいかがかな？{/n},{Par}若推之不动{/n}何不反其道而行之？{/n}
{Par}かけられた疑いは{/n}はらすことじゃ。{/n},{Par}蒙受嫌疑{/n}当以行动洗刷。{/n}
そのためには 何を成すべきか、{/n}考えてみることじゃな。{/n},何以自证、{/n}宜静心思之。{/n}
{Par}心当たりがあるのなら{/n}それに当たってみるのがよかろう。{/n},{Par}若有线索{/n}不妨循迹而去。{/n}
{Par}道は 決して{/n}閉ざされることはない。{/n},{Par}道路绝不会{/n}永远封闭。{/n}
行くべき道 見えざりし時、{/n}初心にかえることが大切じゃ。{/n},当迷失前进方向时{/n}回归初心最为重要。{/n}
{Par}道は開かれた。{/n}あとは それを突き進むのみ。{/n},{Par}道路已然开启。{/n}只需勇往直前。{/n}
迷いを見せているときではないぞ。{/n},此刻不容犹豫。{/n}
{Par}まがまがしきものの姿が見える。{/n}{/n},{Par}窥见不祥之物的身影。{/n}{/n}
これを倒せば 光が見えて来よう。{/n}{/n},若能将其讨伐{/n}光明自会显现。{/n}
{Par}高みから地に降り、{/n}なんじらの求むる者を{/n}求むるがよい。,{Par}当自高处降临地面{/n}追寻尔等欲寻之人。{/n}
たずねびとが見つかるのも{/n}遠い話ではなかろう。{/n},寻得目标之时{/n}应不遥远。{/n}
{Par}大切な者のため 必要なりしものを{/n}急ぎ 手に入れることだ。{/n},{Par}当速速取得{/n}重视之人所需之物。{/n}
{Par}行くべき道は ひとつ。{/n}迷いを見せている場合では無いぞ。{/n},{Par}应行之路唯有一条。{/n}此刻不容踌躇。{/n}
大切な者が なんじらを{/n}待っているのだからな。{/n},因有重视之人{/n}正等待着尔等。{/n}
{Par}なんじらの大切な者が{/n}黒い影をせおっている。{/n},{Par}尔等重视之人{/n}背负着黑色阴影。{/n}
その運命に逆らおうという{/n}努力が見られるが…{/n}果たして？,虽见其努力抗争命运{/n}但究竟能否…？{/n}
{Par}探しものは 意外や意外、{/n}思っていたほど遠くには{/n}ないものよのぅ。,{Par}所寻之物意外地{/n}并不如想象中遥远。{/n}
{Par}なんじらの行く手に{/n}立ちふさがるものは、{/n}運命に逆らえぬ悲しき者。,{Par}阻挡尔等前路者{/n}乃是无法违抗命运的悲哀之人。{/n}
見守るよりも術は無し…。{/n}{/n},唯有静观其变、{/n}别无他法…。{/n}
{Par}なんじらが 最初に{/n}この地に降り立った場所…{/n},{Par}尔等最初{/n}降临此地的场所…{/n}
それが 今、なんじらの{/n}還るべき場所じゃ。{/n},正是如今、{/n}应当回归之处。{/n}
{Par}見知らぬ土地に 足を{/n}ふみ入れたならば、何事につけ{/n}情報を集めることが 第一じゃ。,{Par}踏上陌生土地时、{/n}首要之事便是收集情报。{/n}
その土地の風土、人々の気質、{/n}起きた事件などを知れば、おのずとなすべきことも見えてこようぞ。,了解当地风土人情{、/n}与事件始末后、{/n}该做的事自会浮现。
{Par}村を襲いはじめた魔物どもには{/n}みな困っておるのう。退治すれば、それはそれは 喜ばれるであろう。,{Par}村民们正为开始袭击村庄的{/n}魔物所苦。若能退治、{/n}必会广受欢迎。
それにしても、ルキノは{/n}どこへいったのか？{/n}災いとならねばよいがな。,话说回来、{/n}卢基诺究竟去了哪里？{/n}但愿不要酿成灾祸。
{Par}ひときわ大きく、{/n}まがまがしい魔物が{/n}どうくつの奥で眠っている。,{Par}洞窟深处沉睡着{/n}体型庞大、{/n}凶恶异常的魔物。
これを退治すれば{/n}光が見えてこよう。{/n},若能将其退治{/n}光明自会显现。{/n}
{Par}再び見聞を広めるがいい。{/n}そうやって 人は{/n}大きくなってゆくもの。,{Par}继续拓宽见闻吧。{/n}人正是如此{/n}逐渐成长的。
なんじらも例外ではない。{/n}{/n},尔等亦不例外。{/n}{/n}
{Par}なんじらの旅に必要な者は{/n}タフロンでは見つかるまいぞ。{/n}他をさがしてみるがいい。,{Par}尔等旅途所需之人{/n}在塔夫隆恐难寻获。{/n}当另寻他处。
ま、そう遠くではあるまい。{/n}{/n},不过应该{/n}不会太远吧。{/n}
{Par}なんじらの旅の助けになる者は{/n}かつて 自らのいたところへ{/n}戻ろうとしている。,{Par}能助尔等旅途者{/n}正欲返回{/n}曾经的所在。
自分自身に打ち勝つためにの。{/n}{/n},为战胜自我而踏上归途。{/n}{/n}
もう一度 会ってみるがよかろ。{/n}{/n},不妨再去见一面吧。{/n}{/n}
{Par}そこに至る力を得たのならば、{/n}大海に飛び込むがよい。{/n},{Par}若已获得抵达彼处的力量、{/n}就纵身跃入大海吧。{/n}
まず大渦を無きものにするべく{/n}努力するのじゃ。さすれば、{/n}おのずと道が開けようぞ。,当首先设法{/n}消除巨大漩涡。{/n}如此道路自会显现。
{Par}まがまがしき変わり身に{/n}なんじらは とまどうであろう。{/n},{Par}面对不祥者的变身{/n}尔等必将困惑。{/n}
迷い 断ち切りがたいが{/n}なんじらが前に進むことを{/n}望むならば、決断が必要じゃ。,虽难断迷惘{/n}但若欲继续前行{/n}则需当机立断。
{Par}再び 見聞を広めるがいい。{/n}そうやって 人は{/n}大きくなってゆくもの。,{Par}继续拓宽见闻吧。{/n}人正是如此{/n}逐渐成长的。
なんじらも例外ではない。{/n}{/n},尔等亦不例外。{/n}{/n}
{Par}旅を続けてゆけば、{/n}それに疲れるときもあろう。{/n},{Par}旅途漫长{/n}难免疲惫之时。{/n}
たまには休息をとることも{/n}必要じゃて。{/n},偶尔休息放松{/n}亦属必要。{/n}
{Par}夜な夜な家を出て行く{/n}ローゼンの男たち…{/n}不可解な行動よの。,{Par}罗森男子们{/n}每夜悄然离家…{/n}行迹可疑。
良からぬたくらみの{/n}においがするのう。{/n},似有阴谋气息。{/n}{/n}
頼まれごとは{/n}引き受けるが吉じゃて。{/n},接受委托{/n}方为吉兆。{/n}
{Par}なじみの者と見知らぬ者の{/n}対する姿あらば、どうする？{/n},{Par}若遇熟识者与陌生者{/n}对立当如何？{/n}
答は、おのずと知れていようがの。{/n},答案应该不言自明吧。{/n}
{Par}なんじらの働きで{/n}ローゼンの男たちも{/n}正気に戻ったようじゃの。,{Par}托尔等的福、{/n}罗森的男人们{/n}似乎已恢复神智。
その者たちに話を聞けば、{/n}新たな情報が{/n}手に入るかもしれぬぞ。,若询问他们、{/n}或许能获得新线索。{/n}
{Par}ローゼンの村はずれに住む{/n}ラファーガという男の力が{/n}なんじらの助けになるじゃろう。,{Par}居住于罗森村郊的{/n}拉法格其人{/n}能助尔等一臂之力。
なんとか協力してもらうことじゃ。{/n}{/n},当设法求得其协助。{/n}{/n}
{Par}新たな力を手に入れたならば{/n}それを用い、{/n}地下深く続く道を行くことじゃ。,{Par}若获得新力量{/n}当善加运用、{/n}深入地下通道。
さすれば、{/n}新天地への道が開かれようぞ。{/n},如此方能开辟{/n}通往新天地之路。{/n}
{Par}炎に包まれる村…{/n}人々はみな困っておるの。{/n},{Par}被烈焰吞噬的村庄…{/n}村民们苦不堪言。{/n}
頼まれごとは{/n}引き受けるが吉じゃて。{/n},接受委托{/n}方为吉兆。{/n}
{Par}炎に包まれた家の奥に{/n}まがまがしき者の姿が見える。{/n},{Par}烈焰包裹的房屋深处{/n}现出不祥者的身影。{/n}
これを退治すれば{/n}新たな光が見えてこよう。{/n},若能将其退治{/n}新的光明自会显现。{/n}
{Par}病に伏せる者も、{/n}それを治そうと努力する者も、{/n}みな困っておるの。,{Par}卧病在床者、{/n}与努力医治者、{/n}皆困苦不堪。
なんじらの行いで{/n}人々の悩みを{/n}ぬぐいされればよいのう。,愿尔等之行{/n}能消除众人烦恼。{/n}
{Par}助けになると思われる者に{/n}素直に助けを乞うことじゃ。{/n},{Par}当坦诚向{/n}有望相助者求援。{/n}
悪いようにはならんじゃろうて。{/n}{/n},自然没有什么坏处。{/n}{/n}
{Par}悠久の長きに渡り、この世界に{/n}やすらぎをもたらしたる大樹、{/n}おびやかされんとす。,{Par}长久以来、{/n}为世界带来安宁的巨树、{/n}如今正面临威胁。
生命の木を助けることが、{/n}この世界の人々を助けることにも{/n}つながるであろう。,拯救生命之树、{/n}亦等同于{/n}拯救此世众生。
{Par}大樹に怪しいうごめきが見られる。{/n}どうやらすべての発端は{/n}こやつにあるらしいの。,{Par}巨树周围有可疑骚动。{/n}看来一切源头{/n}皆在于此。
しかし、さらにその後ろで{/n}糸を引いている者がおるようじゃ。{/n}心してかかるがよいぞ。,然而、幕后尚有{/n}操线的黑手存在。{/n}务必小心应对。
{Par}まずは滝にかかる橋を{/n}渡ることじゃ。{/n},{Par}首先要渡过{/n}瀑布断桥。{/n}
なんじら、大望のためには{/n}その先に至る必要有り。{/n},尔等欲成大事{/n}需前往彼方。{/n}
{Par}滝の裏にひそむ大穴は{/n}向こうの岸に通じているという話を聞いたことがある。,{Par}曾闻瀑布后方巨穴{/n}通往彼岸。{/n}
渡るべき橋 無き今、{/n}選ぶ道はそこしかあるまいの。{/n},如今桥梁既毁、{/n}唯此路可行。{/n}
{Par}今回はつらい戦いに{/n}なるようじゃ。{/n},{Par}此番恐将迎来{/n}苦战。{/n}
悲しみと怒りに{/n}心をとらわれた者あり。{/n},有被悲伤与愤怒{/n}囚禁心灵之人。{/n}
その心をとかすことが{/n}できればよいのじゃが…。{/n},若能化解其心结{/n}便再好不过…。{/n}
{Par}再び見聞を広めるがいい。{/n}そうやって 人は{/n}大きくなってゆくもの。,{Par}继续拓宽见闻吧。{/n}人正是如此{/n}逐渐成长的。
たとえ、つらく悲しい{/n}道行きであってもな。{/n},纵使前路充满{/n}辛酸与悲痛。{/n}
なんじらも例外ではない。{/n}{/n},尔等亦不例外。{/n}{/n}
{Par}旅を続けてゆけば、{/n}それに疲れるときもあろう。{/n},{Par}旅途漫长、{/n}难免有疲惫之时。{/n}
たまには休息をとることも{/n}必要じゃて。,偶尔休息放松{/n}亦属必要。{/n}
{Par}湖の精獣は湖に帰ったはず。{/n}親思いのネロは{/n}それを追いかけて行った。,{Par}湖中精兽本应归返湖中。{/n}牵挂双亲的涅罗{/n}追其而去。
湖の島に秘密があるようじゃが…。{/n}{/n},湖心岛似有隐秘…。{/n}{/n}
{Par}ネロを助けるには{/n}どうしたらよいのか？{/n},{Par}该如何拯救涅罗？{/n}{/n}
巨大な湖の精獣は、その存在自体が小さき者にとっては驚異であろう。,庞大湖中精兽的存在{/n}对弱小者即是威胁。
その意味を知るときが{/n}ネロが助かるときじゃ。{/n},当理解其真意时{/n}便是涅罗得救之际。{/n}
{Par}再び見聞を広めるがいい。{/n}そうやって 人は{/n}大きくなってゆくもの。,{Par}继续拓宽见闻吧。{/n}人正是如此{/n}逐渐成长的。
そして はるか高みの村、{/n}それを統括する者のところに{/n}ゆくがよかろう。,而后当前往、{/n}统辖高山村落者{/n}所在之处。
{Par}搜查の基本は まず、{/n}現場を調べるコトじゃ。{/n},{Par}搜查之要在于{/n}首先勘察现场。{/n}
それも くまなく、{/n}注意深くな。{/n},且需细致入微、{/n}谨慎行事。{/n}
それには人間、{/n}向き不向きというものも{/n}あるようじゃの。,此事、{/n}亦讲究天赋使然。{/n}
{Par}手がかりを見つけたならば、{/n}それにしたがって{/n}行動することじゃ。,{Par}若寻得线索{/n}当依循而行。{/n}
コトは 素直に{/n}運ばんかもしれんがの。{/n},事情或许会{/n}自然推进。{/n}
{Par}どうしても おのが道に{/n}迷い生じるときは、頼りになる者に相談してみることじゃ。,{Par}若实在迷失方向、{/n}可向信赖之人求助。{/n}
言っておくが、{/n}わしはここまでじゃぞ！{/n}念のため。,事先声明、{/n}老朽只能帮到这里！{/n}
{Par}怪しい者ありて{/n}迷宮に消えゆくなれば{/n}これを追いかけることじゃ。,{Par}若有可疑者{/n}遁入迷宫、{/n}当追踪而去。
{Par}求むる者を求めんとするならば{/n}先に成すべきこと有り。{/n},{Par}欲寻所求之人{/n}需先完成前置。{/n}
障害となるものを排除すれば、{/n}おのずと道が開けてこよう。{/n},扫清障碍后、{/n}道路自会显现。{/n}
{Par}高みから地に降り、{/n}なんじらの求むる者を{/n}求むるがよい。,{Par}当自高处降临地面、{/n}追寻尔等欲寻之人。{/n}
木々のさざめくところ、{/n}たずねびと 見つかるであろう。{/n},在树海私语处、{/n}必能寻得目标。{/n}
{Par}大いなる大樹の下、息づく村…{/n}{/n},{Par}巨树荫庇之村…{/n}{/n}
その治療院にて、なんじらの{/n}必要なものは入手かなうだろう。{/n},村中治疗院、{/n}可取得尔等所需之物。{/n}
{Par}所望のもの 入手かなったならば{/n}大切な者の元に急ぐがよい。{/n},{Par}取得所需物品后{/n}当速返重视之人身边。{/n}
木々のさざめきが{/n}なんじらを呼んでいる。{/n},树海私语{/n}正呼唤着尔等。{/n}
{Par}なんじらの大切な者は{/n}何者かにより 黒い影を{/n}せおわされているようじゃ。,{Par}尔等重要之人被{/n}神秘黑影所缠。{/n}
その者の強固な意志が、{/n}運命に逆らおうと努力をしている…しかし…,其顽强之意志、{/n}正努力对抗命运…{/n}然而…
なんじらの行いが かの者の運命に{/n}どういった影響を及ぼすのか？{/n}さて…。,尔等所为将对其命运{/n}产生何等影响？{/n}且看后续…。
{Par}なんじらの探し求めるものは、{/n}熱く燃える地の{/n}深きに眠るであろう。,{Par}尔等所求之物正沉睡在{/n}炽热燃烧之地的深处。{/n}
意外や意外、そう遠くでは{/n}なかったということじゃ。{/n},意外地、{/n}并不算遥远。{/n}
{Par}悲しき運命をせおった者が{/n}なんじらの行く手に{/n}立ちふさがるであろう。,{Par}背负悲哀命运者{/n}将阻挡尔等前路。{/n}
しかし、見守るより他に術は無し。{/n}{/n},然而、唯有静观其变、{/n}别无他法…{/n}
手をさしのべることも、ましてや{/n}その魂を救うことなど{/n}できるはずもない…。,纵使伸手相助{/n}亦无法拯救其灵魂…。{/n}
{Par}なんじらが 最初に{/n}この地に降り立った場所…{/n},{Par}尔等最初{/n}降临此地的场所…{/n}
それが 今、なんじらの{/n}還るべき場所じゃ。{/n},正是如今、{/n}应当回归之处。{/n}
なんじらの帰りを待つ者がいる。{/n}急ぐがよろしかろう。{/n}まずは 創師の館にの。,有等待尔等归来之人。{/n}速速前往创师之馆吧。{/n}
{Par}どうじゃ。役にたったかな？{/n}また 旅に困ったときには{/n}わしを思い出すが よかろう。,{Par}如何？可派上用场？{/n}日后若再逢迷障、{/n}记得再来寻老朽便是。
{Par}なんじゃ！{/n}宝石を持っとらんのか。{/n},{Par}什么！{/n}没带宝石吗？{/n}
宝石がなくば、{/n}わしの ありがたい占いを{/n}聞くことはできんぞ？,若无宝石、{/n}可听不成老朽{/n}珍贵的占卜啊？
宝石を集めて また来るがいい。{/n}{/n},快去收集宝石再来吧。{/n}{/n}
