{Par}マジックナイト,{Par}魔法骑士
え？{/n}{/n},哎？{/n}{/n}
このオレ様が 生命の木の葉を{/n}取ってきてやるぜ！{/n},本大爷这就去{/n}取生命之树的叶子！{/n}
待ちなさいよ！{/n}生命の木までの道には 魔物が…{/n},等等啊！{/n}去生命之树的路上有魔物…{/n}
{Par}ありがとうよ。{/n}{/n},{Par}多谢啦。{/n}{/n}
すまないが…ナイショだぜ？{/n}生命の木の葉は 実は{/n}あんたらが取ってきたってのは。,不过要保密哦？{/n}生命之树的叶子其实是{/n}你们采来的这件事。
…特に アルティナにはな。{/n}{/n},…特别是对阿尔缇娜。{/n}{/n}
{Par}知られてないだろうな、例の件。{/n}アルティナには。{/n},{Par}那件事没暴露吧？{/n}关于阿尔缇娜的事。{/n}
ナイショに たのむぜ？{/n}{/n},一定要保密哦？{/n}{/n}
{Par}こう見えても わたしだって{/n}かつては 魔法を{/n}あやつっていたのよ！,{Par}别看我现在这样{/n}以前也是能施展魔法的人哦！{/n}
今だって、ちょっと{/n}気合いを入れれば！{/n},现在只要稍微提气的话！{/n}{/n}
えい！{/n}{/n},喝！{/n}{/n}
えい！,喝！
えいやっ！,喝呀！
はぁ…やっぱりダメか。{/n}{/n},哈啊…果然不行啊。{/n}{/n}
{Par}昔は はなばなしく{/n}魔法をあやつることもできたのに{/n}今は もう…,{Par}过去明明能{/n}华丽地施展魔法{/n}如今却…
えい！{/n}{/n},喝！{/n}{/n}
えい！,喝！
えいやっ！,喝呀！
はぁ…やっぱりダメか。{/n}{/n},哈啊…果然不行啊。{/n}{/n}
{Par}うちのかあちゃんてば、{/n}夜中も 突然{/n},{Par}我家老妈啊{/n}大半夜会突然{/n}
きえーっ！,咿呀——！
…とか 始めるんだ。{/n}{/n},…这样叫起来。{/n}{/n}
迷惑だよな。{/n}{/n},真让人困扰啊。{/n}{/n}
{Par}かあちゃん、まったく{/n}あきらめてないんだ。{/n},{Par}老妈完全{/n}不肯放弃呢。{/n}
往生際が悪いよなぁ。{/n}{/n},真是死心眼啊。{/n}{/n}
{Par}治療院には、アルティナっていう{/n}そりゃあ美人の{/n}治療師がいるんだ。,{Par}治疗院有位叫阿尔缇娜的{/n}超级美人治疗师哦。{/n}
オレも病気になりたい…。{/n}{/n},好想生病啊…{/n}{/n}
…不謹慎（ふきんしん）だけどな。{/n}{/n},…虽然这么想不太妥当。{/n}{/n}
{Par}治療院には、アルティナっていう{/n}そりゃあ美人の{/n}治療師がいるんだ。,{Par}治疗院有位叫阿尔缇娜的{/n}超级美人治疗师哦。{/n}
オレも病気になりたい…。{/n}{/n},好想生病啊…{/n}{/n}
あ でも、生命の木の葉の薬で{/n}すぐに治っちまうか…。{/n},不过用了生命之树叶子的药{/n}马上就会治好吧…{/n}
{Par}アルティナも 元気を取り戻して…{/n}{/n},{Par}阿尔缇娜也恢复精神了…{/n}{/n}
アベニールと{/n}ますます 仲良くなっちまって…{/n},和阿贝尼尔{/n}越来越亲密了…{/n}
いいんだ、アルティナさえ{/n}幸せなら オレは…。{/n},没关系、只要阿尔缇娜{/n}能幸福 我就…{/n}
{Par}治療師の中でも、アルティナの{/n}治療魔法は とりわけ{/n}効き目がバツグン！,{Par}在治疗师中、{/n}阿尔缇娜的治疗魔法{/n}效果特别出众！
魔法の効き目が弱まる中で、{/n}アルティナだけは ひとり{/n}がんばっているんだけど…,在魔法日渐失效的情况下、{/n}只有阿尔缇娜还在{/n}独自努力着…
いま治療院に入っている人は、{/n}アルティナの魔法でも治せない{/n}人たちなんだよ。,现在住在治疗院的人{/n}都是连阿尔缇娜的魔法{/n}也治不好的患者哦。
{Par}もうすぐ 万病に効くという{/n}薬ができて、治療院のみんなも{/n}治るに違いない。,{Par}很快就能做出包治百病的药、{/n}治疗院的大家肯定都能痊愈。{/n}
アルティナも さぞかし{/n}うれしいことだろうよ。{/n},阿尔缇娜也一定会{/n}很开心吧。{/n}
{Par}なんか たわけたコト言ってるよ、{/n}ウチのろくでなしは。{/n},{Par}我家那个废物{/n}净说些蠢话。{/n}
{Par}ケガを治す魔法と{/n}病気を治す魔法とは{/n}違うんだぜ。,{Par}治疗外伤的魔法和{/n}治疗疾病的魔法{/n}是不同的哦。
治療院でやってるのは{/n}病気を治す魔法なのさ。{/n},治疗院使用的是{/n}治疗疾病的魔法啦。{/n}
{Par}魔法は あいかわらず{/n}ききが悪いみたいだね。{/n}薬があるから ともかく。,{Par}魔法好像还是{/n}不太灵光呢。{/n}好在有药。
{Par}ここ 創師の店。{/n}お買い物するするぅ。{/n},{Par}这里是创师小店。{/n}要买东西吗？{/n}
{Par}ここはライリーの村の治療院。{/n}セフィーロ中から病気の人が{/n}集まってくるの。,{Par}这里是莱利村的治疗院。{/n}锡菲罗各地的病患都聚集于此。{/n}
でも ダメなの。{/n}病気は治らなくなっちゃったの。{/n},但是不行啊。{/n}疾病都治不好了。{/n}
それで、ここにいた治療師さんは{/n}みんな 自信を無くして{/n}出て行っちゃったの。,所以这里的治疗师们{/n}都失去信心离开了。{/n}
今でも がんばってるのは{/n}アルティナだけよ。{/n},现在还在坚持的{/n}只有阿尔缇娜了。{/n}
{Par}ここはライリーの村の治療院。{/n}アベニールが生命の木の葉を{/n}取ってきてくれたの。,{Par}这里是莱利村的治疗院。{/n}阿贝尼尔取来了生命之树的叶子。{/n}
だから、どんな病気にも効く薬が{/n}もうすぐ できるのよ。{/n},所以很快就能做出{/n}包治百病的药了。{/n}
{Par}どんな病気にも{/n}効く薬ができたの。{/n},{Par}能包治百病的药{/n}已经做好了。{/n}
みんなも すぐに良くなるわ。{/n}{/n},大家很快就能痊愈了。{/n}{/n}
{Par}ぼく、リハビリ中なんだ。{/n}もうすぐ かけっこの時間だから{/n}表に出ていよっと。,{Par}我正在复健哦。{/n}马上到赛跑时间了{/n}该去外面了。
{Par}アベニールは{/n}ちょっとマヌケだけど{/n}ぼく、大好きさ！,{Par}阿贝尼尔虽然有点笨拙、{/n}但我超喜欢他！{/n}
{Par}アベニールのおかげで{/n}元気いっぱいだよ！{/n}アベニールって すごいな！,{Par}多亏阿贝尼尔{/n}我充满活力了！{/n}阿贝尼尔好厉害！
{Par}あああ、この村に来れば、{/n}この村に来ればと思って{/n}来たのにねぇ…。,{Par}啊啊、想着来到这个村子{/n}就能治好病才来的…{/n}
{Par}このまま病気が良くならなくても{/n}アルティナは けんめいに{/n}世話をしてくれた…。,{Par}就算这病治不好{/n}阿尔缇娜也尽心尽力{/n}照顾我们…
感謝しこそすれ、{/n}うらんだりなぞするもんかね。{/n},感激都来不及、{/n}怎么会怨恨呢。{/n}
{Par}希望は{/n}なくすものじゃないねぇ。{/n},{Par}希望是{/n}不能放弃的东西啊。{/n}
アベニールには感謝しなくちゃ。{/n}{/n},必须感谢阿贝尼尔。{/n}{/n}
{Par}もう だいぶ いいんだよ。{/n}{/n},{Par}已经好很多了。{/n}{/n}
アベニールには いくら感謝しても{/n}しすぎということはないね。{/n},再怎么感谢阿贝尼尔{/n}都不为过呢。{/n}
{Par}他の治療師が 無責任にも{/n}仕事を放りだしたのにひきかえ、{/n}アルティナの あの仕事ぶり！,{Par}其他治疗师不负责任地{/n}扔下工作、相比之下{/n}阿尔缇娜的工作态度！
頭が下がるよ。{/n}{/n},令人敬佩啊。{/n}{/n}
{Par}アルティナのためにも、{/n}早く良くなりたいものだ。{/n},{Par}为了阿尔缇娜、{/n}也要快点康复啊。{/n}
{Par}アルティナと{/n}アベニールのためにも、{/n}早く良くなりたいものだ。,{Par}为了阿尔缇娜和阿贝尼尔、{/n}也要快点康复啊。{/n}
{Par}すばらしい！{/n}すぐにでも起きあがれそうだよ。{/n},{Par}太棒了！{/n}感觉马上就能下床了！{/n}
{Par}ううむ、苦しいのぅ。{/n}{/n},{Par}唔唔、好痛苦啊。{/n}{/n}
でも いいんじゃ。{/n}アルティナちゃんさえ{/n}いてくれれば。,不过没关系。{/n}只要有阿尔缇娜在身边。{/n}
アルティナちゃんが{/n}笑顔さえ見せてくれれば。{/n},只要能看到{/n}阿尔缇娜的笑容。{/n}
{Par}アルティナちゃんは{/n}わしらの心のかてじゃ。{/n},{Par}阿尔缇娜是{/n}我们的心灵支柱啊。{/n}
{Par}アルティナちゃんが すぐに{/n}薬を せんじてくれる。{/n}待ち遠しいのぅ。,{Par}阿尔缇娜马上要{/n}给我们煎药了。{/n}等不及了啊。
{Par}奇跡の薬じゃ！{/n}こんなに身体が軽くなるなんて！{/n},{Par}奇迹之药啊！{/n}没想到身体会这么轻盈！{/n}
{Par}アルティナは笑顔を絶やさず{/n}あたしらの世話をしてくれる。{/n},{Par}阿尔缇娜总是面带微笑{/n}照顾我们。{/n}
つらいことだって{/n}あるだろうにねぇ。{/n},她自己明明{/n}也很辛苦吧。{/n}
{Par}もう アベニールが{/n}来る時間だねぇ。{/n},{Par}快到阿贝尼尔{/n}来的时间了呢。{/n}
アベニールは、治ってきた{/n}子どもたちと いっしょに{/n}遊んでくれているんだ。,阿贝尼尔会陪康复中的{/n}孩子们一起玩。{/n}
みんな、運動不足だからね。{/n}{/n},大家运动不足嘛。{/n}{/n}
{Par}アベニールがアルティナを？{/n}{/n},{Par}阿贝尼尔喜欢阿尔缇娜？{/n}{/n}
そんなの、まるっきり{/n}ミエミエじゃないのさ。{/n},这不是{/n}明摆着嘛。{/n}
{Par}アベニールとアルティナ、{/n}最近なかなか いい感じだよ。{/n},{Par}阿贝尼尔和阿尔缇娜、{/n}最近感觉不错呢。{/n}
でも…{/n}ありゃ シリにしかれるね。{/n},不过…{/n}会被甩的吧。{/n}
{Par}今、ここには アルティナしか{/n}治療師さんはいないのよ。{/n},{Par}现在这里只有阿尔缇娜{/n}一位治疗师哦。{/n}
アベニールって男のコが たまに{/n}手伝いに来てくれているけどね。{/n},偶尔会有个叫阿贝尼尔的男生{/n}来帮忙呢。{/n}
{Par}アベニールって、お調子者だよ。{/n}{/n},{Par}阿贝尼尔是个轻浮的家伙。{/n}{/n}
{Par}アベニールって、お調子者だよ。{/n}{/n},{Par}阿贝尼尔是个轻浮的家伙。{/n}{/n}
でも、一見カルそうでも{/n}シンはしっかりしてるんだ。{/n}あたしには わかるよ。,但看似轻浮{/n}实则很可靠哦。{/n}我能感觉到。
{Par}アルティナが たづなを{/n}しっかり にぎってるからね。{/n},{Par}因为阿尔缇娜{/n}牢牢握着缰绳呢。{/n}
うまくいくんじゃないかい、{/n}あの二人。{/n},应该会顺利的吧。{/n}那两个人。{/n}
{Par}アベニール、{/n}どこへ行ったんだろ。{/n}今日は かけっこのはずなのに。,{Par}阿贝尼尔{/n}去哪里了呢？{/n}今天本该有赛跑的。
{Par}アベニールは いつも{/n}にくまれ口をたたくけど{/n}ぼくらを大事にしてくれるんだ。,{Par}阿贝尼尔虽然{/n}总说讨人厌的话{/n}但很重视我们。
{Par}もうすぐ、もっと自由に{/n}外を かけまわれるんだね。{/n},{Par}很快就能更自由地{/n}在外面奔跑了呢。{/n}
{Par}ライリーの治療院の魔法も{/n}きかないなんて…{/n},{Par}连莱利治疗院的魔法都{/n}失效了…{/n}
もう わたし、死ぬんだわ。{/n}絶対に助からないんだわ。{/n},我要死了。{/n}绝对没救了。{/n}
{Par}お薬…できるの？{/n}{/n},{Par}药…能做好吗？{/n}{/n}
{Par}もうすぐ、お薬ができるの。{/n}そのお薬を飲めば{/n}すぐに治るんだって。,{Par}很快就能做好药了。{/n}喝了那个药{/n}立刻就能痊愈。
…アルティナが そう言ってた。{/n}アルティナはウソはつかないわ。{/n},…阿尔缇娜这么说的。{/n}她不会说谎。{/n}
{Par}こんなに 元気になるなんて、{/n}ウソみたい…！{/n},{Par}能恢复得这么精神、{/n}简直像做梦…！{/n}
{Par}わたし、アルティナという{/n}治療師ですが、病気を治す魔法が{/n}きかなくなってきてしまって…,{Par}我是治疗师阿尔缇娜、{/n}但治愈疾病的魔法{/n}越来越不灵了…
今のわたしにできることは、{/n}せいいっぱい みんなの世話を{/n}することくらい…,现在我能做的只有{/n}尽力照顾大家…{/n}
できることなら、{/n}わたしの元気を みんなに{/n}分けてあげたいくらいだわ。,如果可以的话、{/n}真想把自己的活力{/n}分给大家。
風…{/n}回復魔法で なんとかならないの？{/n},风…{/n}不能用恢复魔法吗？{/n}
癒しの風は ケガを治すもので、{/n}病気を治すものではありませんが…{/n}やってみましょうか？,治愈之风是治疗外伤的、{/n}对疾病可能无效…{/n}要试试看吗？
いえ、魔法ではダメなんです。{/n}ああ…生命の木の{/n}葉っぱさえあれば…,不、魔法没用的。{/n}啊啊…只要有生命之树{/n}的叶子…
何？ その生命の木って…。{/n}{/n},什么？那个生命之树…？{/n}{/n}
村の裏に 「生命の木」と{/n}呼ばれる大木があり、その葉は{/n}万病に効くといわれています。,村后有棵被称为{/n}「生命之树」的大树、{/n}据说它的叶子能治百病。
魔法でも治らない ケガや病気は{/n}以前は それを使って{/n}治療していました。,连魔法都治不好的伤病{/n}以前都是用那个治疗的。{/n}
でも最近は 生命の木までの道に{/n}怪物が出現するので、なかなか{/n}その葉が 手に入らないのです。,但通往生命之树的路上{/n}最近有怪物出现、{/n}很难取得叶子了。
それがあれば、{/n}この子たちの病気も治るのね？{/n},有那个的话{/n}这些孩子的病就能治好吗？{/n}
じゃあ、{/n}わたしたちが とってくるよ！{/n},那我们去取来！{/n}{/n}
そんな！{/n}危ないですよ！{/n},不行！{/n}太危险了！{/n}
でも、治療院のみんなに{/n}元気になってもらいたいんだ！{/n},但是想让治疗院的大家{/n}恢复健康！{/n}
行って来るわ。{/n}期待して待ってて！{/n},我们出发了。{/n}等我们的好消息！{/n}
{Par}おねがいします。{/n}どうか 無事に{/n}もどってきてくださいね。,{Par}拜托了。{/n}请务必平安归来。{/n}
{Par}ああ、本当に{/n}生命の木の葉が{/n}手に入るなんて！,{Par}啊啊、真的拿到{/n}生命之树的叶子了！{/n}
アベニールが こんなに{/n}頼りになる人だったなんて！{/n},没想到阿贝尼尔{/n}这么可靠！{/n}
{Par}あの葉をせんじた薬ですか？{/n}よかった、まだありますよ。{/n}少しなら お分けできますわ。,{Par}是用那些叶子煎的药吗？{/n}太好了、还有剩哦。{/n}可以分你们一些。
やったぁ！{/n}{/n},太好啦！{/n}{/n}
すぐに用意しますわ…{/n}{/n},这就准备…{/n}{/n}
{Par}薬、だいじに使ってくださいね。{/n}{/n},{Par}请妥善使用药剂哦。{/n}{/n}
{Par}「生命の木へ近道・通り抜け可」{/n}って書いてある。{/n},{Par}「通往生命之树的捷径·可通行」{/n}这么写着。{/n}
{Par}「生命の木へ近道・通り抜け可」…ですって。えんりょなく{/n}使わせてもらいましょ？,{Par}「通往生命之树的捷径·可通行」…呢。{/n}那就恭敬不如从命了？{/n}
{Par}「生命の木へ近道・通り抜け可」…かなり入り組んだ村のようですからこんなものまで…合理的ですわね。,{Par}「通往生命之树的捷径·可通行」{/n}…这个村子布局复杂到需要这种标识{/n}…真合理呢。
{Par}七色の玉のついた柱が立っている。この村のシンボルか何かかな？{/n},{Par}镶嵌七彩珠子的柱子。{/n}是这个村子的象征吗？{/n}
{Par}カラフルな玉のついた柱だわ。{/n}回らないのかしら？{/n},{Par}挂着彩色珠子的柱子呢。{/n}不会旋转吗？{/n}
{Par}ミニタワーがありますわ。{/n}七色の玉が 生命の息吹を{/n}示しているのでしょうか？,{Par}有座小塔。{/n}七彩珠子象征着{/n}生命的脉动吗？
{Par}「この先 七色おじさんの店」…{/n}と書いてある。{/n},{Par}「前方 七彩大叔的店」…{/n}这么写着。{/n}
{Par}「この先 七色おじさんの店」…{/n}らしいわよ。{/n},{Par}「前方 七彩大叔的店」…{/n}似乎是的呢。{/n}
{Par}「この先 七色おじさんの店」…{/n}だそうですわ。{/n},{Par}「前方 七彩大叔的店」…{/n}看来没错。{/n}
{Par}「この先 ラカタク大滝」だって。{/n},{Par}「前方 拉卡塔克大瀑布」。{/n}
{Par}「この先 ラカタク大滝」…？{/n}ヘンな名前！{/n},{Par}「前方 拉卡塔克大瀑布」…？{/n}怪名字！{/n}
{Par}「この先 ラカタク大滝」…{/n}この地方は 水が{/n}豊富なようですわね。,{Par}「前方 拉卡塔克大瀑布」…{/n}这里水源很丰富呢。{/n}
{Par}きれいな青色の玉のついた柱だ。{/n}{/n},{Par}镶嵌漂亮蓝珠的柱子。{/n}{/n}
{Par}青い玉のついた…街灯かしら？{/n}光らないのかなぁ。{/n},{Par}蓝色珠子装饰的…街灯？{/n}不会发光吗？{/n}
{Par}街灯でしょうか？{/n}夜になって あの青い玉が光ったらさぞかし きれいでしょうねぇ。,{Par}是街灯吗？{/n}夜晚蓝珠发光的话{/n}一定很美吧。
{Par}こっちには{/n}紫の玉のついた柱がある。{/n},{Par}这边有镶嵌紫珠的柱子。{/n}{/n}
{Par}こっちのは紫よ、紫！{/n}光らないのかなぁ。{/n},{Par}这边是紫色、紫色！{/n}不会发光吗？{/n}
{Par}こちらにある 街灯らしきものは{/n}紫色をしていますわ。{/n}何か 意味があるのでしょうか？,{Par}这边像街灯一样的{/n}是紫色的。{/n}有什么含义吗？
{Par}くだものの入ったカゴだ。{/n}おいしそう！{/n},{Par}装着水果的篮子。{/n}看起来好好吃！{/n}
{Par}カゴの中に なんだか{/n}ふかふかした物体が入ってるわ。{/n}く、果物なのかしら、これ。,{Par}篮子里装着软绵绵的东西。{/n}这、这是水果吗？{/n}
{Par}果物が カゴに入っています。{/n}こんなところに放ってあるなんて、不用心ですわね。,{Par}篮子里放着水果。{/n}随便放在这种地方、{/n}真是不小心呢。
{Par}水車で得た力を伝える機械かな？{/n}{/n},{Par}是传递水车动力的机械吗？{/n}{/n}
{Par}真っ黒な油がギトギトだわ。{/n}進んで さわりたくはないわね。{/n},{Par}黑乎乎的油渍好恶心。{/n}不想碰呢。{/n}
{Par}ずいぶんとムダの多い構造ですね。きっと ムダなことが大好きな人が{/n}作ったに違いありませんわ。,{Par}真是浪费的结构。{/n}肯定是喜欢多余设计的人制造的。{/n}
{Par}水車だ！{/n}{/n},{Par}水车！{/n}{/n}
