{Par}マジックナイト,{Par}魔法骑士
{Par}花が かざってあるわ。{/n}ここが東京だったら、いかにも{/n}電話がおいてありそうな場所よね。,{Par}装饰用的鲜花。{/n}要是在东京的话{/n}是该放电话的位置呢。
{Par}お花が 生けてありますわ。{/n}ひとの心をなごませる{/n}細やかな気づかいですわね。,{Par}装饰着鲜花呢。{/n}让人心情平和的贴心之举呢。{/n}
{Par}すごく開放的な台所だね！{/n}{/n},{Par}开放式厨房！{/n}{/n}
{Par}広いキッチンねぇ！{/n}こんなキッチンでケーキが作れたらいいだろうなぁ…。{/n},{Par}好宽敞的厨房！{/n}好想在这里做蛋糕啊…{/n}
{Par}とても美しく、かつ機能的な{/n}システムキッチンですわ。{/n},{Par}美观又实用的{/n}整体厨房呢。{/n}
{Par}きれいな花が かざってあるわ。{/n}自然と 顔がほころんじゃうわね。{/n},{Par}美丽的装饰花。{/n}让人不由地露出笑容呢。{/n}
{Par}ところで、タンスの大きさの割に{/n}脚が 細すぎるような気がします{/n}けれど…大丈夫なのでしょうか？,{Par}话说回来、这么大的衣柜{/n}腿却这么细…{/n}真的没问题吗…？
{Par}セフィーロの風景を描いた{/n}絵が かけられている。{/n},{Par}锡菲罗风景画。{/n}{/n}
{Par}風景画だわ。やっぱり、{/n}岩が空に浮かんでいるのって{/n}ヘンよね！,{Par}是风景画呢。{/n}岩石浮在空中什么的{/n}果然很奇怪吧！
{Par}セフィーロの風景画ですわ。{/n}これが おだやかだったころの{/n}セフィーロですのね…。,{Par}锡菲罗风景画。{/n}这是和平时期的{/n}锡菲罗吧…。
{Par}宿屋さんの帳簿かな？{/n}{/n},{Par}旅馆的账本？{/n}{/n}
{Par}開きっぱなしのノートがあるわ。{/n}宿帳かしらね。{/n},{Par}摊开的笔记本。{/n}像是住宿登记簿。{/n}
{Par}宿帳と思われるファイルが{/n}開いたままになっていますわ。{/n},{Par}打开着的住宿登记簿。{/n}{/n}
{Par}ツボがある。{/n}どうして こんなところに{/n}おいてあるんだ？,{Par}陶壶。{/n}为什么放在这里？{/n}
{Par}カウンターの上に{/n}ツボがおいてあるわ。{/n}…何に使うのかしら？,{Par}柜台上放着陶壶。{/n}…做什么用的？{/n}
{Par}ふしぎですわねぇ。{/n}カウンターの真ん中に ツボを{/n}おいていらっしゃいますわ。,{Par}真是奇怪呢。{/n}柜台正中摆放着陶壶{/n}是为什么呢？
{Par}青い表紙の分厚い本だ。{/n}{/n},{Par}蓝色封面的厚书。{/n}{/n}
{Par}カウンターの上に{/n}本がおいてあるわ。{/n}…何の本なのかしら？,{Par}柜台上放着书。{/n}…什么内容呢？{/n}
{Par}青いカバーの本がありますが、{/n}表紙だけでは その内容を{/n}うかがい知ることはできませんわ。,{Par}蓝色封面的书。{/n}光看封面的话{/n}猜不出是什么内容呢。
{Par}大きいビンが{/n}カウンターに乗っている。{/n},{Par}大罐子。{/n}摆在柜台上。{/n}
{Par}大きい空のビンがおいてあるわ。{/n}インテリアとして{/n}おいてあるのかしら？,{Par}空的大罐子。{/n}是装饰品吗？{/n}
{Par}空のビンがおいてありますわねぇ。いったい 何に{/n}お使いになるのでしょう？,{Par}空罐子摆这里{/n}做什么用的呢？{/n}
{Par}とても大きい水晶がある。{/n}ふしぎなパワーを{/n}秘めているかのようだ。,{Par}蕴含着神秘力量的{/n}巨大的水晶。{/n}
{Par}すごい宝玉！{/n}もし こんなのが家にあったら、{/n}ぜったい家宝にしちゃうわね。,{Par}好大的宝玉！{/n}要是我家有这种宝物、{/n}绝对要当传家宝！
{Par}大きな水晶球がありますわ。{/n}たいへんに{/n}価値のあるものなのでしょうね。,{Par}巨大的水晶球。{/n}价值连城的样子呢。{/n}
{Par}「調理場につき入らないで下さい。  食堂は左入って奥になります」{/n}  …って書いてある。,{Par}「厨房重地请勿进入{/n}   餐厅左转直走」{/n}…的告示。
{Par}「調理場につき入らないで下さい。  食堂は左入って奥になります」{/n}  …なるほど。,{Par}「厨房重地请勿进入{/n}   餐厅左转直走」{/n}…原来如此。
{Par}「調理場につき入らないで下さい。  食堂は左入って奥になります」{/n}  …すごいレイアウトですわね。,{Par}「厨房重地请勿进入{/n}   餐厅左转直走」{/n}…布局真特别呢。
{Par}矢印の描かれた札が{/n}下がっている。{/n},{Par}画着箭头的指示牌。{/n}{/n}
{Par}左を指した矢印の札が{/n}かかってるわ。{/n},{Par}指向左的箭头指示牌。{/n}{/n}
{Par}矢印の札ですわ。{/n}左のろうかの奥に{/n}行けということですわね。,{Par}箭头指示牌呢。{/n}往左边走廊走的意思呢。{/n}
{Par}とびらは開かない。中から{/n}カギが かかってるみたいだ。{/n},{Par}门打不开。{/n}里面好像被反锁了。{/n}
{Par}こっちからは 開かないみたいね。{/n}{/n},{Par}这边好像打不开呢。{/n}{/n}
{Par}ドアは びくともしませんわ。{/n}こちらから開けるのは{/n}無理のようですわね。,{Par}门纹丝不动。{/n}从外面是打不开的呢。{/n}
{Par}湖に面した窓だ。{/n}夜だから 真っ暗だ。{/n},{Par}面向湖面的窗户。{/n}景色绝佳！{/n}
{Par}うわぁ、ベランダから{/n}湖がバッチリ見えるわ。{/n}すてきね！,{Par}哇、从阳台{/n}能清楚看到湖面呢。{/n}太美了！
…と言いたいところだけど、{/n}暗くて 何にも見えないわ♨{/n},…虽然想这么说、{/n}但暗得什么都看不见啦♨{/n}
{Par}昼間だったら、湖が 一望の下に{/n}見渡せるところですわね。{/n},{Par}要是白天的话、{/n}湖景就能尽收眼底了吧。{/n}
{Par}こういうの、{/n}出窓っていうのよね。{/n},{Par}这种叫做飘窗对吧。{/n}{/n}
{Par}出窓からだと、暗闇が{/n}ますます 真っ暗闇に見えますわ。{/n},{Par}从飘窗看出去、{/n}黑暗显得更加深邃了呢。{/n}
{Par}「お食事時間は ご相談ください」{/n}  …って書いてある。{/n},{Par}「用餐时间可商议」{/n}  …这么写着。{/n}
{Par}「お食事時間は ご相談ください」{/n}  …ですって。{/n}わがままを聞いてくれるみたいね。,{Par}「用餐时间可商议」{/n}  …这样啊。{/n}好像能满足任性的要求呢。
{Par}「お食事時間は ご相談ください」{/n}  …と書いてありますわ。{/n},{Par}「用餐时间可商议」{/n}  …这么写着呢。{/n}
{Par}昼間だったら、文句なく{/n}最高の場所よね！{/n},{Par}要是白天的话、{/n}毫无疑问是最棒的地方！{/n}
{Par}…無理なレイアウトの謎が{/n}とけましたわね。湖に面した部屋を食堂にするためだったんですわ。,{Par}…不合理布局的谜团{/n}终于解开了呢。是为了把{/n}面向湖面的房间作为餐厅啊。
{Par}食器の入った たなだ。{/n}きれいに整理されている。{/n},{Par}放着餐具的柜子。{/n}收拾得井井有条。{/n}
{Par}色とりどりの きれいなお皿が{/n}並んでいるわ。{/n},{Par}摆着五颜六色的漂亮盘子。{/n}{/n}
{Par}食器のたなですわね。{/n}透明感のある お皿が{/n}きれいですわ。,{Par}餐具柜呢。{/n}透明质感的盘子{/n}真漂亮。
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}侧面看不出什么。{/n}{/n}
{Par}板が見えるわ。{/n}それは 家具を{/n}横から見ているせいよ。,{Par}看到木板了。{/n}因为这是家具的侧面啊。{/n}
{Par}ウルシとも違う、なかなか{/n}美しい質感の塗料を{/n}使ってらっしゃいますわね。,{Par}涂料与漆器有所不同、{/n}但是拥有相当美丽的质感呢。{/n}
{Par}広くて使いやすそうな台所だ。{/n}{/n},{Par}宽敞实用的厨房。{/n}{/n}
{Par}すばらしいキッチンだわ。{/n}一日だけでもいいから{/n}貸してもらいたくなっちゃうわね。,{Par}理想中的厨房！{/n}哪怕只有一天也好{/n}好想借来用用看呢。
{Par}このキッチン、これでもまだせまいのでしょうね。一度に大量の料理を作ることもあるでしょうから…。,{Par}这么大的厨房还说小、{/n}平时要做很多料理吧…{/n}
{Par}湖の絵だ。{/n}{/n},{Par}湖景画。{/n}{/n}
{Par}湖の絵だわ。{/n}水の蒼が鮮やかね。{/n},{Par}湖景画呢。{/n}水是鲜艳的苍蓝色。{/n}
{Par}湖を描いた絵がかかっていますわ。蒼を中心とした色使いで{/n}目に鮮烈な印象を与えますわね。,{Par}湖景油画呢。{/n}以苍蓝色为主色调{/n}令人印象深刻。
{Par}本だなだ。{/n}本がいっぱい入っている。{/n},{Par}书架。{/n}摆满了书。{/n}
{Par}本が たくさん並んでるわ。{/n}{/n},{Par}摆满书籍的书架。{/n}{/n}
{Par}本の内容が興味深いところですが、背表紙から うかがい知ることは{/n}できませんわね。,{Par}虽然对书的内容感兴趣、{/n}但光看书脊看不出来呢。{/n}
{Par}ものすごいヨロイだ！{/n}{/n},{Par}超威武的盔甲！{/n}{/n}
{Par}金色の防具だわ。{/n}迫力あるわね！{/n},{Par}金色的防具呢。{/n}气势十足！{/n}
{Par}立派な防具ですわ。{/n}とても がんじょうそうですわね。,{Par}精良的防具。{/n}看起来非常坚固呢。{/n}
{Par}「伝説のマジックナイトが使用した  防具を、少ない資料から再現！」…と書いてある。,{Par}「传说中魔法骑士的防具{/n}   根据少量资料复原！」{/n}…的说明。
{Par}「伝説のマジックナイトが使用した  防具を、少ない資料から再現！」…お、おそれいっちゃうわね。,{Par}「传说中魔法骑士的防具{/n}   根据少量资料复原！」{/n}…好厉害！
{Par}「伝説のマジックナイトが使用した  防具を、少ない資料から再現！」な、なるほど…。,{Par}「传说中魔法骑士的防具{/n}   根据少量资料复原！」{/n}原、原来如此。
{Par}「伝説のマジックナイトの勇姿」…シルエットになってるよ。{/n},{Par}「传说中魔法骑士的英姿」{/n}…只有剪影呢。{/n}
{Par}「伝説のマジックナイトの勇姿」{/n}…想像図？{/n}ティラノサウルスじゃあるまいし…,{Par}「传说中魔法骑士的英姿」{/n}…想象图？{/n}又不是霸王龙…
{Par}「伝説のマジックナイトの勇姿」…{/n}…背が高くて 筋骨隆々な 三人の{/n}男性が描かれていますわ…♨,{Par}「传说中魔法骑士的英姿」…{/n}画着三位高大魁梧的{/n}男性…♨
{Par}「エメロード城のクリスタル」か…{/n}すごく透明で きれいだ…！{/n},{Par}「艾美诺城的水晶」…{/n}晶莹剔透 好美！{/n}
{Par}「エメロード城のクリスタル」…{/n}すごいものがおいてあるわね。{/n}だいじょうぶなのかしら？,{Par}「艾美诺城的水晶」…{/n}这么贵重的东西。{/n}随便放没问题吗？
{Par}「エメロード城のクリスタル」…{/n}お城には こんなクリスタルが{/n}いっぱい あるのでしょうか？,{Par}「艾美诺城的水晶」…{/n}这样的水晶{/n}城里有很多吗？
{Par}「水晶の瞳{/n}    未来が見えるという水晶球」…{/n}へぇ…ほんとかな？,{Par}「水晶之瞳{/n}    能预见未来的水晶球」…{/n}真的假的？
{Par}「水晶の瞳{/n}    未来が見えるという水晶球」…{/n}わたしには 何にも見えないわ。,{Par}「水晶之瞳{/n}    能预见未来的水晶球」…{/n}我什么都看不到呢。
{Par}「水晶の瞳{/n}    未来が見えるという水晶球」…{/n}本当だとしたら ふしぎですわね。,{Par}「水晶之瞳{/n}    能预见未来的水晶球」…{/n}要是真的就太神奇了。
{Par}セフィーロの世界地図だ。{/n}{/n},{Par}锡菲罗世界地图。{/n}{/n}
{Par}セフィーロの地図ね。{/n}なんだか狭い気がするけど…？{/n},{Par}锡菲罗地图呢。{/n}感觉有点小啊…？{/n}
{Par}セフィーロの地図ですわね。{/n}縮尺がわからないので、広いのか{/n}狭いのか 判断はつきませんわ。,{Par}锡菲罗地图啊。{/n}不知道比例尺、{/n}无法判断大小呢。
{Par}「セフィーロ全図」と書いてある。{/n},{Par}「锡菲罗全图」的标题。{/n}
{Par}「セフィーロ全図」か…。{/n}これで 全部なのね。{/n},{Par}「锡菲罗全图」啊…。{/n}这就是全部了吗。{/n}
{Par}「セフィーロ全図」{/n}…としか書いてありませんわ。{/n}これでは縮尺がわかりませんわね。,{Par}「锡菲罗全图」{/n}…仅此而已。{/n}这样看不出比例尺呢。
{Par}色鮮やかな石がある。{/n}「セフィーロの鉱物」だって。{/n},{Par}鲜艳的矿石标本。{/n}「锡菲罗矿物」的标签。{/n}
{Par}「セフィーロの鉱物」か。{/n}「エスクード」の親せき{/n}みたいなものかしらね。,{Par}「锡菲罗矿物」啊。{/n}「艾斯古托」的亲戚{/n}之类的吗。
{Par}小さく「アール、スライ、クスト」…と書いてありますわ。{/n}この鉱物の 名前でしょうか。,{Par}小字写着「亚尔、斯拉伊、库斯特」…{/n}是矿石的名称吧。
{Par}ひし形の青い石だ。{/n}スタンドもないのに{/n}絶妙なバランスで立っている。,{Par}菱形的蓝色矿石。{/n}没有支架{/n}却保持着绝妙平衡。
{Par}ピカピカの青い鉱石だわ。{/n}表面に 顔が写りこんで{/n}鏡がわりに使えそうね。,{Par}闪亮的蓝色矿石。{/n}表面能照出人影、{/n}可以当镜子用呢。
{Par}青く輝く 八面体の鉱石ですわ。{/n}{/n},{Par}散发蓝光的 八面体矿石。{/n}{/n}
{Par}半透明のボールだ。{/n}{/n},{Par}半透明的球体。{/n}{/n}
{Par}中が すけて見えるボールだわ。{/n}いったい 何なんだろ？{/n},{Par}能看透内部的球体。{/n}到底是什么呢？{/n}
{Par}ここにあるということは、{/n}これが セフィーロの重要文化財ってことですわよね…？？,{Par}既然放在这里、{/n}说明是锡菲罗的重要文物吧…？{/n}
{Par}ツボだ。{/n}そんなに大事なものなのかなぁ。{/n},{Par}陶罐。{/n}是那么重要的东西吗？{/n}
{Par}ガラスケースの中には{/n}大きいツボが おいてあるわ。{/n},{Par}玻璃柜里{/n}放着大型陶罐。{/n}
{Par}ツボがありますわ。{/n}きっと いにしえの文化を{/n}伝えるものに違いありません。,{Par}陶罐啊。{/n}一定是传承古代文化的器物吧。{/n}
{Par}小さなマシュマロみたいなのに{/n}文字が 書いてあるみたいだ。{/n},{Par}像小棉花糖似的东西{/n}似乎刻着文字。{/n}
{Par}小さな文字が 書き込まれた{/n}石みたいだわ。なんだか{/n}やわらかそうに見えるけど…。,{Par}刻着小字的石块呢。{/n}看起来软绵绵的…{/n}
{Par}文字が書かれた石ですわ。{/n}昔の方が 何かを伝えようと{/n}したものなのでしょうか…？,{Par}刻着文字的石块啊。{/n}是古人想要{/n}传达什么信息吗…？
{Par}首かざりのように見えるけど…？{/n}{/n},{Par}看起来是项链…？{/n}{/n}
{Par}ネックレスかしら？{/n}昔の人がしていたものね、きっと。,{Par}是项链吧？{/n}古人佩戴的饰品、肯定是。{/n}
{Par}セフィーロの装飾品ですわね。{/n}{/n},{Par}锡菲罗的装饰品呢。{/n}{/n}
{Par}色とりどりの宝玉だ。{/n}{/n},{Par}五颜六色的宝珠。{/n}{/n}
{Par}宝玉だわ。この村やライリーで{/n}柱の上にあったものと{/n}似ているわね。,{Par}宝珠啊。和村子里{/n}以及莱利柱子上的东西{/n}很相似呢。
{Par}これは実は よくはねるタマで、{/n}エメロード姫が 幼少のみぎり{/n}これをついて遊んだとか…,{Par}其实这是弹力球、{/n}艾美诺公主小时候{/n}经常拿来玩耍…
そんなことは ありませんわよね。{/n}{/n},当然不可能啦。{/n}{/n}
{Par}何かがきざまれた石版だ。{/n}{/n},{Par}刻着文字的石板。{/n}{/n}
{Par}石版に文字がほり込まれているわ。判読することはできないけど。{/n},{Par}石板上刻着文字。{/n}虽然无法解读。{/n}
{Par}石版があります。{/n}書かれた文字が興味深いですわね。解読できたらいいのに…。,{Par}神秘的石板。{/n}刻着的文字令人好奇、{/n}要是能解读就好了…。
{Par}これは…エメロード姫の像だ。{/n}{/n},{Par}这是…艾美诺公主像。{/n}{/n}
{Par}エメロード姫の像だわ。{/n}やさしそうな顔をしているわね。{/n},{Par}艾美诺公主像。{/n}神情很温柔呢。{/n}
{Par}エメロード姫の像ですわ。{/n}祈る姿が おだやかですわね。{/n},{Par}艾美诺公主像啊。{/n}祈祷的姿态十分安详呢。{/n}
{Par}「セフィーロの柱、エメロード姫」…と書いてある。{/n},{Par}「锡菲罗之柱 艾美诺公主」{/n}…这么写着。{/n}
{Par}「セフィーロの柱、エメロード姫」…早く助けてあげないとね。{/n},{Par}「锡菲罗之柱 艾美诺公主」{/n}…得快点救她出来呢。{/n}
{Par}セフィーロの方々から 本当に{/n}慕われている方だということが{/n}わかりますわね。,{Par}能感受到公主深受{/n}锡菲罗人民的爱戴呢。{/n}
{Par}うわっ！,{Par}哇啊！
こ、この魔物…動かないよ…？{/n}{/n},这、这魔物…不会动…？{/n}{/n}
{Par}わあっ！,{Par}呀啊！
な、何これ？{/n}魔物…じゃないの？{/n},这、这是什么？{/n}魔物…不是吗？{/n}
{Par}な、何ですの？{/n}{/n},{Par}什、什么呀？{/n}{/n}
{Par}人形だと思って見れば、{/n}なかなか よくできているよ。{/n},{Par}原来是玩偶啊、{/n}做工相当精致呢。{/n}
{Par}それにしたって、趣味がいいとは{/n}言いがたいわよね…♨{/n},{Par}即便如此、这品味也{/n}实在不敢恭维…♨{/n}
{Par}人さわがせな{/n}お人形さんですわ…。{/n},{Par}吓人的玩偶呢…。{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}已经什么都没有了。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经什么都找不到了呢。{/n}{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了。{/n}
{Par}ネロを助けなくちゃ。{/n}よそに行っている場合じゃないよ！,{Par}必须去救涅罗。{/n}现在不是去其他地方的时候！
{Par}ネロは湖の方に向かったのよ。{/n}村の外じゃないわ。{/n},{Par}涅罗是往湖的方向去了。{/n}不是在村外。{/n}
{Par}ネロさんを助けるには、{/n}湖に向かわなければなりませんわ。急ぎましょう！,{Par}要救涅罗的话、{/n}必须前往湖边呢。{/n}赶快行动吧！
