{Par}マジックナイト,{Par}魔法骑士
{Par}水そうだ。{/n}きれいな水がたまってるよ。{/n},{Par}是水槽。{/n}盛着清澈的水呢。{/n}
{Par}水の入った水そうだわ。{/n}{/n},{Par}是盛着水的水槽呢。{/n}{/n}
{Par}水そうに水がたまっています。{/n}雨水がたまったものでしょうか？{/n},{Par}水槽里盛着水。{/n}是积存的雨水吗？{/n}
{Par}「旅のおともに！{/n}  まごころの占い屋」{/n}…って書いてある。,{Par}「旅途良伴！{/n}  真心占卜屋」。{/n}这样写着呢。
{Par}「旅のおともに！{/n}  まごころの占い屋」？？{/n}何だか うさんくさいわねー。,{Par}「旅途良伴！{/n}  真心占卜屋」？？{/n}总觉得好可疑呢—。
{Par}「旅のおともに！ まごころの{/n}占い屋」ですって。セフィーロの{/n}みなさんも占いをなさるんですね。,{Par}「旅途良伴！{/n}  真心占卜屋」呢。{/n}锡菲罗的各位也会占卜啊。
{Par}何だろ、この石？{/n}{/n},{Par}什么啊、这石头？{/n}{/n}
{Par}テントのわきに{/n}石がおいてあるわ。{/n},{Par}帐篷旁边{/n}放着石头呢。{/n}
{Par}テントのすそに 石が…{/n}風でテントが飛ばないように{/n}重しにしているんですわ、きっと。,{Par}帐篷下摆压着石头…{/n}肯定是用来当压帐篷的{/n}用重物防止被风吹走吧。
{Par}花が咲いている。{/n}きれいだね！{/n},{Par}开着花呢。{/n}好漂亮！{/n}
{Par}黄色い花だわ。{/n}んー いいにおい！{/n},{Par}是黄色的花呢。{/n}嗯— 好香！{/n}
{Par}花びらが 風にそよぐ姿って、{/n}えもいわれぬ風情がありますわね。,{Par}花瓣随风摇曳的姿态、{/n}真是难以言喻的风情呢。
{Par}うわー！{/n}かわいい花だなぁ！{/n},{Par}哇—！{/n}好可爱的花啊！{/n}
{Par}きれいな お花が{/n}机をかざってるわ。{/n}さすが 女の子の部屋ね♥{/n},{Par}漂亮的花朵{/n}装饰着桌子呢。{/n}不愧是女孩子的房间呢♥
{Par}かわいらしく{/n}お花が活けられています。{/n}センスを感じさせますわね。,{Par}插着可爱的花朵。{/n}能感受到品味呢。{/n}
{Par}大きい鏡だ。{/n}全身が バッチリだね。{/n},{Par}是大镜子。{/n}全身都照得清清楚楚呢。{/n}
{Par}女の子には 必須アイテムの{/n}大きい姿見だわ。{/n}んーっと、問題なしっと♥,{Par}是女孩子必备的{/n}大穿衣镜呢。{/n}嗯—、没问题哦♥
{Par}とても大きな姿見ですわ。{/n}やはり、身だしなみは{/n}気をつけませんと…。,{Par}是非常大的穿衣镜呢。{/n}果然仪容仪表{/n}必须要注意呢…。
{Par}食器棚と小物入れかな？{/n}きれいに整理されてるね。{/n},{Par}是餐具柜和小物件收纳箱吧？{/n}整理得很干净呢。{/n}
{Par}家具も かわいく キマってるわね。いいなぁ。{/n},{Par}家具也搭配得很可爱呢。{/n}好羡慕啊。{/n}
{Par}小物入れや たなも{/n}お手入れが 行き届いていますわ。{/n},{Par}小物件收纳箱和架子{/n}也都打理得很周到呢。{/n}
{Par}きれいな台所は{/n}見ていて気持ちがいいね。{/n},{Par}干净的厨房{/n}看着就让人心情舒畅呢。{/n}
{Par}流し台だわ。{/n}ピカピカに みがいてあるわね。{/n}顔が写るかな？,{Par}是洗碗池。{/n}擦得亮晶晶的呢。{/n}能照出脸吗？
{Par}これは水道のように見えますけど、きっと そうではないに{/n}違いありません。,{Par}这个看起来像是水管、{/n}但肯定不是那样没错。
{Par}？？{/n}見慣れない道具が かかってるよ。{/n},{Par}？？{/n}挂着没见过的工具呢。{/n}
{Par}なぁに これ？{/n}ヘンな形の道具ね。{/n},{Par}这是什么？{/n}形状奇怪的工具呢。{/n}
{Par}これは お料理に使う{/n}道具でしょうか？{/n},{Par}这是做饭用的工具吗？{/n}{/n}
{Par}タンスだ。{/n}よそ様の家のものだから{/n}勝手にあけちゃいけない。,{Par}是衣柜。{/n}因为是别人家的东西{/n}不能擅自打开。
{Par}なんだか 立派なタンスだわ。{/n}つるつるに光って{/n}顔が写るくらい。,{Par}总觉得是气派的衣柜呢。{/n}光滑得发亮{/n}都能照出脸了。
{Par}タンスですわ。{/n}このレリーフは いったい{/n}何なのでしょう。,{Par}是衣柜呢。{/n}这浮雕到底是什么呢。{/n}
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}从侧面看也看不出什么。{/n}{/n}
{Par}板が見えるわ。{/n}それは 家具を{/n}横から見ているせいよ。,{Par}只能看到木板呢。{/n}那是因为{/n}在从侧面看家具啦。
{Par}ウルシとも違う、なかなか{/n}美しい質感の塗料を{/n}使ってらっしゃいますわね。,{Par}涂料与漆器有所不同、{/n}但是拥有相当美丽的质感呢。{/n}
{Par}むずかしそうな本が{/n}いっぱいだ。{/n},{Par}摆满了{/n}看起来很难懂的书。{/n}
{Par}字が読めないわ。…って、{/n}別に わたしの頭が悪いという{/n}意味じゃないんだからね！,{Par}看不懂字啦…{/n}才、才不是说{/n}我脑袋笨的意思哦！
{Par}立派な本だなですわね。{/n}それにともなって、中の本も{/n}立派なものばかりですわ。,{Par}真是气派的书柜呢。{/n}相应地、里面的书{/n}也全是些了不起的书呢。
{Par}テーブルの上にビンがおいてある。調味料かな？{/n},{Par}桌子上放着瓶子。{/n}是调味料吗？{/n}
{Par}正確にいうと、{/n}白い粉の入ったビンが二つ、{/n}テーブルの上におかれているわ。,{Par}准确地说、{/n}装着白色粉末的两个瓶子、{/n}放在桌子上呢。
{Par}塩とコショウとおぼしき{/n}粉の入ったビンですわ。{/n},{Par}是装着看似盐和胡椒粉的{/n}有粉末的瓶子呢。{/n}
{Par}大きいベッドだ。{/n}{/n},{Par}是大床。{/n}{/n}
{Par}えーっと、大きいベッドに{/n}枕が二つならんでるわね、うん。{/n},{Par}呃—、大床上{/n}并排放着两个枕头呢、嗯。{/n}
{Par}ダブルベッドですわね。{/n}{/n},{Par}是双人床呢。{/n}{/n}
{Par}小物入れとたなだよ。{/n}{/n},{Par}是小物件收纳箱和架子哦。{/n}{/n}
{Par}この部屋の家具は{/n}明るめの色でまとめられているわ。,{Par}这个房间的家具{/n}统一使用了明亮的颜色呢。
{Par}この部屋の家具だけは{/n}白木のものになっていますわ。{/n},{Par}只有这个房间的家具{/n}是白木的呢。{/n}
{Par}黒っぽい小だんすだよ。{/n}{/n},{Par}是偏黑色的小柜子哦。{/n}{/n}
{Par}落ちついた色の{/n}サイドボードだわ。{/n},{Par}是沉稳颜色的边柜呢。{/n}{/n}
{Par}こちらの部屋は{/n}今と同じ色調の家具ですわね。{/n},{Par}这个房间的家具{/n}是和客厅相同色调呢。{/n}
{Par}うわっ！{/n}台所は すごい状態だ！{/n},{Par}哇！{/n}厨房这状态糟透了！{/n}
{Par}うわーぁ。{/n}あんまりながめていたくないわね♨,{Par}呜哇—。{/n}真不想多看呢♨
{Par}どうやったら ここまで{/n}めちゃくちゃな状態になるのか、{/n}教えてほしいくらいですわ。,{Par}真想知道、究竟怎么才能{/n}弄成如此乱七八糟的状态、{/n}请务必告诉我呢。
{Par}暖炉だね。{/n}これまた すごい状態だけど。{/n},{Par}是壁炉呢。{/n}这个也是惨不忍睹的状态。{/n}
{Par}暖炉ね。{/n}というか、だったというべきか…♨,{Par}是壁炉呢。{/n}或者说、该说曾经是…♨
{Par}この暖炉も、相当の間{/n}ほったらかしになっていますわね。{/n},{Par}这个壁炉也是、{/n}被放置了相当长的时间呢。{/n}
{Par}古ぼけたタンスの中は{/n}からっぽだ。{/n},{Par}陈旧的衣柜{/n}里面空空如也。{/n}
{Par}タンスの扉が 一枚、{/n}はずれてなくなってるわ。{/n},{Par}衣柜的门板{/n}有一扇脱落不见了。{/n}
{Par}タンスの中は{/n}ホコリでいっぱいですわ。{/n},{Par}衣柜里面{/n}积满了灰尘呢。{/n}
{Par}ひからびてボロボロの{/n}台ふきんだ。{/n},{Par}是干巴巴破破烂烂的{/n}抹布。{/n}
{Par}ホコリまみれのぞうきんだわ…。{/n}{/n},{Par}沾满灰尘的抹布…。{/n}{/n}
{Par}ふきんが乾いて{/n}クチャクチャになっていますわ。{/n},{Par}抹布干得皱巴巴的了呢。{/n}{/n}
{Par}茶色いビンだ。{/n}中はからっぽだ。{/n},{Par}是棕色的瓶子。{/n}里面是空的。{/n}
{Par}飲めば飲みっぱなし。{/n}{/n},{Par}喝完了就随手一扔。{/n}{/n}
{Par}空っぽのビンが{/n}ホコリの海に浮かんでいますわ。{/n},{Par}空瓶子{/n}漂浮在灰尘的海洋里呢。{/n}
{Par}これまた すごいベッドだなぁ。{/n}ホコリが一面にかぶさってるよ♨{/n},{Par}这床也是够呛啊。{/n}灰尘覆盖了整个表面♨{/n}
{Par}ベッドは ほったらかしで{/n}ホコリが うっすらと{/n}全体をおおっているわ。,{Par}床被弃置不管、{/n}薄薄的灰尘{/n}覆盖了整个表面。
{Par}ホコリという名のシーツを{/n}かぶせたみたいですわね。{/n},{Par}简直像是盖上了{/n}名为灰尘的床单呢。{/n}
{Par}何だか ヘンな植物だ。{/n}くねくねしてる。{/n},{Par}感觉是奇怪的植物。{/n}弯弯曲曲的。{/n}
{Par}観葉植物だけど、{/n}想像を絶する{/n}ヘンな形だわねぇ♨,{Par}虽然是观叶植物、{/n}但形状超乎想象地{/n}很奇怪呢♨
{Par}見たこともない植物ですわね。{/n}なかなか ユーモラスな形状を{/n}してますわ。,{Par}是没见过的植物呢。{/n}形状相当的{/n}幽默呢。
{Par}となりにおいてある{/n}くねくねしたヘンな植物の絵だ。{/n},{Par}是放在旁边的{/n}弯弯曲曲的奇怪植物的画。{/n}
{Par}静物画ってやつね。どうやら、{/n}わきにある珍妙な植物を{/n}描いたみたいね。,{Par}是静物画呢。看来画的是{/n}旁边那株奇妙的植物。{/n}
{Par}絵がかかっていますわ。抽象画の{/n}ようにも見えますが、ここにある{/n}植物を描いたもののようですね。,{Par}挂着画呢。{/n}虽然看起来像抽象画、{/n}但画的似乎是这里的植物呢。
{Par}お皿やカップが入っているね。{/n}{/n},{Par}放着盘子和杯子呢。{/n}{/n}
{Par}食器棚だわ。{/n}かわいらしい感じで{/n}そろえているわね。,{Par}是餐具柜呢。{/n}搭配得很可爱的感觉呢。{/n}
{Par}食器の入っているたなですわ。{/n}きちんと整理されています。{/n},{Par}是放餐具的架子呢。{/n}整理得很整齐。{/n}
{Par}ここをながめていても{/n}何もいいことはありませんわ。{/n},{Par}就算盯着这里看{/n}也没什么好事呢。{/n}
{Par}サイドボードの上に{/n}花が乗っていますわ。{/n}きれいですね。,{Par}边柜上放着花呢。{/n}真漂亮呢。{/n}
{Par}つぼがおいてある。{/n}部屋の中に つぼなんかおいて{/n}何するんだろ？,{Par}放着坛子。{/n}在房间里放壶{/n}是要做什么呢？
{Par}つい つぼの中を のぞいて{/n}みたくなるけど、わたしの{/n}プライドがそれをさせないのよね。,{Par}虽然忍不住想{/n}看看壶里面、{/n}但我的自尊不允许呢。
{Par}つぼですわ。{/n}なかなか立派そうなものですね。{/n},{Par}是壶啊。{/n}看起来相当气派呢。{/n}
{Par}食器の入った大きなたなだ。{/n}すごく いっぱい入ってる。{/n},{Par}是放餐具的大架子。{/n}装得满满当当的。{/n}
{Par}キッチンのすぐ後ろに{/n}大きな食器だな…機能的ね。{/n},{Par}厨房正后方{/n}放着大碗柜…很实用呢。{/n}
{Par}とても きれいな食器だなですわ。{/n}{/n},{Par}是非常漂亮的餐具柜呢。{/n}{/n}
{Par}すごく開放的な台所だね！{/n}{/n},{Par}好开阔的厨房啊！{/n}{/n}
{Par}こんなキッチンでケーキが作れたらいいだろうなぁ…！{/n},{Par}能在这样的厨房做蛋糕就好了啊…！{/n}
{Par}とても美しく、かつ機能的な{/n}システムキッチンですわ。{/n},{Par}是非常美观又实用的{/n}系统厨房呢。{/n}
{Par}うわぁ、こういうオープンな{/n}キッチン、あこがれてたのよね！{/n}いいなぁ…。,{Par}哇啊、这种开放式厨房、{/n}我一直很向往呢！{/n}真好啊…。
{Par}毛布が たたまれて おいてある。{/n}{/n},{Par}叠好的毯子{/n}就放在那里。{/n}
{Par}なんで こんなとこに毛布が？{/n}…そっか、押入がないんだわ。{/n},{Par}为什么这种地方有毯子？{/n}…啊、因为没有壁橱嘛。{/n}
{Par}たなの上には ナゾな{/n}薬品みたいなものがありますわね。,{Par}架子上放着的像是{/n}谜之药品的东西呢。
{Par}小さな鏡がかかってるね。{/n}うーん、ちょっと{/n}高いとこにあるなぁ♨,{Par}挂着一面小镜子呢。{/n}唔—、位置有点高呢♨{/n}
{Par}あ、鏡 発見！{/n}身だしなみを チェック チェック♥,{Par}啊、发现了镜子！{/n}检查仪容 检查检查♥{/n}
{Par}鏡がありますわ。{/n}一点のくもりもなく{/n}みがかれていますわね。,{Par}有面镜子呢。{/n}被擦拭得{/n}一点污痕都没有呢。
{Par}よれよれしてるけど、{/n}元気がないわけじゃないみたい。{/n}こういう花なんだね。,{Par}虽然蔫蔫的、{/n}但似乎不是没精神。{/n}就是这种花呢。
{Par}これまた{/n}シュールな形の花だわね。{/n},{Par}这又是一朵{/n}形状超现实的花呢。{/n}
{Par}重厚な台の上に、一輪挿しの花が{/n}くにゃくにゃしてますわ。{/n},{Par}厚重的台子上、{/n}插在单枝花瓶里的花{/n}软趴趴的呢。
{Par}山と空に浮かんだ岩の絵だ。{/n}セフィーロの風景を{/n}描いたものだね。,{Par}是山和漂浮在空中的岩石的画。{/n}画的是锡菲罗的风景呢。{/n}
{Par}山のそばに姿を見せた{/n}未確認飛行物体…{/n}という絵じゃないみたいね♨,{Par}画着山边出现的{/n}不明飞行物什么的…{/n}不像是那种画呢♨
{Par}セフィーロの風景画ですわ。{/n}岩が空に浮かんでるなんて、{/n}つくづく 不思議ですわね。,{Par}是锡菲罗的风景画呢。{/n}岩石浮在空中什么的、{/n}真是不可思议呢。
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}已经什么都没有了哦。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经找不到{/n}任何东西了呢。{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了呢。{/n}
{Par}セラの家、メチャクチャだ…。{/n}{/n},{Par}塞拉的家、一塌糊涂…。{/n}{/n}
{Par}ひどい…！{/n}{/n},{Par}太惨了…！{/n}{/n}
{Par}セラさん、{/n}どうなさるんでしょう…。{/n},{Par}塞拉小姐、{/n}会怎么做呢…。{/n}
{Par}岩が積みあがっている。{/n}どうにかすれば こわせるかも…？{/n},{Par}岩石堆积着。{/n}想办法的话或许能破坏掉…？{/n}
{Par}行き止まりだわ。{/n}でも ここの岩、よそと{/n}ちょっと 感じが違うわね。,{Par}是死路呢。{/n}但这儿的岩石、{/n}感觉和其他地方有点不同呢。
{Par}この岩は、たたくと 音が{/n}違いますわ。もしかしたら{/n}この岩の向こうは…？,{Par}敲这块岩石的话、{/n}声音不一样呢。{/n}说不定这岩石后面是…？
