{Par}マジックナイト,{Par}魔法骑士
ま それはともかく、{/n}湖の怪物をやっつけようなんて{/n}考えない方がいいわよ。,总之别想着{/n}找湖中的怪物报仇啦。{/n}
おかあさんも{/n}心配してるんだから。{/n},你妈妈会担心的。{/n}{/n}
大きなお世話だよっ！{/n}{/n},要你管！{/n}{/n}
ぜったい あの怪物は{/n}やっつけてやるんだから！{/n}…今に見てろよ！,绝对要打倒那怪物！{/n}…给我等着瞧！{/n}
{Par}あの怪物め…{/n}今度やってきたら…！{/n},{Par}那怪物…{/n}下次再来就…！{/n}
{Par}湖の精獣か…{/n}どれだけ あそこで{/n}ああしてたんだろう？,{Par}湖中精兽啊…{/n}到底在那里{/n}待了多久了呢？
ボクなんか、{/n}ちっぽけな存在なんだなあ…。{/n},像我这样的存在{/n}真是渺小啊…{/n}
{Par}息子のネロは{/n}思いこみがはげしくってなぁ！{/n},{Par}儿子涅罗的死脑筋{/n}真让人头疼！{/n}
今も、ウワサにしかすぎない{/n}{var0}なんぞになると{/n}きかないのだ。,现在又说什么要成为{/n}虚无缥缈的{var0}…{/n}
あんたら、よかったら 少し{/n}話し相手になって、あのコの頭を{/n}冷やしてやってくれねぇかい？,你们方便的话{/n}能陪那孩子聊聊、{/n}让他冷静一下吗？
{Par}ネロは あんな きかん坊だから{/n}なかなか ひとの言うことを{/n}きかないんだ。失礼したね。,{Par}涅罗那孩子太固执了{/n}总是不听人劝。{/n}真是抱歉啊。
そうそう、よかったら{/n}まけとくからさ、{/n}泊まっていきなよ。,对了、不嫌弃的话{/n}住宿可以打折哦、{/n}要住下吗？
はい{/n},好{/n}
いいえ{/n},不了{/n}
{Par}そうかい？{/n}その気になったら{/n}いつでも来てくれよ！,{Par}这样啊？{/n}改变主意的话{/n}随时欢迎！
{Par}そうか！{/n}ゆっくりしてってくれよ。{/n},{Par}太好了！{/n}请好好休息吧。{/n}
{Par}よかったよ。{/n}とにもかくにも{/n}ネロが無事でさ。,{Par}太好了。{/n}不管怎么说{/n}涅罗平安无事就好。
{Par}きれいな青色の玉のついた柱だ。{/n}{/n},{Par}镶嵌漂亮蓝珠的柱子。{/n}{/n}
{Par}青い玉のついた…街灯かしら？{/n}ライリーにも{/n}同じものが あったわね。,{Par}蓝色珠子装饰的…街灯？{/n}莱利村也有一样的呢。{/n}
{Par}街灯でしょうか？{/n}ライリーにあったものと{/n}よく似ていますわ。,{Par}是街灯吗？{/n}和莱利的款式{/n}很相似呢。
{Par}「セフィーロ博物館 のぼって奥{/n}  宿屋 路地入って 左」{/n}  …と書いてある。,{Par}「锡菲罗博物馆 上行直走{/n}   旅馆 巷子左转」{/n}…这么写着。
{Par}「セフィーロ博物館 のぼって奥{/n}  宿屋 路地入って 左」か…。{/n}「セフィーロ博物館」ねぇ。,{Par}「锡菲罗博物馆 上行直走{/n}   旅馆 巷子左转」啊…{/n}「锡菲罗博物馆」呢。
{Par}上下で二方向の看板ですわ。{/n}「セフィーロ博物館 のぼって奥{/n}  宿屋 路地入って 左」…。,{Par}上下双向指示牌呢。{/n}「锡菲罗博物馆 上行直走{/n}   旅馆 巷子左转」…。
{Par}果物や野菜のお店だ。{/n}色とりどりで きれいだね。{/n},{Par}蔬果店。{/n}五颜六色真漂亮。{/n}
{Par}果物が たくさんおいてあるわ。{/n}お金をおいたら持っていっていい{/n}というタイプのお店なのかしら？,{Par}摆满水果的摊位。{/n}是自助购物类型吗？{/n}
{Par}お店の人がいませんわね。{/n}村の方々は お互いを{/n}信用しているということですわね。,{Par}没有店员呢。{/n}村民们真是{/n}互相信任啊。
{Par}お店を横から見たところだ。{/n}とくに変わったところはないよ。{/n},{Par}摊位的侧面。{/n}没什么特别的。{/n}
{Par}露店（ろてん）を{/n}横から見たところだわ。{/n}ちょっと 汚いかな？,{Par}路边摊位的侧面。{/n}有点脏兮兮的呢？{/n}
{Par}正面はともかく、側面は ふだん{/n}人目に付かないからか、装飾が{/n}おざなりになっていますわね。,{Par}正面姑且不论、{/n}侧面平时没人注意、{/n}所以装饰很敷衍呢。
{Par}食料品のお店だわ。{/n}果物が新鮮で おいしそう。{/n},{Par}食品店呢。{/n}水果新鲜诱人。{/n}
{Par}食べ物を売っている お店ですわ。{/n}この村の 食生活は{/n}豊かでいらっしゃるようですわね。,{Par}卖食品的店铺啊。{/n}看来村民的饮食很丰富呢。{/n}
{Par}このエレベーターを{/n}動かす機械だね。{/n},{Par}这是驱动电梯的机械吧。{/n}{/n}
{Par}ほんとに こんな小さな機械で{/n}このエレベーターを{/n}動かしてるのかしら？,{Par}真的靠这么小的机械{/n}就能驱动这个电梯吗？{/n}
{Par}エレベータを動かす機械ですわね。それにしても、なぜこんなところにエレベータがあるのでしょう？,{Par}驱动电梯的机械呢。{/n}话说回来、为什么{/n}这里会有电梯呢？
{Par}赤い宝玉だ。{/n}すごく 大きいなぁ！{/n},{Par}红色宝玉。{/n}好大啊！{/n}
{Par}橋の両端に{/n}大きな赤い宝玉があるわ。{/n}いったい何の意味があるのかしら？,{Par}桥头两端各有一个{/n}巨大的红色宝玉。{/n}到底有什么含义呢？
{Par}湖に向けて大きな宝玉が{/n}二つならんでいますわね。{/n}何かを祭るものなのでしょうか？,{Par}面向湖泊的巨大宝玉{/n}成对排列着呢。{/n}是在祭祀什么吗？
{Par}虹のアミュレット（黄）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（黄）！{/n}{/n}
{Par}虹のアミュレット（黄）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（黄）！{/n}{/n}
{Par}虹のアミュレット（黄）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（黄）！{/n}{/n}
{Par}ベンチだ。{/n}{/n},{Par}长椅。{/n}{/n}
{Par}ベンチだわ。{/n}恋人たちが愛を語らうための{/n}ベンチだわ。,{Par}长椅呢。{/n}给恋人谈情说爱用的嘛。{/n}
…なんちゃって。{/n}{/n},…开玩笑的。{/n}{/n}
{Par}ベンチがありますわ。{/n}ひなたぼっこが{/n}したくなりますわね。,{Par}有长椅呢。{/n}让人想晒晒太阳。{/n}
{Par}ベンチを横から見たところだ。{/n}{/n},{Par}长椅的侧面。{/n}{/n}
{Par}ベンチを 横から見ていたって{/n}うれしいことはないわね。{/n},{Par}盯着长椅的侧面{/n}也没什么意思呢。{/n}
{Par}ベンチは すわって ひなたぼっこをするところで、横からながめる{/n}ためのものでは ありませんわ。,{Par}长椅是用来坐的、{/n}不是给人欣赏侧面的呀。{/n}
{Par}暖炉だ。{/n}火は入ってない。{/n},{Par}壁炉。{/n}没有生火。{/n}
{Par}暖炉がある家って、{/n}あこがれちゃうなぁ。{/n},{Par}有壁炉人家啊、{/n}真令人向往呢。{/n}
{Par}抽象画がかけられていますわ。{/n}{/n},{Par}挂着抽象画。{/n}{/n}
{Par}壁にかかってる{/n}この箱は 何かな？{/n},{Par}墙上这个箱子{/n}是什么呀？{/n}
{Par}壁に箱がかかってるわ。{/n}何かを入れておくものでしょうね。,{Par}墙上挂着箱子。{/n}收纳用的吧。{/n}
{Par}手紙入れでしょうか。重要な手紙は手紙入れに入れておくと かえって{/n}見つかりにくいものですわ。,{Par}像是信箱呢。{/n}重要信件放在信箱里{/n}反而容易找不到呢。
{Par}丸いテーブルだ。{/n}{/n},{Par}圆桌。{/n}{/n}
{Par}丸いテーブルね。{/n}円卓のマジックナイト…{/n}なんちゃって。,{Par}圆桌嘛。{/n}圆桌魔法骑士…{/n}开玩笑的啦。
{Par}丸いテーブルですわ。{/n}緑色のマットが張られていて、{/n}カジノを連想してしまいますわね。,{Par}圆桌呢。{/n}绿色的桌布{/n}让人联想到赌场呢。
{Par}ランプだ。{/n}もし倒れたら たいへんだ。{/n},{Par}油灯。{/n}倒了可不得了。{/n}
{Par}背の高いランプだわ。{/n}かっこいいなぁ。{/n},{Par}高脚油灯。{/n}好帅气啊。{/n}
{Par}ランプですわ。ここまでくると{/n}機能性よりも インテリア性が{/n}重要視されていますわね。,{Par}这盏油灯更注重{/n}装饰性而非实用呢。{/n}
{Par}ランプだ。{/n}かさのついた{/n}スタンドタイプだね。,{Par}台灯。{/n}是带灯罩的款式。{/n}
{Par}ランプだわ。{/n}わたしたちにも{/n}なじみのある形ね。,{Par}台灯呢。{/n}对我们的世界来说{/n}也是熟悉的款式呢。
{Par}ランプですわ。{/n}ランプシェードが透けていて、{/n}光の透過率が よさそうですわね。,{Par}台灯。{/n}灯罩是半透明的。{/n}透光性很好的样子。
{Par}タンスだ。{/n}よそ様の家のものだから{/n}勝手にあけちゃいけない。,{Par}衣柜。{/n}别人家的东西{/n}不能擅自打开。
{Par}背の高いタンスだわ。{/n}威圧感があって、{/n}なんだか 押し倒されそうね。,{Par}高大的衣柜。{/n}压迫感十足、{/n}仿佛要倒下来。
{Par}観音開きのタンスですわ。{/n}{/n},{Par}对开式的衣柜呢。{/n}{/n}
{Par}ま、魔物の絵が立てられている！{/n}{/n},{Par}魔、魔物画像！{/n}{/n}
{Par}机の上に魔物の絵がおいてあるわ！ま、魔物フェチ…。{/n},{Par}桌上摆着魔物画像！{/n}是魔物爱好者啊…{/n}
{Par}魔物の絵がおいてありますわ。{/n}ここの方、魔物マニアで{/n}いらっしゃいますのね…。,{Par}魔物画像呢。{/n}这里的主人{/n}是魔物爱好者吧…。
{Par}ぴかぴかなキッチンだ。{/n}{/n},{Par}闪闪发亮的厨房。{/n}{/n}
{Par}こぢんまりとしたキッチンね。{/n}ちょっと せまい感じがするかな。{/n},{Par}小巧的厨房。{/n}感觉有点挤呢。{/n}
{Par}部屋のスミにセットされるべく{/n}設計されたキッチンですわ。{/n}少し きゅうくつですけれど。,{Par}设计在角落的厨房。{/n}虽然有点局促。{/n}但功能齐全呢。
{Par}落ちつかない感じの壁紙に{/n}絵がかけられている。{/n},{Par}令人不安的壁纸上{/n}画着抽象画。{/n}
{Par}抽象画だわ。{/n}寒色系でまとめられているわね。{/n},{Par}抽象画。{/n}以冷色调为主呢。{/n}
{Par}抽象画ですわ。{/n}壁紙と相まって、{/n}目が回りそうですわね。,{Par}抽象画啊。{/n}和壁纸搭配得{/n}让人眼花缭乱呢。
{Par}きれいな花が かざってあるね。{/n}{/n},{Par}装饰着漂亮的花。{/n}{/n}
{Par}花が かざってあるわ。{/n}ここが東京だったら、いかにも{/n}電話がおいてありそうな場所よね。,{Par}装饰用的鲜花。{/n}要是在东京的话{/n}是该放电话的位置呢。
{Par}お花が 生けてありますわ。{/n}ひとの心をなごませる{/n}細やかな気づかいですわね。,{Par}装饰着鲜花呢。{/n}让人心情平和的贴心之举呢。{/n}
{Par}すごく開放的な台所だね！{/n}{/n},{Par}开放式厨房！{/n}{/n}
{Par}広いキッチンねぇ！{/n}こんなキッチンでケーキが作れたらいいだろうなぁ…。{/n},{Par}好宽敞的厨房！{/n}好想在这里做蛋糕啊…{/n}
{Par}とても美しく、かつ機能的な{/n}システムキッチンですわ。{/n},{Par}美观又实用的{/n}整体厨房呢。{/n}
{Par}きれいな花が かざってあるわ。{/n}自然と 顔がほころんじゃうわね。{/n},{Par}美丽的装饰花。{/n}让人不由地露出笑容呢。{/n}
{Par}ところで、タンスの大きさの割に{/n}脚が 細すぎるような気がします{/n}けれど…大丈夫なのでしょうか？,{Par}话说回来、这么大的衣柜{/n}腿却这么细…{/n}真的没问题吗…？
{Par}セフィーロの風景を描いた{/n}絵が かけられている。{/n},{Par}锡菲罗风景画。{/n}{/n}
{Par}風景画だわ。やっぱり、{/n}岩が空に浮かんでいるのって{/n}ヘンよね！,{Par}是风景画呢。{/n}岩石浮在空中什么的{/n}果然很奇怪吧！
{Par}セフィーロの風景画ですわ。{/n}これが おだやかだったころの{/n}セフィーロですのね…。,{Par}锡菲罗风景画。{/n}这是和平时期的{/n}锡菲罗吧…。
{Par}宿屋さんの帳簿かな？{/n}{/n},{Par}旅馆的账本？{/n}{/n}
{Par}開きっぱなしのノートがあるわ。{/n}宿帳かしらね。{/n},{Par}摊开的笔记本。{/n}像是住宿登记簿。{/n}
{Par}宿帳と思われるファイルが{/n}開いたままになっていますわ。{/n},{Par}打开着的住宿登记簿。{/n}{/n}
{Par}ツボがある。{/n}どうして こんなところに{/n}おいてあるんだ？,{Par}陶壶。{/n}为什么放在这里？{/n}
{Par}カウンターの上に{/n}ツボがおいてあるわ。{/n}…何に使うのかしら？,{Par}柜台上放着陶壶。{/n}…做什么用的？{/n}
{Par}ふしぎですわねぇ。{/n}カウンターの真ん中に ツボを{/n}おいていらっしゃいますわ。,{Par}真是奇怪呢。{/n}柜台正中摆放着陶壶{/n}是为什么呢？
{Par}青い表紙の分厚い本だ。{/n}{/n},{Par}蓝色封面的厚书。{/n}{/n}
{Par}カウンターの上に{/n}本がおいてあるわ。{/n}…何の本なのかしら？,{Par}柜台上放着书。{/n}…什么内容呢？{/n}
{Par}青いカバーの本がありますが、{/n}表紙だけでは その内容を{/n}うかがい知ることはできませんわ。,{Par}蓝色封面的书。{/n}光看封面的话{/n}猜不出是什么内容呢。
{Par}大きいビンが{/n}カウンターに乗っている。{/n},{Par}大罐子。{/n}摆在柜台上。{/n}
{Par}大きい空のビンがおいてあるわ。{/n}インテリアとして{/n}おいてあるのかしら？,{Par}空的大罐子。{/n}是装饰品吗？{/n}
{Par}空のビンがおいてありますわねぇ。いったい 何に{/n}お使いになるのでしょう？,{Par}空罐子摆这里{/n}做什么用的呢？{/n}
{Par}とても大きい水晶がある。{/n}ふしぎなパワーを{/n}秘めているかのようだ。,{Par}蕴含着神秘力量的{/n}巨大的水晶。{/n}
{Par}すごい宝玉！{/n}もし こんなのが家にあったら、{/n}ぜったい家宝にしちゃうわね。,{Par}好大的宝玉！{/n}要是我家有这种宝物、{/n}绝对要当传家宝！
{Par}大きな水晶球がありますわ。{/n}たいへんに{/n}価値のあるものなのでしょうね。,{Par}巨大的水晶球。{/n}价值连城的样子呢。{/n}
{Par}「調理場につき入らないで下さい。  食堂は左入って奥になります」{/n}  …って書いてある。,{Par}「厨房重地请勿进入{/n}   餐厅左转直走」{/n}…的告示。
{Par}「調理場につき入らないで下さい。  食堂は左入って奥になります」{/n}  …なるほど。,{Par}「厨房重地请勿进入{/n}   餐厅左转直走」{/n}…原来如此。
{Par}「調理場につき入らないで下さい。  食堂は左入って奥になります」{/n}  …すごいレイアウトですわね。,{Par}「厨房重地请勿进入{/n}   餐厅左转直走」{/n}…布局真特别呢。
{Par}矢印の描かれた札が{/n}下がっている。{/n},{Par}画着箭头的指示牌。{/n}{/n}
{Par}左を指した矢印の札が{/n}かかってるわ。{/n},{Par}指向左的箭头指示牌。{/n}{/n}
{Par}矢印の札ですわ。{/n}左のろうかの奥に{/n}行けということですわね。,{Par}箭头指示牌呢。{/n}往左边走廊走的意思呢。{/n}
{Par}とびらは開かない。中から{/n}カギが かかってるみたいだ。{/n},{Par}门打不开。{/n}里面好像被反锁了。{/n}
{Par}こっちからは 開かないみたいね。{/n}{/n},{Par}这边好像打不开呢。{/n}{/n}
{Par}ドアは びくともしませんわ。{/n}こちらから開けるのは{/n}無理のようですわね。,{Par}门纹丝不动。{/n}从外面是打不开的呢。{/n}
{Par}湖に面した窓だ。{/n}なんて いい景色なんだろう！{/n},{Par}面向湖面的窗户。{/n}景色绝佳！{/n}
{Par}うわぁ、ベランダから{/n}湖がバッチリ見えるわ。{/n}すてきね！,{Par}哇、从阳台{/n}能清楚看到湖面呢。{/n}太美了！
{Par}湖が 一望の下に見渡せますわ。{/n}すばらしい景色ですわね。{/n},{Par}湖景尽收眼底。{/n}绝佳的观景处。{/n}
{Par}こういうの、{/n}出窓っていうのよね。{/n},{Par}这种叫做飘窗对吧。{/n}{/n}
{Par}出窓からだと、湖の景色が{/n}よりいっそう 引き立ちますわね。{/n},{Par}飘窗让湖景{/n}更加迷人呢。{/n}
{Par}「お食事時間は ご相談ください」{/n}  …って書いてある。{/n},{Par}「用餐时间可商议」{/n}  …这么写着。{/n}
{Par}「お食事時間は ご相談ください」{/n}  …ですって。{/n}わがままを聞いてくれるみたいね。,{Par}「用餐时间可商议」{/n}  …好贴心呢。{/n}
{Par}「お食事時間は ご相談ください」{/n}  …と書いてありますわ。{/n},{Par}「用餐时间可商议」{/n}  …这么写着呢。{/n}
{Par}こんな景色を見ながら{/n}お食事できたらいいでしょうねぇ！,{Par}能在这种景色中用餐{/n}一定很棒吧！{/n}
{Par}…無理なレイアウトの謎が{/n}とけましたわね。湖に面した部屋を食堂にするためだったんですわ。,{Par}…不合理布局的谜团{/n}终于解开了呢。是为了把{/n}面向湖面的房间作为餐厅啊。
{Par}食器の入った たなだ。{/n}きれいに整理されている。{/n},{Par}放着餐具的柜子。{/n}收拾得井井有条。{/n}
{Par}色とりどりの きれいなお皿が{/n}並んでいるわ。{/n},{Par}摆着五颜六色的漂亮盘子。{/n}{/n}
{Par}食器のたなですわね。{/n}透明感のある お皿が{/n}きれいですわ。,{Par}餐具柜呢。{/n}透明质感的盘子{/n}真漂亮。
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}侧面看不出什么。{/n}{/n}
{Par}板が見えるわ。{/n}それは 家具を{/n}横から見ているせいよ。,{Par}看到木板了。{/n}因为这是家具的侧面啊。{/n}
{Par}ウルシとも違う、なかなか{/n}美しい質感の塗料を{/n}使ってらっしゃいますわね。,{Par}涂料与漆器有所不同、{/n}但是拥有相当美丽的质感呢。{/n}
{Par}広くて使いやすそうな台所だ。{/n}{/n},{Par}宽敞实用的厨房。{/n}{/n}
{Par}すばらしいキッチンだわ。{/n}一日だけでもいいから{/n}貸してもらいたくなっちゃうわね。,{Par}理想中的厨房！{/n}哪怕只有一天也好{/n}好想借来用用看呢。
{Par}このキッチン、これでもまだせまいのでしょうね。一度に大量の料理を作ることもあるでしょうから…。,{Par}这么大的厨房还说小、{/n}平时要做很多料理吧…{/n}
{Par}湖の絵だ。{/n}{/n},{Par}湖景画。{/n}{/n}
{Par}湖の絵だわ。{/n}水の蒼が鮮やかね。{/n},{Par}湖景画呢。{/n}水是鲜艳的苍蓝色。{/n}
