{Par}マジックナイト,{Par}魔法骑士
{Par}きゃあ！{/n}こ、こんなものまで！{/n},{Par}呀啊！{/n}居、居然连这种东西都有！{/n}
{Par}大きな大砲が…{/n}こんなものまで{/n}必要なのでしょうか？,{Par}巨大的炮身…{/n}连这种东西{/n}都是必要的吗？
{Par}大きな木箱だ。{/n}武器の材料が入ってるのかな？{/n},{Par}好大的木箱。{/n}里面装着武器材料吗？{/n}
{Par}大きなハコの中身は何かしら？{/n}ちょっと 気になるわね。{/n},{Par}大箱子里装着什么呢？{/n}有点在意呢。{/n}
{Par}箱の上はもちろん、床にも ホコリ{/n}一つ 落ちていませんわ。プレセア{/n}さんって、きれい好きなのですね。,{Par}不但箱子上、连地板{/n}都一尘不染呢。{/n}普蕾西娅小姐真是爱干净呢。
{Par}きれいな花だ。{/n}うーん、いい香り！{/n},{Par}好漂亮的花。{/n}嗯～好香！{/n}
{Par}観葉植物だわ。それに 窓から{/n}さしこむ光があたって…{/n}なかなか悪くない部屋だわね。,{Par}是观叶植物呢。再加上{/n}从窗户透进来的光线…{/n}房间氛围挺不错的嘛。
{Par}セフィーロの植物は、見た目は{/n}わたくしの知っている植物と{/n}同じように見えますわね。,{Par}锡菲罗的植物、外观看起来{/n}和我所知的植物{/n}似乎没什么两样呢。
{Par}家の中もいいけど、{/n}外で 元気よく{/n}育ててあげたいなぁ。,{Par}养在屋里也不错、{/n}不过更想放在外面{/n}让它们茁壮成长呢。
{Par}観葉植物だわ。それに{/n}窓からさしこむ光があたって…{/n}なかなか悪くない部屋だわね。,{Par}是观叶植物呢。再加上{/n}从窗户透进来的光线…{/n}房间氛围挺不错的嘛。
{Par}セフィーロの植物は、見た目は{/n}わたくしの知っている植物と{/n}同じように見えますわね。,{Par}锡菲罗的植物、外观看起来{/n}和我所知的植物{/n}似乎没什么两样呢。
{Par}花ビンかなぁ、これ。{/n}{/n},{Par}是花瓶吗、这个。{/n}{/n}
{Par}サイドテーブルも 小物も、{/n}なかなか いい趣味で{/n}まとまってるわ。,{Par}边桌和小物件{/n}搭配得很有品味呢。{/n}
{Par}きっちり きれいに{/n}整とんされていますわ。{/n},{Par}收拾得整整齐齐{/n}干干净净的呢。{/n}
{Par}風通しがいいって、{/n}いいことだよねっ！{/n},{Par}通风良好{/n}是件好事呢！{/n}
{Par}カーテンが さわやかな風に{/n}なびいているわ。{/n},{Par}窗帘随着清爽的风{/n}轻轻摇曳呢。{/n}
{Par}ナゾな形の小物がありますわね。{/n}本当に ふしぎな形ですわ…。{/n},{Par}有形状奇特的小物件呢。{/n}真是不可思议的形状…。{/n}
{Par}なんだか あたたかい感じのする{/n}ライトだね。{/n},{Par}总觉得是盏给人温暖感觉的{/n}灯呢。{/n}
{Par}この光を見ていると{/n}心が落ちつくみたい。{/n},{Par}看着这光芒{/n}心情好像平静下来了。{/n}
{Par}家全体を包み込むような…{/n}不思議な光ですわね。{/n},{Par}仿佛包裹着整个屋子的…{/n}不可思议的光芒呢。{/n}
{Par}たしか この辺を{/n}プレセアはいじっていたような…{/n},{Par}记得普蕾西娅刚才{/n}在这附近摆弄过什么…{/n}
スイッチみたいなものは{/n}見つからないなぁ♨{/n},像是机关的东西{/n}却找不到呢♨{/n}
{Par}プレセアが この辺をいじったら{/n}オリが上がっていったのよね！{/n},{Par}刚才普蕾西娅摆弄这里{/n}笼子就升上去了呀！{/n}
うそ…何も見つからないわ♨{/n}{/n},骗人…什么都找不到嘛♨{/n}{/n}
{Par}このあたりに オリを上げ下げする{/n}ひみつのスイッチがあるはずです。,{Par}这附近应该有控制笼子升降的{/n}秘密机关才对。
プレセアさんは たしか、{/n}このあたりを ごそごそ{/n}まさぐっていましたもの。,普蕾西娅小姐当时确实、{/n}在这附近窸窸窣窣{/n}摸索过的呀。
…見つかりませんわ。{/n}よほど うまく カモフラージュ{/n}されているんですのね♨,…找不到呢。{/n}肯定是做了非常巧妙的{/n}伪装处理吧♨
{Par}カベ一面 本の山だ！{/n}{/n},{Par}整面墙都是书山！{/n}{/n}
{Par}本だなで おおわれていて、{/n}カベが見えないわ。{/n},{Par}被书架覆盖着{/n}连墙壁都看不见了。{/n}
{Par}床から天井まで 本だなですわ。{/n}たいへんな 蔵書家で{/n}いらっしゃいますわね。,{Par}从地板到天花板全是书架呢。{/n}真是位不得了的{/n}藏书家呢。
{Par}この辺にも きっと スイッチが…{/n}{/n},{Par}这附近肯定有机关…{/n}{/n}
ないなぁ。{/n}{/n},没有呢。{/n}{/n}
{Par}プレセアが この辺をいじったら{/n}ひみつのドアが開いたのよね！{/n},{Par}普蕾西娅碰了这里后{/n}暗门就打开了！{/n}
うそ…何も見つからないわ♨{/n}{/n},骗人…什么都没找到嘛♨{/n}{/n}
{Par}このあたりに、ひみつのドアを開くスイッチが あるはずですわ。{/n},{Par}这附近应该有{/n}开启暗门的机关才对。{/n}
…見つかりませんわ。{/n}よほど うまく カムフラージュ{/n}されているんですのね♨,…找不到呢。{/n}隐藏得真巧妙啊♨{/n}
{Par}この本だな…開いたよね？{/n}{/n},{Par}这个书架…打开了对吧？{/n}{/n}
{Par}この本だなが…この本だなが{/n}奥に引っ込んだのよー！{/n},{Par}这个书架…这个书架{/n}往里面缩进去了！{/n}
{Par}プレセアさんのおたくは、{/n}何だか しかけだらけですわね。{/n},{Par}普蕾西娅小姐的工坊{/n}真是机关重重呢。{/n}
きっと プレセアさん、{/n}そういうのが大好きなんですわ。{/n},她一定非常{/n}喜欢这类机关吧。{/n}
{Par}大きなとびらだ。{/n}びくとも動かないよ♨{/n},{Par}巨大的门扉。{/n}纹丝不动呢♨{/n}
{Par}石造りのとびらだわ。{/n}けっても たたいても{/n}開かないわね。,{Par}是石造的门扉。{/n}怎么踢怎么敲{/n}都打不开。
{Par}とびらは かたく{/n}閉ざされていますわ。{/n},{Par}门扉被紧紧{/n}封闭着。{/n}
{Par}開いた？{/n}{/n},{Par}打开了？{/n}{/n}
{Par}とびらが{/n}開くようになっているわ。{/n},{Par}门扉{/n}可以打开了。{/n}
{Par}このとびら、今度は開きましたわ。{/n},{Par}这扇门、这次能打开了呢。{/n}
