{Par}マジックナイト,{Par}魔法骑士
{Par}魔物は出なくなった。{/n}通行を許可する。{/n},{Par}魔物已经消失了。{/n}现在允许通行。{/n}
{Par}魔物は出なくなったとはいえ、{/n}むやみやたらな外出は{/n}奨励できないな。,{Par}虽说魔物消失了、{/n}但随便外出的话{/n}还是不提倡的。
{Par}外に出たいのか？{/n}{/n},{Par}想出去？{/n}{/n}
だったら、村長の許しを{/n}えてくることだな。{/n},那就去取得{/n}村长的许可吧。{/n}
{Par}{var0}という者たちが{/n}魔物を倒すまで、危ないから{/n}通ってはいけません。,{Par}在{var0}他们{/n}消灭魔物之前、{/n}这里很危险不能通过。
{Par}わが村のほこり、セフィーロの{/n}魔術師、ルキノさまが{/n}魔物を倒してくださった。,{Par}我们村的骄傲、{/n}锡菲罗首席魔法师{/n}卢基诺大人消灭了魔物。
通ってよし！{/n}{/n},允许通行！{/n}{/n}
{Par}魔物は現れなくなったが、{/n}あんまり 村の外へ出ちゃ{/n}いけないよ、危ないから。,{Par}魔物虽然不出现了、{/n}但还是别随便出村{/n}很危险的。
{Par}魔物といい、最近多い地震といい{/n}異常な天気といい…{/n},{Par}魔物、最近频繁的地震、{/n}还有异常天气…{/n}
エメロード姫が{/n}どうかされたんじゃないかと{/n}もっぱらのウワサなんだ。,大家都在传言说{/n}艾美诺公主{/n}是不是出事了。
あんたたち、何か知らないかい？{/n}{/n},你们知道什么吗？{/n}{/n}
{Par}確かに この辺の魔物は{/n}減ったようだが、どうにも{/n}不安がぬぐい去れない！,{Par}这附近的魔物{/n}确实减少了、但是{/n}不安感却总是抹不去！
こんなときは エメロード姫の{/n}御尊顔を拝見したいものだが…。{/n},这种时候真想一睹{/n}艾美诺公主的尊容啊…{/n}
{Par}聞いたかい、あんたたち。{/n}エメロード姫のウワサを！{/n},{Par}你们听说了吗。{/n}艾美诺公主的传闻！{/n}
さらわれたとか、{/n}事故で亡くなったとか{/n}勝手なこと言いやがってなぁ！,说什么被绑架了、{/n}意外身亡了{/n}尽是些胡言乱语！
そんなこと{/n}あるわけねぇじゃねぇか、なぁ！{/n},这种事情{/n}怎么可能嘛、对吧！{/n}
{Par}あんたら、日記は{/n}ちゃんと つけてるかい？{/n},{Par}你们有好好{/n}写日记吗？{/n}
あたしなんか 日記をつけないと{/n}落ちついて眠れないんだよ。{/n}性分だねぇ。,我不写日记的话{/n}就睡不着觉。{/n}天性使然啊。
{Par}あんたら、日記は{/n}ちゃんと つけてるかい？{/n},{Par}你们有好好{/n}写日记吗？{/n}
日記はいいよ。{/n}過ぎ去りし青春の日々が{/n}よみがえってくるからねぇ！,日记很棒哦。{/n}逝去的青春岁月{/n}都会重现出来呢！
{Par}この家、この前 男の人が{/n}引っ越してきたんだけどね。{/n},{Par}这间房子、不久前{/n}搬进来一个男人。{/n}
それが 閉じこもったきり{/n}めったに出てこないのよ。{/n}ちょっと不気味だわね。,但总是闭门不出{/n}几乎不露面的。{/n}有点吓人呢。
{Par}この家の男の人だけどさ。{/n}また 引っ越して{/n}いっちゃったらしいのよ。,{Par}这间房子的男人{/n}好像又搬走了。{/n}
あの カゲのある表情が{/n}少し気に入ってたんだけどなぁ。{/n}ちぇっ。,他那种阴郁的表情{/n}我还挺中意呢。{/n}啧。
{Par}わたしは旅の者だが、{/n}知ってるか{var3}{/n},{Par}我是个旅人、{/n}你知道吗{var3}{/n}
この世のどこかにエスクードという{/n}鉱物があって、セフィーロいちの{/n}創師が それを手にかければ…,世上有种叫艾斯古托的矿物、{/n}若是锡菲罗首屈一指的{/n}创师经手此物…
なんと成長する武器が{/n}できるんだってさ！{/n},居然能做出{/n}会成长的武器！{/n}
しかも、力をためて それを{/n}一気に解放することで{/n}より強力な攻撃ができるとか！,而且积蓄力量{/n}一口气释放的话{/n}还能发动更强攻击！
すごいよなー。{/n}本当かなぁ。{/n}ねぇ！,好厉害啊。{/n}真的假的？{/n}呐！
{Par}この泉は「元気の泉」といってな。のめば 元気いっぱいじゃ！{/n},{Par}这口泉水叫做「元气之泉」哦。{/n}喝了就会元气满满的！{/n}
…って ウチのおじいちゃんが{/n}いうからね。水 くみにきたの。{/n}おねえちゃんたちも どぉ？,…我家爷爷这么说的。{/n}我是来打水的。{/n}姐姐们要喝吗？
{Par}わしが セフィーロ最高の魔術師、{/n}ルキノさまじゃ。{/n},{Par}老夫乃锡菲罗首席魔法师{/n}卢基诺大人。{/n}
これまでは 結界をはって{/n}魔物をふせぎ、村人の尊敬を{/n}集めていたものじゃったが…,原本布下结界{/n}阻挡魔物保护村民、{/n}深受村民爱戴…
こう結界をやぶる魔物が出ては{/n}この地位も危ないのぅ…{/n}何とかしなければ。,如今结界被魔物突破{/n}地位岌岌可危…{/n}必须想个办法。
{Par}あれから わたしは{/n}反省しました。{/n},{Par}那之后我深刻{/n}反省过了。{/n}
自分の利益だけ考え、あなた方の{/n}ジャマをするとは、わたしは{/n}なんと心が狭かったのでしょう！,只顾自身利益{/n}妨碍了你们、{/n}我真是心胸太狭隘了！
これからは 心を入れかえ、{/n}村人につくしていきたいと{/n}思っています。,今后我要改过自新、{/n}全心全意为村民服务。{/n}
{Par}やぁ、みなさん！{/n}しばらくですな。{/n},{Par}哎呀、诸位！{/n}好久不见。{/n}
今に あなたがたにも{/n}わしの修行の成果を{/n}お見せしますぞ！,很快就能让你们{/n}见识老夫的修行成果了！{/n}
{Par}わたしは、{/n}ルキノの妻でございます。{/n},{Par}我是{/n}卢基诺的妻子。{/n}
ルキノは 口じゃ{/n}大きいこと言いますけど、{/n}実は たいしたことないんですよ。,卢基诺虽然嘴上说大话、{/n}其实没什么真本事。{/n}
それでも、今までは なんとか{/n}村を守ってくることができて、{/n}ルキノも舞いあがっていました。,但之前{/n}勉强保护了村子、{/n}让他有点得意忘形。
でも最近は、ルキノの結界の{/n}きかない魔物も出る始末。{/n},可最近连卢基诺的结界{/n}都挡不住魔物了。{/n}
村人はみな ルキノをあてにする…{/n}その期待に応えられないルキノ…{/n},村民们都指望卢基诺…{/n}无法回应期待的卢基诺…{/n}
ああ、{/n}どうしたらいいんでしょう！{/n},啊啊、{/n}该怎么办啊！{/n}
{Par}{var0}のウワサを聞いて、{/n}ルキノが飛び出していって{/n}しまいました。,{Par}听到{var0}的传闻、{/n}卢基诺就冲出去了。{/n}
わたしは みつぎ物も何も{/n}いりません。みんなが幸せに{/n}くらせれば それでいいのに…,我不要什么贡品、{/n}只要大家幸福{/n}生活就够了…
ああ、ルキノ！{/n}何か だいそれたことを 考えては{/n}いないかしら。心配だわ…。,啊啊、卢基诺！{/n}该不会在谋划{/n}什么大事吧。好担心…
{Par}わかっています。{/n}どなたかの力添えが{/n}あってのことなのでしょうね。,{Par}我明白的。{/n}是托了某位的福吧。{/n}
ルキノは 本当は{/n}そんなに すぐれた魔法は{/n}使えませんが…,卢基诺其实{/n}并不会什么{/n}太高深的魔法…
でも これをきっかけに、{/n}村人の思うような魔術師に{/n}近づくよう、努力を始めました。,但以这次为契机、{/n}开始努力成为村民{/n}所期待的那种魔法师了。
そんなルキノが、{/n}わたしは好きです。{/n},这样的卢基诺、{/n}我最喜欢了。{/n}
{Par}ルキノは 見ちがえるように{/n}まじめになりました。これも{/n}みな あなたがたのおかげです。,{Par}卢基诺变得{/n}认真起来了。{/n}这都是托各位的福。
{Par}何をかくそう、魔物が{/n}出てくるという どうくつに{/n}村で一番近いのが この家です。,{Par}实不相瞒、{/n}魔物出没的洞窟{/n}离我家最近。
そのどうくつ、すぐ{/n}北にあるんですけどね。{/n}コワいですね。恐ろしいですね。,那个洞窟就在{/n}北边不远处。{/n}好可怕啊。
{Par}何をかくそう、{var0}が{/n}魔物を倒してくれれば、{/n}一番うれしいのは わが家です。,{Par}实不相瞒、如果{/n}{var0}能消灭魔物、{/n}最开心的就是我家。
そのどうくつに、村で{/n}もっとも 近いもんですからね。{/n},毕竟离那个洞窟{/n}最近嘛。{/n}
{Par}何をかくそう、魔物が{/n}もう出ない どうくつに、{/n}村で一番近いのが この家です。,{Par}实不相瞒、{/n}魔物绝迹的洞窟{/n}离我家最近。
もう まったく{/n}コワくありません。{/n},已经完全{/n}不会害怕了。{/n}
{Par}何をかくそう、{/n}わたしゃ この村で{/n}一番 度胸のある者なのです。,{Par}实不相瞒、{/n}我可是村里{/n}最有胆量的人。
こんな危ない家に住みながら、{/n}引っ越しも{/n}しなかったんですからね。,住在这么危险的地方{/n}都没有搬走{/n}这就是证明。
{Par}魔物が出るというのに、{/n}みな ルキノの結界にたよって{/n}おびえるだけ…,{Par}明知有魔物出现、{/n}大家却只是依赖着{/n}卢基诺的结界瑟瑟发抖…
魔物をたおしてやろうという{/n}者は おらんのかの。{/n},难道就没有人愿意{/n}去消灭魔物吗？{/n}
{Par}ウワサでは {var0}が{/n}魔物を倒しにいくと聞く。{/n},{Par}听说{var0}{/n}要去消灭魔物。{/n}
やはり この村からは{/n}魔物を倒そうなどという者は{/n}現れなんだか。,结果村里还是{/n}没人愿意站出来啊。{/n}
{Par}魔物を倒したといっても、{/n}村はずれのどうくつに{/n}住むものだけじゃろう？,{Par}就算消灭了魔物、{/n}也只是村外{/n}洞窟里的那些吧？
いつまた 別の魔物が{/n}出てくるとも限らん。{/n},说不定什么时候{/n}又会出现其他魔物。{/n}
安心はできんし、{/n}この村のものだけが{/n}浮かれていて いいわけもない。,还不能掉以轻心、{/n}让全村人沉溺于{/n}虚假的和平之中。
{Par}何をかくそう、そこのヤカラは{/n}村で一番 ズボラな男！{/n},{Par}实不相瞒、那个家伙{/n}是村里最懒的男人！{/n}
こんな危ない家に住みながら、{/n}引っ越しも{/n}しなかったんですからな。,住在这么危险的地方{/n}都没有搬走{/n}这就是证明。
{Par}ルキノさまの結界が{/n}きかないなんて…{/n}どこか 具合でも悪いのかしら？,{Par}卢基诺大人的结界{/n}失效了…{/n}是身体不舒服吗？
{Par}うわさの{var0}って、{/n}どんな人たちなのかしら？{/n},{Par}传说中的{var0}{/n}到底是什么样的人呢？{/n}
もし、ものすごい{/n}ハンサムだったら{/n}どうしましょう！,要是英俊的{/n}大帅哥怎么办！{/n}
ああ！ ドキドキするわ！{/n}早く お目にかかりたいわ！{/n},啊啊！好紧张！{/n}好想早点见到！{/n}
{Par}{var0}なんて、結局{/n}役立たずだったわよね！{/n},{Par}{var0}什么的{/n}根本就靠不住嘛！{/n}
やっぱり たよりになるのは{/n}ルキノさんだわぁ。{/n},果然还是{/n}卢基诺先生最可靠！{/n}
{Par}エメロード姫が どうかしたなんて{/n}話もあるけど…{/n},{Par}虽然有传言说{/n}艾美诺公主出事…{/n}
ポリーズは これこの通り、{/n}魔物も出ない{/n}おだやかな日々が 続いているわ。,但波利兹村现在{/n}魔物绝迹{/n}过着安稳的日子。
おばあちゃんは 色々言うけど、{/n}きっと そんなの{/n}根も葉もない ウワサよね。,奶奶虽然总是唠叨、{/n}但那些肯定是{/n}毫无根据的谣言啦。
{Par}感じる…地の底から{/n}はいあがってくるような{/n}地鳴りを…,{Par}感觉到…{/n}从地底涌上来的{/n}地鸣…
何か よくないことが{/n}おきるやもしれん…。{/n},可能会有{/n}不好的事情发生。{/n}
{Par}感じる…地の底から{/n}はいあがってくるような{/n}地鳴りを…,{Par}感觉到…{/n}从地底涌上来的{/n}地鸣…
何か よくないことが{/n}おきるやもしれん。{/n},可能会有{/n}不好的事情发生。{/n}
{var0}が{/n}どうくつの魔物を倒せば、{/n}この不安も晴れるのじゃろうか？,{var0}如果能消灭{/n}洞窟里的魔物、{/n}这种不安就会消散吧？
{Par}感じる…地の底から{/n}はいあがってくるような{/n}地鳴りを…,{Par}感觉到…{/n}从地底涌上来的{/n}地鸣…
何か よくないことが{/n}おきるやもしれん。{/n},可能会有{/n}不好的事情发生。{/n}
どうくつから 魔物が消えたと{/n}いうが、ぬぐいされない{/n}この不安な気持ちは何じゃろう…,虽说洞窟里的魔物{/n}已经消失了、{/n}但种不安感究竟…
{Par}感じる…地の底から{/n}はいあがってくるような{/n}地鳴りを…,{Par}感觉到…{/n}从地底涌上来的{/n}地鸣…
みな 何の疑いもなく{/n}今を受け入れているが…{/n},虽然大家都不{/n}怀疑现状…{/n}
このまま 何もなければいい…{/n}何もないのなら{/n}本当に それでいい…。,但愿平安无事…{/n}如果真的没事{/n}那就再好不过了…
{Par}オレにかまうな！{/n}{/n},{Par}别管我！{/n}{/n}
…オレは もう やめたんだ…！{/n}{/n},…我已经放弃了…！{/n}{/n}
？？{/n}{/n},？？{/n}{/n}
{Par}泳ぎを教えろだと？{/n}{/n},{Par}要我教游泳？{/n}{/n}
かまわないでくれ…{/n}オレは もう{/n}泳ぐのはやめたんだ…。,别烦我…{/n}我已经{/n}不游泳了…
{Par}泳ぎを教えろだと？{/n}{/n},{Par}要我教游泳？{/n}{/n}
かまわないでくれ…{/n}おれは もう{/n}泳ぐのはやめたんだ…。,别烦我…{/n}我已经{/n}不游泳了…
{Par}ここのところ 増えてきた魔物が{/n}ときに 村の中にも入ってきて{/n}あばれるので 困っています。,{Par}最近增多的魔物{/n}偶尔会闯入村子闹事{/n}让人很困扰。
今までは ルキノという魔術師に、{/n}どうくつへの道に 結界をはって{/n}もらっていたんですが…,之前都是拜托{/n}叫卢基诺的魔法师{/n}在洞窟的路上布下结界…
その結界も もうダメなんです！{/n}どういうわけか最近、前より{/n}凶悪な魔物が出るようになって…,但现在结界也失效了！{/n}最近不知为何{/n}出现了更凶恶的魔物…
このままでは{/n}この村はメチャクチャです…。{/n},再这样下去{/n}村子就完蛋了…{/n}
{Par}主人は魔物の心配で、{/n}夜も寝られませんの。{/n},{Par}主人担心魔物的威胁、{/n}夜不能寐。{/n}
どうか よろしく{/n}お願いしますね。{/n},{/n}还请您{/n}多多关照。
{Par}ルキノさんが 魔物を{/n}退治してくださったとか。{/n},{Par}听说卢基诺先生{/n}消灭了魔物。{/n}
あなた方の手を{/n}わずらわせることも{/n}なかったということでしょうか？,不用劳烦{/n}各位出手了吗？{/n}
{Par}ああ、いつぞやは どうも。{/n}{/n},{Par}啊、之前的事多谢了。{/n}{/n}
…で、どちらさまでしたっけ？{/n}{/n},…话说您哪位来着？{/n}{/n}
{Par}ルキノってさ、自分では{/n}「セフィーロ 最高の魔術師」とか{/n}言ってるけど、ホントかな？,{Par}卢基诺自称{/n}「锡菲罗首席魔法师」、{/n}真的假的啊？
{Par}{var0}のウワサを聞いて{/n}ルキノが どうくつに{/n}まっしぐらに向かったよ。,{Par}听到{var0}的传闻{/n}卢基诺直奔洞窟去了。{/n}
何をするつもりなんだろ？{/n}{/n},要做什么呢？{/n}{/n}
{Par}ルキノは{/n}やっぱりホントは すごい人！{/n},{Par}卢基诺果然{/n}是个了不起的人！{/n}
{var0}は{/n}たいしたことない！{/n},{var0}{/n}根本不算什么！{/n}
{Par}ルキノは 夜になると{/n}家をぬけだして{/n}魔法の練習をするんだ。,{Par}卢基诺晚上会{/n}偷偷溜出家门{/n}练习魔法。
あれで 村のみんなに{/n}ヒミツのつもりなのかね？{/n},该不会以为{/n}能瞒过村民吧？{/n}
{Par}わしが この{/n}ポリーズの村の村長じゃ。{/n}とにかく 困っとるんじゃ。,{Par}老夫是{/n}波利兹村村长。{/n}总之很困扰啊。
北西のどうくつから 魔物が{/n}現れては 村をおそうのでな。{/n},西北方的洞窟{/n}有魔物出现袭击村子。{/n}
{Par}わしが この{/n}ポリーズの村の村長じゃ。{/n}とにかく 困っとるんじゃ。,{Par}老夫是{/n}波利兹村村长。{/n}总之很困扰啊。
北西のどうくつから 魔物が{/n}現れては 村をおそうのでな。{/n},西北方的洞窟{/n}有魔物出现袭击村子。{/n}
ときに、このセフィーロに{/n}異変のおこったとき、３人の{/n}{var0}が現れるという。,据说锡菲罗发生异变时、{/n}会出现三位{var0}。{/n}
ああ、本当に そんな者たちが{/n}いてくれたらのぅ…。{/n},啊啊、真希望{/n}有这样的人存在啊…{/n}
もし ホントに{var0}が{/n}現れたら、どうするの？{/n},如果{var0}{/n}真的出现的话{/n}会怎么样呢？
うむ、よほど強大な魔力を{/n}持つのじゃろうからの。{/n},嗯、想必拥有{/n}强大的魔力。{/n}
そうさの、ルキノのものより{/n}強力な結界を作ってもらい、{/n}村人を守ってもらいたいのぅ。,希望他们能布下{/n}比卢基诺更强的结界{/n}来保护村民。
ごめん、結界を作る魔法は{/n}教わらなかったんだ。,抱歉、没学过{/n}创造结界的魔法。
光！{/n}{/n},光！{/n}{/n}
何と言った？{/n}そういえば おぬしら、３人…{/n}まさか…？,你说什么？{/n}说起来你们是三人…{/n}难道…？
クレフに頼まれたんだ。{/n}このセフィーロを{/n}救ってくれって。,是克雷夫拜托的。{/n}要拯救这锡菲罗。{/n}
あの導師クレフから！{/n}こっ、これはホンモノじゃ！{/n},那位导师克雷夫！{/n}这、这是真的！{/n}
しかし、こんな小さな子が…？{/n}しかも結界も作れないとな？？{/n}むむむむむ…？,但这么小的孩子…？{/n}还不会布结界魔法？？{/n}唔唔唔…？
結界は作れないけど、{/n}どうくつへ行って{/n}魔物を退治してくればいいんだろ？,虽然不会结界魔法、{/n}但是去洞窟里{/n}消灭魔物就行了吧？
そ、そうしてくれるのか{var3}{/n}{/n},真、真的愿意帮忙吗{var3}{/n}{/n}
光！ 何言ってるのよ！{/n}わたしたちは 魔神を{/n}探さなきゃならないのよ？,光！说什么呢！{/n}我们得寻找{/n}魔神啊？
そのためには{/n}プレセアに言われたように、{/n}海に向かうのが先決だわ。,为此应该{/n}按普蕾西娅所说{/n}先去海边才对。
でも、困っている人がいるのに{/n}放っておけないよ。{/n},但遇到有困难的人{/n}不能置之不理啊。{/n}
だけど わたしたち、{/n}先を急がないと…{/n},可是我们{/n}要赶时间啊…{/n}
まぁまぁ、海さん。{/n}{/n},好啦好啦、海小姐。{/n}{/n}
魔神を探すのも大事ですが、{/n}プレセアさんは{/n}こうも おっしゃっていましたわ。,找魔神虽然重要、{/n}但普蕾西娅小姐{/n}也说过呢。
武器を成長させ、魔神復活の{/n}カギとするには、わたくしたちの{/n}心の成長が必要だ…と。,要让武器成长、{/n}作为魔神复苏的关键、{/n}需要心灵的成长。
