わたしが こんなとこで{/n}油売ってたなんて{/n}ナイショだからね！,我在这里{/n}偷懒的事情{/n}要保密哦！
{Par}浅草のおみやげが{/n}ここに売ってると、{/n}なんだか シラケない？,{Par}浅草的土特产{/n}居然在这里也有卖、{/n}总觉得有点扫兴呢？
{Par}いらっしゃいませ。{/n}ここでは東京のおみやげが{/n}何でも そろいますよ。,{Par}欢迎光临。{/n}这里能买到全东京{/n}所有的土特产哦。
え？ お金持ってない？？{/n}じゃ また来てくださいね。{/n},哎？没带钱？？{/n}那下次再来吧。{/n}
{Par}いらっしゃいませ。{/n}{/n},{Par}欢迎光临。{/n}{/n}
{Par}… … …。{/n}{/n},{Par}… … …。{/n}{/n}
あ、これ 人形だ♨{/n}{/n},啊、这个是蜡像♨{/n}{/n}
{Par}ぶ、不気味な人形{/n}ばっかりだなぁ。{/n},{Par}都、都是些{/n}吓人的蜡像啊。{/n}
{Par}似てないわよ。{/n}そう思わない？{/n},{Par}一点都不像嘛。{/n}你也这么觉得吧？{/n}
{Par}きゃあ、光！,{Par}呀啊、光！
あ、あんたも同罪だよっ{/n}{/n},你、你也是共犯哦{/n}{/n}
{Par}大展望台でございまぁす。{/n}標高１５０ｍよ♥{/n},{Par}大展望台到啦～♥{/n}海拔150米哦♥{/n}
{Par}社会科見学に 東京タワーを{/n}選ぶなんて、やっぱり{/n}ウチの学校は ヘンよ！,{Par}居然选择东京塔{/n}作为社会实践课地点、{/n}我们学校果然很奇怪！
{Par}まったく、{/n}小学生じゃあるまいしねぇ。{/n},{Par}真是的、{/n}又不是小学生了。{/n}
{Par}見て！ あの緑色の、{/n}頭が良くて有名な{/n}私立中学の制服よ。,{Par}快看！那套绿色的、{/n}是那所以高智商闻名的{/n}私立中学的制服哦。
{Par}あっちの青いのは財閥（ざいばつ）とか 政治家の娘が通うという{/n}おじょう様学校の制服よ。,{Par}那边蓝色的可是财阀或{/n}政治家的女儿们就读的{/n}大小姐学校的制服哦。
{Par}今日は 有名学校の{/n}東京タワー見学日かしら？{/n},{Par}今天难道是名校的{/n}东京塔参观日吗？{/n}
{Par}ふつう、地元の人間って{/n}東京タワーなんか{/n}来ないものよ。,{Par}一般来说{/n}本地人才不会来{/n}东京塔这种地方呢。
だから わたし、初めてなの。{/n}別に ヘンじゃないんだからね！{/n},所以我也是第一次来。{/n}才不奇怪呢！{/n}
{Par}うわぁ、人が あんなに小さく！{/n}{/n},{Par}哇啊、人变得好小！{/n}{/n}
{Par}わたし…{/n}高いところが こわいのよー！{/n},{Par}我…{/n}有恐高症啦～！{/n}
し、下を見ることなんて{/n}できないわよー！{/n},往、往下看什么的{/n}根本做不到啦～！{/n}
{Par}あら。{/n}あなた、どこの小学生？{/n},{Par}哎呀。{/n}你是哪个小学的孩子？{/n}
{Par}ほっほっほ。{/n}{/n},{Par}哦呵呵。{/n}{/n}
人間がアリンコのようだわ。{/n}{/n},人类像蚂蚁一样呢。{/n}{/n}
ほっほっほ。{/n}{/n},哦呵呵。{/n}{/n}
{Par}今日は いい天気ですねぇ。{/n}{/n},{Par}今天天气真好啊。{/n}{/n}
ほら、富士山が{/n}あんなに きれいに見えますぅ。{/n},看、富士山{/n}看得好清楚呢。{/n}
{Par}んもー、こんなとこつまんない！{/n}もっと 楽しいとこに{/n}遊びに行きたいよぅ！,{Par}真是的、这种地方好无聊！{/n}好想去更有趣的地方玩啊！{/n}
{Par}ここまで階段で昇り降りすれば、{/n}いい足腰のタンレンに{/n}なるだろうなぁ。,{Par}要是每天爬这种楼梯、{/n}肯定能锻炼出{/n}强健的腰腿吧。
{Par}どきどきしますね。{/n}{/n},{Par}心跳加速了呢。{/n}{/n}
{Par}来週、フェンシングの試合が{/n}あるの。東京タワーもいいけど、{/n}そっちの練習がしたいわね。,{Par}下周有击剑比赛。{/n}虽然东京塔也不错、{/n}但更想练习击剑呢。
{Par}あなた、とても楽しそうですわね。{/n}見ている わたくしも{/n}幸せな気持ちになれますわ。,{Par}你看上去很开心呢。{/n}看着这样的你{/n}我也感到幸福了。
{Par}いらっしゃいませ。{/n}{/n},{Par}欢迎光临。{/n}{/n}
にがお絵とか かげ絵は{/n}お休みさせていただいてます。{/n},肖像画和剪影画{/n}目前暂停服务。{/n}
{Par}うさぎさんの絵がかいてあるよ。{/n}かわいいね！{/n},{Par}画着小兔子的图案呢。{/n}好可爱！{/n}
{Par}森のうさぎさんショーは{/n}まだ始まっていないみたいだ。{/n},{Par}森林小兔秀{/n}好像还没开始呢。{/n}
{Par}「森のうさぎさんショー{/n}  今月１８日より」だって。{/n},{Par}「森林小兔秀{/n}  本月１８日起开放」呢。{/n}
{Par}ジュースの自動販売機だよ。{/n}{/n},{Par}是饮料自动贩卖机。{/n}{/n}
{Par}ごみ箱だ。缶しか{/n}入れちゃいけないんだよねっ！{/n},{Par}垃圾箱。{/n}只能扔易拉罐哦！{/n}
{Par}うわぁー！{/n}おみやげが いっぱいだ！{/n},{Par}哇啊～！{/n}好多土特产！{/n}
{Par}水族館は お休みだ。{/n}お魚さんに会いたいな。{/n},{Par}水族馆暂停开放。{/n}好想见见小鱼们啊。{/n}
{Par}社会科見学に来たんだから{/n}勝手に 外へ行っちゃ{/n}いけないよね。,{Par}既然是社会实践课{/n}就不能擅自{/n}跑到外面去吧。
{Par}チケットがないから{/n}入っちゃいけないんだ。{/n},{Par}没有票的话{/n}是不可以进去的。{/n}
{Par}「ふしぎなプロムナード」かぁ。{/n}見たいなぁ。{/n},{Par}「奇幻长廊」啊。{/n}好想看呢。{/n}
{Par}お金がないから{/n}チケットは買えないや。{/n},{Par}没钱买票的啦。{/n}{/n}
{Par}タバコの自動販売機だ。{/n}わたしには関係ないな。{/n},{Par}是香烟自动贩卖机。{/n}和我没关系呢。{/n}
{Par}右は「ふしぎなプロムナード」{/n}左は「ろう人形シアター」って{/n}書いてある。,{Par}右边是「奇幻长廊」{/n}左边是「蜡像馆」{/n}这么写着呢。
{Par}夜空をかける{/n}ペガサスのポスターだ。{/n},{Par}夜空中飞翔的{/n}珀伽索斯的海报。{/n}
{Par}「ろう人形シアター出口」と{/n}書いてある。{/n}入口は反対側だね。,{Par}写着「蜡像馆出口」。{/n}入口在另一边呢。{/n}
{Par}「みんなソックリ！{/n}  ろう人形シアター」{/n}ううん、興味津々（しんしん）…。,{Par}「栩栩如生！{/n}  蜡像馆」{/n}唔、真是令人好奇…。
{Par}「最後の晩餐（ばんさん）」の{/n}ホログラフだ。{/n},{Par}《最后的晚餐》{/n}是全息投影呢。{/n}
{Par}「世界の放送展」のポスターだ。{/n}{/n},{Par}「世界广播展」的海报。{/n}{/n}
{Par}すっごいなー。{/n}ホントに東京中のおみやげが{/n}そろってるよ。,{Par}太厉害了。{/n}真的汇集了{/n}全东京的土特产呢。
{Par}レジスターだ。{/n}金額だけ こっちからも{/n}見えるようになっている。,{Par}收银机。{/n}金额从这边{/n}也能看到呢。
{Par}東京タワーの模型だ。{/n}カッコいい！{/n},{Par}东京塔的模型。{/n}好帅！{/n}
{Par}エアホッケーのゲームだ。{/n}うまい人はうまいんだよね、これ。,{Par}空气曲棍球游戏机。{/n}擅长玩这个的人很厉害呢。
{Par}ゲーム機がたくさん並んでる。{/n}新しいのか古いのか、{/n}わたしには よくわからないや。,{Par}摆着好多游戏机。{/n}分不清是新型还是旧型、{/n}完全搞不懂呢。
{Par}東京の観光名所の写真だね。{/n}{/n},{Par}东京观光名胜的照片呢。{/n}{/n}
{Par}望遠鏡をのぞいてみたけど{/n}なにも見えない。{/n}お金を入れていないからね。,{Par}试着看了望远镜{/n}但什么都看不到。{/n}毕竟没投币嘛。
{Par}小さい神社だ。{/n}でも、横から見ていても{/n}しょうがないなぁ。,{Par}是座小神社。{/n}不过从侧面看{/n}也不会有作用啦。
{Par}小さい神社だ。{/n}家内安全をお願いしよう。{/n},{Par}铁塔大神宫神社。{/n}祈求家人平安吧。{/n}
{Par}エレベーターのボタンだ。{/n}勝手に押さないように{/n}しようっと。,{Par}电梯按钮。{/n}可不能乱按哦。{/n}
{Par}自動販売機だ。{/n}横から見たって何も買えない。{/n},{Par}自动贩卖机。{/n}从侧面看也买不了东西。{/n}
{Par}アイスクリームの自動販売機だ。{/n}わたし、アイス 大好きなんだ。{/n}食べたいなぁ！,{Par}冰淇淋自动贩卖机。{/n}我最喜欢冰淇淋了。{/n}好想吃啊！
{Par}これが かの有名な{/n}自分の名前が打てるコインだね。{/n},{Par}这就是那个有名的{/n}能刻自己名字的纪念币啊。{/n}
{Par}横から見たら{/n}何だかわからないハコだよ。{/n},{Par}从侧面看{/n}就是个普通的箱子嘛。{/n}
{Par}ナマズだ！{/n}これで地震が来るのが{/n}わかるのかな？,{Par}是鲶鱼！{/n}用这个就能知道{/n}地震要来了吗？
{Par}横からだと{/n}ちょっと見にくいや。{/n},{Par}从侧面看{/n}有点看不清呢。{/n}
{Par}横から見ても{/n}何にも見えないよね、ふつう。{/n},{Par}从侧面看{/n}本来也看不到什么嘛。{/n}
{Par}「ろう人形シアター」の入口だ。{/n}残念だけど社会科見学のコースには入っていない。,{Par}「蜡像馆」的入口。{/n}可惜社会实践课行程里没有安排。
{Par}「ろう人形シアター」の出口だ。{/n}入口からも入れないのに、出口から入ろうなんて もってのほかだ。,{Par}「蜡像馆」的出口。{/n}入口都进不去、{/n}更不可能从出口进去啦。
