{Par}マジックナイト,{Par}魔法骑士
{Par}きれいな台所は{/n}見ていて気持ちがいいね。{/n},{Par}干净的厨房{/n}看着就让人心情舒畅呢。{/n}
{Par}流し台だわ。{/n}ピカピカに みがいてあるわね。{/n}顔が写るかな？,{Par}是洗碗池。{/n}擦得亮晶晶的呢。{/n}能照出脸吗？
{Par}これは水道のように見えますけど、きっと そうではないに{/n}違いありません。,{Par}这个看起来像是水管、{/n}但肯定不是那样没错。
{Par}？？{/n}見慣れない道具が かかってるよ。{/n},{Par}？？{/n}挂着没见过的工具呢。{/n}
{Par}なぁにこれ？{/n}ヘンな形の道具ね。{/n},{Par}这是什么？{/n}形状奇怪的工具呢。{/n}
{Par}これは お料理に使う{/n}道具でしょうか？{/n},{Par}这是做饭用的工具吗？{/n}{/n}
{Par}タンスだ。{/n}よそ様の家のものだから{/n}勝手にあけちゃいけない。,{Par}是衣柜。{/n}因为是别人家的东西{/n}不能擅自打开。
{Par}なんだか立派なタンスだわ。{/n}つるつるに光って{/n}顔が写るくらい。,{Par}总觉得是气派的衣柜呢。{/n}光滑得发亮{/n}都能照出脸了。
{Par}タンスですわ。{/n}このレリーフは いったい{/n}何なのでしょう。,{Par}是衣柜呢。{/n}这浮雕到底是什么呢。{/n}
{Par}横から見ても 何もわからないよ。{/n}{/n},{Par}从侧面看也看不出什么。{/n}{/n}
{Par}板が見えるわ。{/n}それは 家具を{/n}横から見ているせいよ。,{Par}只能看到木板呢。{/n}那是因为{/n}在从侧面看家具啦。
{Par}ウルシとも違う、なかなか{/n}美しい質感の塗料を{/n}使ってらっしゃいますわね。,{Par}涂料与漆器有所不同、{/n}但是拥有相当美丽的质感呢。{/n}
{Par}むずかしそうな本が{/n}いっぱいだ。{/n},{Par}摆满了{/n}看起来很难懂的书。{/n}
{Par}字が読めないわ。…って、{/n}別に わたしの頭が悪いという{/n}意味じゃないんだからね！,{Par}看不懂字啦…{/n}才、才不是说{/n}我脑袋笨的意思哦！
{Par}立派な本だなですわね。{/n}それにともなって、中の本も{/n}立派なものばかりですわ。,{Par}真是气派的书柜呢。{/n}相应地、里面的书{/n}也全是些了不起的书呢。
{Par}テーブルの上にビンがおいてある。調味料かな？{/n},{Par}桌子上放着瓶子。{/n}是调味料吗？{/n}
{Par}正確にいうと、{/n}白い粉の入ったビンが二つ、{/n}テーブルの上におかれているわ。,{Par}准确地说、{/n}装着白色粉末的两个瓶子、{/n}放在桌子上呢。
{Par}塩とコショウとおぼしき{/n}粉の入ったビンですわ。{/n},{Par}是装着看似盐和胡椒粉的{/n}有粉末的瓶子呢。{/n}
{Par}大きいベッドだ。{/n}{/n},{Par}是大床。{/n}{/n}
{Par}えーっと、大きいベッドに{/n}枕が二つならんでるわね、うん。{/n},{Par}呃—、大床上{/n}并排放着两个枕头呢、嗯。{/n}
{Par}ダブルベッドですわね。{/n}{/n},{Par}是双人床呢。{/n}{/n}
{Par}小物入れとたなだよ。{/n}{/n},{Par}是小物件收纳箱和架子哦。{/n}{/n}
{Par}この部屋の家具は{/n}明るめの色でまとめられているわ。,{Par}这个房间的家具{/n}统一使用了明亮的颜色呢。
{Par}この部屋の家具だけは{/n}白木のものになっていますわ。{/n},{Par}只有这个房间的家具{/n}是白木的呢。{/n}
{Par}黒っぽい小だんすだよ。{/n}{/n},{Par}是偏黑色的小柜子哦。{/n}{/n}
{Par}落ちついた色の{/n}サイドボードだわ。{/n},{Par}是沉稳颜色的边柜呢。{/n}{/n}
{Par}こちらの部屋は{/n}今と同じ色調の家具ですわね。{/n},{Par}这个房间的家具{/n}是和客厅相同色调呢。{/n}
{Par}あの汚かった台所が{/n}こんなにきれいに！{/n},{Par}那个脏兮兮的厨房{/n}居然变得这么干净！{/n}
{Par}ピカピカになってるわ！{/n}どーやったら こんなに{/n}きれいになるわけ？,{Par}变得亮晶晶的！{/n}到底怎么做、{/n}才能变得这么干净啊？
{Par}セラさんて、ものすごく{/n}きれい好きな方だったんですのね。,{Par}塞拉小姐{/n}真是个非常爱干净的人呢。
{Par}暖炉だね。{/n}これも すっかり{/n}きれいになってる。,{Par}是壁炉呢。{/n}这也完全变得干净了。{/n}
{Par}暖炉ね。{/n}もう 新品同様って感じね！{/n},{Par}是壁炉呢。{/n}简直像新的一样呢！{/n}
{Par}いつでも使ってくださいという{/n}状態になっていますわね。{/n},{Par}呈现着随时都{/n}能使用的状态呢。{/n}
{Par}今の この部屋には お似合いの{/n}立派なタンスだ。{/n},{Par}是和现在这个房间{/n}很相称的气派衣柜。{/n}
{Par}タンスも 立派に{/n}なっちゃってるわ。{/n},{Par}衣柜也变得{/n}这么气派了呢。{/n}
{Par}このタンスは…もしかして{/n}以前あったものを ここまで{/n}修理なさったのでは…？,{Par}这个衣柜…该不会是{/n}把以前的东西{/n}修理到这种程度吧…？
{Par}テーブルの上も ピカピカだ。{/n}{/n},{Par}连桌子也亮晶晶的。{/n}{/n}
{Par}花がかざってある上に{/n}ランチョンマットまで…！{/n},{Par}不仅装饰着花{/n}还铺了餐垫…！{/n}
{Par}テーブルには花が…{/n}男の方のセンスでは{/n}こうはいきませんわね。,{Par}桌上摆着花…{/n}男人的品味{/n}可做不到这样呢。
{Par}大きい鏡も新しく入ったんだね。{/n}{/n},{Par}大镜子也新添置了呢。{/n}{/n}
{Par}大きな鏡だわ。{/n}さすが セラちゃん、女の子！{/n},{Par}是大镜子呢。{/n}不愧是塞拉、女孩子！{/n}
{Par}やっぱり 鏡は{/n}女の子には 必要ですわよね。{/n},{Par}果然镜子{/n}对女孩子来说是必要的呢。{/n}
{Par}小物入れも かわいいね！{/n}{/n},{Par}小物件收纳箱也很可爱！{/n}{/n}
{Par}かわいいカラーリングの{/n}小物入れだわ。,{Par}是可爱配色的{/n}小物件收纳箱呢。
{Par}エメラルドグリーンが かわいい{/n}小物入れですわ。{/n}セラさんが 選んだのでしょうね。,{Par}祖母绿颜色的{/n}的小物件收纳箱很可爱呢。{/n}是塞拉小姐选中的吧。
{Par}何だか ヘンな植物だ。{/n}くねくねしてる。{/n},{Par}感觉是奇怪的植物。{/n}弯弯曲曲的。{/n}
{Par}観葉植物だけど、{/n}想像を絶する{/n}ヘンな形だわねぇ♨,{Par}虽然是观叶植物、{/n}但形状超乎想象地{/n}很奇怪呢♨
{Par}見たこともない植物ですわね。{/n}なかなか ユーモラスな形状を{/n}してますわ。,{Par}是没见过的植物呢。{/n}形状相当的{/n}幽默呢。
{Par}となりにおいてある{/n}くねくねしたヘンな植物の絵だ。{/n},{Par}是放在旁边的{/n}弯弯曲曲的奇怪植物的画。{/n}
{Par}静物画ってやつね。どうやら、{/n}わきにある珍妙な植物を{/n}描いたみたいね。,{Par}是静物画呢。看来画的是{/n}旁边那株奇妙的植物。{/n}
{Par}絵がかかっていますわ。抽象画の{/n}ようにも見えますが、ここにある{/n}植物を描いたもののようですね。,{Par}挂着画呢。{/n}虽然看起来像抽象画、{/n}但画的似乎是这里的植物呢。
{Par}お皿やカップが入っているね。{/n}{/n},{Par}放着盘子和杯子呢。{/n}{/n}
{Par}食器棚だわ。{/n}かわいらしい感じで{/n}そろえているわね。,{Par}是餐具柜呢。{/n}搭配得很可爱的感觉呢。{/n}
{Par}食器の入っているたなですわ。{/n}きちんと整理されています。{/n},{Par}是放餐具的架子呢。{/n}整理得很整齐。{/n}
{Par}ここをながめていても{/n}何もいいことはありませんわ。{/n},{Par}就算盯着这里看{/n}也没什么好事呢。{/n}
{Par}サイドボードの上に{/n}花が乗っていますわ。{/n}きれいですね。,{Par}边柜上放着花呢。{/n}真漂亮呢。{/n}
{Par}つぼがおいてある。{/n}部屋の中に つぼなんかおいて{/n}何するんだろ？,{Par}放着坛子。{/n}在房间里放壶{/n}是要做什么呢？
{Par}つい つぼの中を のぞいて{/n}みたくなるけど、わたしの{/n}プライドがそれをさせないのよね。,{Par}虽然忍不住想{/n}看看壶里面、{/n}但我的自尊不允许呢。
{Par}つぼですわ。{/n}なかなか立派そうなものですね。{/n},{Par}是壶啊。{/n}看起来相当气派呢。{/n}
{Par}食器の入った大きなたなだ。{/n}すごく いっぱい入ってる。{/n},{Par}是放餐具的大架子。{/n}装得满满当当的。{/n}
{Par}キッチンのすぐ後ろに{/n}大きな食器だな…機能的ね。{/n},{Par}厨房正后方{/n}放着大碗柜…很实用呢。{/n}
{Par}とても きれいな食器だなですわ。{/n}{/n},{Par}是非常漂亮的餐具柜呢。{/n}{/n}
{Par}すごく開放的な台所だね！{/n}{/n},{Par}好开阔的厨房啊！{/n}{/n}
{Par}こんなキッチンでケーキが作れたらいいだろうなぁ…！{/n},{Par}能在这样的厨房做蛋糕就好了啊…！{/n}
{Par}とても美しく、かつ機能的な{/n}システムキッチンですわ。{/n},{Par}是非常美观又实用的{/n}系统厨房呢。{/n}
{Par}うわぁ、こういうオープンな{/n}キッチン、あこがれてたのよね！{/n}いいなぁ…。,{Par}哇啊、这种开放式厨房、{/n}我一直很向往呢！{/n}真好啊…。
{Par}毛布が たたまれて おいてある。{/n}{/n},{Par}叠好的毯子{/n}就放在那里。{/n}
{Par}なんで こんなとこに毛布が？{/n}…そっか、押入がないんだわ。{/n},{Par}为什么这种地方有毯子？{/n}…啊、因为没有壁橱嘛。{/n}
{Par}たなの上には ナゾな{/n}薬品みたいなものがありますわね。,{Par}架子上放着的像是{/n}谜之药品的东西呢。
{Par}小さな鏡がかかってるね。{/n}うーん、ちょっと{/n}高いとこにあるなぁ♨,{Par}挂着一面小镜子呢。{/n}唔—、位置有点高呢♨{/n}
{Par}あ、鏡 発見！{/n}身だしなみを チェック チェック♥,{Par}啊、发现了镜子！{/n}检查仪容 检查检查♥{/n}
{Par}鏡がありますわ。{/n}一点のくもりもなく{/n}みがかれていますわね。,{Par}有面镜子呢。{/n}被擦拭得{/n}一点污痕都没有呢。
{Par}よれよれしてるけど、{/n}元気がないわけじゃないみたい。{/n}こういう花なんだね。,{Par}虽然蔫蔫的、{/n}但似乎不是没精神。{/n}就是这种花呢。
{Par}これまた{/n}シュールな形の花だわね。{/n},{Par}这又是一朵{/n}形状超现实的花呢。{/n}
{Par}重厚な台の上に、一輪挿しの花が{/n}くにゃくにゃしてますわ。{/n},{Par}厚重的台子上、{/n}插在单枝花瓶里的花{/n}软趴趴的呢。
{Par}山と空に浮かんだ岩の絵だ。{/n}セフィーロの風景を{/n}描いたものだね。,{Par}是山和漂浮在空中的岩石的画。{/n}画的是锡菲罗的风景呢。{/n}
{Par}山のそばに姿を見せた{/n}未確認飛行物体…{/n}という絵じゃないみたいね♨,{Par}画着山边出现的{/n}不明飞行物什么的…{/n}不像是那种画呢♨
{Par}セフィーロの風景画ですわ。{/n}岩が空に浮かんでるなんて、{/n}つくづく 不思議ですわね。,{Par}是锡菲罗的风景画呢。{/n}岩石浮在空中什么的、{/n}真是不可思议呢。
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}虹のアミュレット（緑）を{/n}手に入れた！{/n},{Par}获得了彩虹护身符（绿）！{/n}{/n}
{Par}もう 何もないよ。{/n}{/n},{Par}已经什么都没有了哦。{/n}{/n}
{Par}もう 何も見あたらないわね。{/n}{/n},{Par}已经找不到{/n}任何东西了呢。{/n}
{Par}残念ながら、{/n}もう 何もありませんわ。{/n},{Par}很遗憾、{/n}已经什么都没有了呢。{/n}
{Par}岩が積みあがっている。{/n}どうにかすれば こわせるかも…？{/n},{Par}岩石堆积着。{/n}想办法的话或许能破坏掉…？{/n}
{Par}行き止まりだわ。{/n}でも ここの岩、よそと{/n}ちょっと 感じが違うわね。,{Par}是死路呢。{/n}但这儿的岩石、{/n}感觉和其他地方有点不同呢。
{Par}この岩は、たたくと 音が{/n}違いますわ。もしかしたら{/n}この岩の向こうは…？,{Par}敲这块岩石的话、{/n}声音不一样呢。{/n}说不定这岩石后面是…？
{Par}岩のうしろに{/n}こんな穴があったなんて！{/n},{Par}岩石的后面{/n}居然有这样的洞！{/n}
{Par}ウラが 空洞だったなんて、{/n}ちょっと ビックリだわね！{/n},{Par}后面居然是空心的、{/n}有点吃惊呢！{/n}
{Par}思った通り、岩のうしろは{/n}空洞になっていましたわね。{/n},{Par}正如所想、{/n}岩石后面是空心的呢。{/n}
