{Par}「プレセアのはずかしい秘密２」…口に出すのが さらにはばかられる{/n}内容の 秘密のブロマイドじゃ。,{Par}「普蕾西娅的羞耻秘密２」…{/n}内容更加令人难以启齿的{/n}秘密写真集。
それがほしくば、アミュレット{/n}各色それぞれ ３個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各３个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では そのアイテム、{/n}持っていくがよい。{/n}…あ、そうそう！,{Par}嗯！那这件道具{/n}你就拿去吧。{/n}…啊、对了！
いいか？ ぜぇっったいに{/n}本人に 見せてはならんぞ？{/n}とんでもないことになるからの。,记住了？绝对绝对{/n}不可以让本人看到哦？{/n}会引发大麻烦的。
わかればよろしい。{/n}{/n},明白就好。{/n}{/n}
「プレセアのはずかしい秘密２」を手に入れた！{/n},获得了「普蕾西娅的羞耻秘密２」！{/n}
？？？,？？？
{Par}「プレセアのはずかしい秘密３」…口に出すのが もっとはばかられる{/n}内容の 秘密のブロマイドじゃ。,{Par}「普蕾西娅的羞耻秘密３」…{/n}内容愈发令人难以启齿的{/n}秘密写真集。
それがほしくば、アミュレット{/n}各色それぞれ ４個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各４个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では そのアイテム、{/n}持っていくがよい。{/n}…あ、そうそう！,{Par}嗯！那这件道具{/n}你就拿去吧。{/n}…啊、对了！
いいか？ 何があっても{/n}本人に 見せてはならんぞ？{/n}とんでもないことになるからの。,记住了？无论如何都{/n}不可以让本人看到哦？{/n}会引发大麻烦的。
わかればよろしい。{/n}{/n},明白就好。{/n}{/n}
「プレセアのはずかしい秘密３」を手に入れた！{/n},获得了「普蕾西娅的羞耻秘密３」！{/n}
？？？,？？？
{Par}「プレセアのはずかしい秘密４」…口に出すのが 最高にはばかられる{/n}内容の 超秘密のブロマイドじゃ。,{Par}「普蕾西娅的羞耻秘密４」…{/n}内容最令人难以启齿的{/n}秘密写真集。
それがほしくば、アミュレット{/n}各色それぞれ ６個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各６个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では そのアイテム、{/n}持っていくがよい。{/n}…あ、そうそう！,{Par}嗯！那这件道具{/n}你就拿去吧。{/n}…啊、对了！
いいか？ 天地がひっくり返っても{/n}本人に 見せてはならんぞ？{/n}とんでもないことになるからの。,记住了？就算天翻地覆都{/n}不可以让本人看到哦？{/n}会引发大麻烦的。
わかればよろしい。{/n}{/n},明白就好。{/n}{/n}
「プレセアのはずかしい秘密４」を手に入れた！{/n},获得了「普蕾西娅的羞耻秘密４」！{/n}
？？？,？？？
{Par}いや、だから{/n}もう 入荷しないんだってば。{/n},{Par}都说了{/n}已经不会再进货啦。{/n}
期待させて すまないのぅ。{/n}{/n},让你白期待真是不好意思啊。{/n}{/n}
{Par}「ぷうぷうサンダル」じゃ。{/n}心のはずむ音がするサンダルじゃ。,{Par}「噗噗凉鞋」。{/n}会发出欢快声响的凉鞋。
それがほしくば、アミュレット{/n}各色それぞれ ２個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各２个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ たった今から{/n}「ぷうぷうサンダル」は{/n}おまえたちのものじゃ！,{Par}嗯！从此刻起{/n}「噗噗凉鞋」{/n}就归你们了！
ささ、{/n}ためしに はいてみるがいい。{/n},来来、{/n}快试试看吧。{/n}
「ぷうぷうサンダル」を{/n}手に入れた！{/n},获得了「噗噗凉鞋」！{/n}{/n}
はくと ぷうぷう 音がする！,穿上会发出噗噗的声响！
{Par}「みちびきの玉」じゃな。{/n}{/n},{Par}「引导之玉」啊。{/n}{/n}
それを使えば、どうくつの奥から{/n}出口まで ひとっとびじゃ！{/n}便利な世の中になったものよのぅ。,使用它就能从洞穴深处{/n}瞬间移动到出口！{/n}这世道真是便利啊。
それがほしくば、アミュレット{/n}各色それぞれ ３個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各３个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では その{/n}世にも便利なアイテム、{/n}持っていくがよい。,{Par}嗯！那就把这个{/n}世间少有的便利道具{/n}拿去吧。
「みちびきの玉」を手に入れた！{/n},获得了「引导之玉」！{/n}
どうくつの奥から 出るのに便利！{/n},从洞窟深处脱困超方便！{/n}
{Par}「まほうの指輪」じゃ。{/n}じっとしているときのＭＰ回復の{/n}スピードが上がるぞ。,{Par}「魔法戒指」。{/n}静止时的ＭＰ恢复速度{/n}会提升哦。
それがほしくば、アミュレット{/n}各色それぞれ ５個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各５个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では その{/n}世にも ありがたいアイテム、{/n}持っていくがよい。,{Par}嗯！那就把这个{/n}世间少有的珍贵道具{/n}拿去吧。
「まほうの指輪」を手に入れた！{/n},获得了「魔法戒指」！{/n}
持っているだけで{/n}ＭＰ回復のスピードがアップ！,只要佩戴就能提升{/n}ＭＰ恢复速度！
{Par}「黒の日記」…{/n}だれが書いたかも知れぬ{/n}秘密の日記じゃ。,{Par}「黑色日记」…{/n}不知何人书写的{/n}秘密日记。
そんなもの ほしがるとは、{/n}かわっとるな、おまえたち。{/n},居然想要这种东西、{/n}你们真是怪人啊。{/n}
それがほしくば、アミュレット{/n}各色それぞれ ７個づつを{/n}集めるのじゃ！,想要的话、{/n}那就收集护身符吧。{/n}每种颜色的各７个！
それが ほしいのか？{/n},想要这个吗？{/n}
ほしい{/n},想要{/n}
別に いらない{/n},不想要{/n}
{Par}残念、アミュレットが{/n}足りないのぅ…。{/n}もう ひとがんばりじゃ。,{Par}真遗憾啊、{/n}护身符还不够呢…。{/n}再加把劲吧。
{Par}うむ！ では その{/n}謎のアイテム、{/n}持っていくがよい。,{Par}嗯！那就把这个{/n}谜之道具{/n}拿去吧。
あまり期待しちゃいかんぞ？{/n}{/n},可别太期待哦？{/n}{/n}
「黒の日記」を手に入れた！{/n}何だ これ？？{/n},获得了「黑色日记」！{/n}这到底是什么？？{/n}
{Par}よくぞ そこに目をつけたの。{/n}{/n},{Par}居然能注意到那个啊。{/n}{/n}
そこにあるのは「最後の願い」…{/n}{/n},那里放着「最后的愿望」…{/n}{/n}
アミュレット 各色それぞれ{/n}８個づつを集めれば{/n}それが かなうのじゃ。,只要收集护身符{/n}每种颜色的各８个{/n}就能实现它。
アミュレットが集まっておるか？{/n},护身符收集齐了吗？{/n}
集まっている{/n},收集齐了{/n}
全部は まだ…♨{/n},还没全部…♨{/n}
{Par}う、うそつきー！,{Par}你、你骗人！
… … …{/n}{/n},… … …{/n}{/n}
い、いや すまん。{/n}とりみだしてしまって…{/n},不、不好意思。{/n}失态了…{/n}
アミュレット 各色それぞれ{/n}８個づつ…早く集めるようにな。{/n},请尽快收集齐护身符{/n}每种颜色的各８个…{/n}
{Par}おおっ！,{Par}哦哦！
ついに アミュレットを{/n}すべて 集めてきたか！{/n},终于把护身符{/n}全部收集齐了吗！{/n}
これで「最後の願い」がかなう…{/n}{/n},这样「最后的愿望」就能…{/n}{/n}
{Par}「最後の願い」はかなえられた…。{/n},{Par}「最后的愿望」实现了…。{/n}
これも みな{/n}おまえたちのおかげじゃ。{/n}兄にかわって礼を言うぞ。,这都是{/n}托你们的福。{/n}替兄长向你们道谢。
さて、礼の件だが…{/n}{/n},关于谢礼嘛…{/n}{/n}
まずは、おまえたちの使命を{/n}やりとげることじゃ。{/n},首先、请完成{/n}你们的使命。{/n}
さすれば、そのあとに{/n}ちょっと うれしいことが{/n}待っているじゃろう。,之后应该会有{/n}小小的惊喜{/n}在等着你们哦。
くれぐれも言っておくが、{/n}あまり 期待してはいかんぞ？{/n},但话说在前头{/n}可别太期待哦？{/n}
アミュレット集め、{/n}真に ご苦労であった…。{/n},收集护身符{/n}真是辛苦你们了…。{/n}
